replica,network,population,true_model,sigma,net_size,colab_cond,TAT50
38,PT,Bo,7,0.5,413,COLAB,0.49437052200614123
39,PT,Bo,7,0.5,413,COLAB,0.48423423423423423
40,PT,Bo,7,0.5,413,COLAB,0.6007866273352999
41,PT,Bo,7,0.5,413,COLAB,0.7186126038104543
42,PT,Bo,7,0.5,413,COLAB,0.8333333333333334
43,PT,Bo,7,0.5,413,COLAB,0.764829617164493
44,PT,Bo,7,0.5,413,COLAB,0.8800184586986618
45,PT,Bo,7,0.5,413,COLAB,0.6947557149260422
46,PT,Bo,7,0.5,413,COLAB,0.5688118811881188
47,PT,Bo,7,0.5,413,COLAB,0.5332980972515856
48,PT,Bo,7,0.5,413,COLAB,0.578125
49,PT,Bo,7,0.5,413,COLAB,0.5945812807881773
50,PT,Bo,7,0.5,413,COLAB,0.47885117493472584
1,PT,Bo,13,0.8,413,COLAB,0
2,PT,Bo,13,0.8,413,COLAB,0
3,PT,Bo,13,0.8,413,COLAB,0
4,PT,Bo,13,0.8,413,COLAB,0
5,PT,Bo,13,0.8,413,COLAB,0
6,PT,Bo,13,0.8,413,COLAB,0
7,PT,Bo,13,0.8,413,COLAB,0
8,PT,Bo,13,0.8,413,COLAB,0
9,PT,Bo,13,0.8,413,COLAB,0
10,PT,Bo,13,0.8,413,COLAB,0
11,PT,Bo,13,0.8,413,COLAB,0
12,PT,Bo,13,0.8,413,COLAB,0
13,PT,Bo,13,0.8,413,COLAB,0
14,PT,Bo,13,0.8,413,COLAB,0
15,PT,Bo,13,0.8,413,COLAB,0
16,PT,Bo,13,0.8,413,COLAB,0
17,PT,Bo,13,0.8,413,COLAB,0
18,PT,Bo,13,0.8,413,COLAB,0
19,PT,Bo,13,0.8,413,COLAB,0
20,PT,Bo,13,0.8,413,COLAB,0
21,PT,Bo,13,0.8,413,COLAB,0
22,PT,Bo,13,0.8,413,COLAB,0
23,PT,Bo,13,0.8,413,COLAB,0
24,PT,Bo,13,0.8,413,COLAB,0
25,PT,Bo,13,0.8,413,COLAB,0
26,PT,Bo,13,0.8,413,COLAB,0
27,PT,Bo,13,0.8,413,COLAB,0
28,PT,Bo,13,0.8,413,COLAB,0
29,PT,Bo,13,0.8,413,COLAB,0
30,PT,Bo,13,0.8,413,COLAB,0
31,PT,Bo,13,0.8,413,COLAB,0
32,PT,Bo,13,0.8,413,COLAB,0
33,PT,Bo,13,0.8,413,COLAB,0
34,PT,Bo,13,0.8,413,COLAB,0
35,PT,Bo,13,0.8,413,COLAB,0
36,PT,Bo,13,0.8,413,COLAB,0
37,PT,Bo,13,0.8,413,COLAB,0
38,PT,Bo,13,0.8,413,COLAB,0
39,PT,Bo,13,0.8,413,COLAB,0
40,PT,Bo,13,0.8,413,COLAB,0
41,PT,Bo,13,0.8,413,COLAB,0
42,PT,Bo,13,0.8,413,COLAB,0
43,PT,Bo,13,0.8,413,COLAB,0
44,PT,Bo,13,0.8,413,COLAB,0
45,PT,Bo,13,0.8,413,COLAB,0
46,PT,Bo,13,0.8,413,COLAB,0
47,PT,Bo,13,0.8,413,COLAB,0
48,PT,Bo,13,0.8,413,COLAB,0
49,PT,Bo,13,0.8,413,COLAB,0
50,PT,Bo,13,0.8,413,COLAB,0
1,PT,Bo,2,0.8,413,COLAB,0
2,PT,Bo,2,0.8,413,COLAB,0
3,PT,Bo,2,0.8,413,COLAB,0.022593764121102575
4,PT,Bo,2,0.8,413,COLAB,0.07874354561101549
5,PT,Bo,2,0.8,413,COLAB,0
6,PT,Bo,2,0.8,413,COLAB,0
7,PT,Bo,2,0.8,413,COLAB,0.03532008830022075
8,PT,Bo,2,0.8,413,COLAB,0.002077922077922078
9,PT,Bo,2,0.8,413,COLAB,0
10,PT,Bo,2,0.8,413,COLAB,0
11,PT,Bo,2,0.8,413,COLAB,0
12,PT,Bo,2,0.8,413,COLAB,0
13,PT,Bo,2,0.8,413,COLAB,0.023862129916040652
14,PT,Bo,2,0.8,413,COLAB,0.07482678983833718
15,PT,Bo,2,0.8,413,COLAB,0.03863922721545569
16,PT,Bo,2,0.8,413,COLAB,0
17,PT,Bo,2,0.8,413,COLAB,0
18,PT,Bo,2,0.8,413,COLAB,0.05004468275245755
19,PT,Bo,2,0.8,413,COLAB,0.08706365503080082
20,PT,Bo,2,0.8,413,COLAB,0
21,PT,Bo,2,0.8,413,COLAB,0
22,PT,Bo,2,0.8,413,COLAB,0.009334415584415584
23,PT,Bo,2,0.8,413,COLAB,0.06756756756756757
24,PT,Bo,2,0.8,413,COLAB,0.055202735710796286
25,PT,Bo,2,0.8,413,COLAB,0.016625916870415647
26,PT,Bo,2,0.8,413,COLAB,0
27,PT,Bo,2,0.8,413,COLAB,0
28,PT,Bo,2,0.8,413,COLAB,0.08557347670250896
29,PT,Bo,2,0.8,413,COLAB,0
30,PT,Bo,2,0.8,413,COLAB,0
31,PT,Bo,2,0.8,413,COLAB,0
32,PT,Bo,2,0.8,413,COLAB,0.2451467268623025
33,PT,Bo,2,0.8,413,COLAB,0.01729355814958928
34,PT,Bo,2,0.8,413,COLAB,0.002077922077922078
35,PT,Bo,2,0.8,413,COLAB,0
36,PT,Bo,2,0.8,413,COLAB,0
37,PT,Bo,2,0.8,413,COLAB,0.03669724770642202
38,PT,Bo,2,0.8,413,COLAB,0.025629077353215284
39,PT,Bo,2,0.8,413,COLAB,0.046511627906976744
40,PT,Bo,2,0.8,413,COLAB,0.05820568927789935
41,PT,Bo,2,0.8,413,COLAB,0
42,PT,Bo,2,0.8,413,COLAB,0.026851851851851852
43,PT,Bo,2,0.8,413,COLAB,0
44,PT,Bo,2,0.8,413,COLAB,0.02608695652173913
45,PT,Bo,2,0.8,413,COLAB,0.0014471780028943561
46,PT,Bo,2,0.8,413,COLAB,0.042437923250564336
47,PT,Bo,2,0.8,413,COLAB,8.88494002665482e-4
48,PT,Bo,2,0.8,413,COLAB,0
49,PT,Bo,2,0.8,413,COLAB,0
50,PT,Bo,2,0.8,413,COLAB,0
1,PT,Bo,7,0.8,413,COLAB,0
2,PT,Bo,7,0.8,413,COLAB,0
3,PT,Bo,7,0.8,413,COLAB,0
4,PT,Bo,7,0.8,413,COLAB,0
5,PT,Bo,7,0.8,413,COLAB,0
6,PT,Bo,7,0.8,413,COLAB,0
7,PT,Bo,7,0.8,413,COLAB,0
8,PT,Bo,7,0.8,413,COLAB,0
9,PT,Bo,7,0.8,413,COLAB,0
10,PT,Bo,7,0.8,413,COLAB,0
11,PT,Bo,7,0.8,413,COLAB,0
12,PT,Bo,7,0.8,413,COLAB,0
13,PT,Bo,7,0.8,413,COLAB,0
14,PT,Bo,7,0.8,413,COLAB,0
15,PT,Bo,7,0.8,413,COLAB,0
16,PT,Bo,7,0.8,413,COLAB,0
17,PT,Bo,7,0.8,413,COLAB,0
18,PT,Bo,7,0.8,413,COLAB,0
19,PT,Bo,7,0.8,413,COLAB,0
20,PT,Bo,7,0.8,413,COLAB,0
21,PT,Bo,7,0.8,413,COLAB,0
22,PT,Bo,7,0.8,413,COLAB,0
23,PT,Bo,7,0.8,413,COLAB,0
24,PT,Bo,7,0.8,413,COLAB,0
25,PT,Bo,7,0.8,413,COLAB,0
26,PT,Bo,7,0.8,413,COLAB,0
27,PT,Bo,7,0.8,413,COLAB,0
28,PT,Bo,7,0.8,413,COLAB,0
29,PT,Bo,7,0.8,413,COLAB,0
30,PT,Bo,7,0.8,413,COLAB,0
31,PT,Bo,7,0.8,413,COLAB,0
32,PT,Bo,7,0.8,413,COLAB,0
33,PT,Bo,7,0.8,413,COLAB,0
34,PT,Bo,7,0.8,413,COLAB,0
35,PT,Bo,7,0.8,413,COLAB,0
36,PT,Bo,7,0.8,413,COLAB,0
37,PT,Bo,7,0.8,413,COLAB,0
38,PT,Bo,7,0.8,413,COLAB,0
39,PT,Bo,7,0.8,413,COLAB,0
40,PT,Bo,7,0.8,413,COLAB,0
41,PT,Bo,7,0.8,413,COLAB,0
42,PT,Bo,7,0.8,413,COLAB,0
43,PT,Bo,7,0.8,413,COLAB,0
44,PT,Bo,7,0.8,413,COLAB,0
45,PT,Bo,7,0.8,413,COLAB,0
46,PT,Bo,7,0.8,413,COLAB,0
47,PT,Bo,7,0.8,413,COLAB,0
48,PT,Bo,7,0.8,413,COLAB,0
49,PT,Bo,7,0.8,413,COLAB,0
50,PT,Bo,7,0.8,413,COLAB,0
1,PT,Mave,13,0.2,413,COLAB,0.9395509499136442
2,PT,Mave,13,0.2,413,COLAB,0.9324750394114556
3,PT,Mave,13,0.2,413,COLAB,0.9031556039173014
4,PT,Mave,13,0.2,413,COLAB,0.9394193188163037
5,PT,Mave,13,0.2,413,COLAB,0.9337979094076655
6,PT,Mave,13,0.2,413,COLAB,0.9237382140876317
7,PT,Mave,13,0.2,413,COLAB,0.9616182572614108
8,PT,Mave,13,0.2,413,COLAB,0.9397590361445783
9,PT,Mave,13,0.2,413,COLAB,0.9761154855643045
10,PT,Mave,13,0.2,413,COLAB,0.9790209790209791
11,PT,Mave,13,0.2,413,COLAB,0.9537234042553191
12,PT,Mave,13,0.2,413,COLAB,0.9244762954796031
13,PT,Mave,13,0.2,413,COLAB,0.89265850945495
14,PT,Mave,13,0.2,413,COLAB,0.9610753290394848
15,PT,Mave,13,0.2,413,COLAB,0.9719488188976378
16,PT,Mave,13,0.2,413,COLAB,0.919078104993598
17,PT,Mave,13,0.2,413,COLAB,0.9572935425778235
18,PT,Mave,13,0.2,413,COLAB,0.9152412560633137
19,PT,Mave,13,0.2,413,COLAB,0.9210008434073658
20,PT,Mave,13,0.2,413,COLAB,0.9323266219239373
21,PT,Mave,13,0.2,413,COLAB,0.9652874201610664
22,PT,Mave,13,0.2,413,COLAB,0.979389721627409
23,PT,Mave,13,0.2,413,COLAB,0.9486534105210168
24,PT,Mave,13,0.2,413,COLAB,0.9323737099402498
25,PT,Mave,13,0.2,413,COLAB,0.9523445463812437
26,PT,Mave,13,0.2,413,COLAB,0.9317111459968603
27,PT,Mave,13,0.2,413,COLAB,0.9680994863476615
28,PT,Mave,13,0.2,413,COLAB,0.9573219525206722
29,PT,Mave,13,0.2,413,COLAB,0.9693828351012537
30,PT,Mave,13,0.2,413,COLAB,0.9415601356639708
31,PT,Mave,13,0.2,413,COLAB,0.9274011299435029
32,PT,Mave,13,0.2,413,COLAB,0.9390243902439024
33,PT,Mave,13,0.2,413,COLAB,0.9410966340933767
34,PT,Mave,13,0.2,413,COLAB,0.9397590361445783
35,PT,Mave,13,0.2,413,COLAB,0.930413756045137
36,PT,Mave,13,0.2,413,COLAB,0.9445378151260504
37,PT,Mave,13,0.2,413,COLAB,0.9364361702127659
38,PT,Mave,13,0.2,413,COLAB,0.9705591291439881
39,PT,Mave,13,0.2,413,COLAB,0.9181647437617386
40,PT,Mave,13,0.2,413,COLAB,0.9618514750762971
41,PT,Mave,13,0.2,413,COLAB,0.9334415584415584
42,PT,Mave,13,0.2,413,COLAB,0.9694053787318037
43,PT,Mave,13,0.2,413,COLAB,0.9186528497409326
44,PT,Mave,13,0.2,413,COLAB,0.8788528544626105
45,PT,Mave,13,0.2,413,COLAB,0.949156746031746
46,PT,Mave,13,0.2,413,COLAB,0.9291419737181139
47,PT,Mave,13,0.2,413,COLAB,0.9397590361445783
48,PT,Mave,13,0.2,413,COLAB,0.9045346062052506
49,PT,Mave,13,0.2,413,COLAB,0.9199341924869756
50,PT,Mave,13,0.2,413,COLAB,0.9430481283422459
1,PT,Mave,2,0.2,413,COLAB,0.9488875526157546
2,PT,Mave,2,0.2,413,COLAB,0.8884841692350799
3,PT,Mave,2,0.2,413,COLAB,0.9415251953651307
4,PT,Mave,2,0.2,413,COLAB,0.874928774928775
5,PT,Mave,2,0.2,413,COLAB,0.9690751445086705
6,PT,Mave,2,0.2,413,COLAB,0.9276154056268779
7,PT,Mave,2,0.2,413,COLAB,0.9054903031958481
8,PT,Mave,2,0.2,413,COLAB,0.919524709694842
9,PT,Mave,2,0.2,413,COLAB,0.8873439273552781
10,PT,Mave,2,0.2,413,COLAB,0.9361362426822778
11,PT,Mave,2,0.2,413,COLAB,0.8922659430122116
12,PT,Mave,2,0.2,413,COLAB,0.9451697127937336
13,PT,Mave,2,0.2,413,COLAB,0.9571683521713266
14,PT,Mave,2,0.2,413,COLAB,0.942286036036036
15,PT,Mave,2,0.2,413,COLAB,0.9151067756393356
16,PT,Mave,2,0.2,413,COLAB,0.9461517541474028
17,PT,Mave,2,0.2,413,COLAB,0.9526555386949924
18,PT,Mave,2,0.2,413,COLAB,0.9298701298701298
19,PT,Mave,2,0.2,413,COLAB,0.9257629107981221
20,PT,Mave,2,0.2,413,COLAB,0.947098976109215
21,PT,Mave,2,0.2,413,COLAB,0.9168345323741007
22,PT,Mave,2,0.2,413,COLAB,0.9302870533099004
23,PT,Mave,2,0.2,413,COLAB,0.9399271844660194
24,PT,Mave,2,0.2,413,COLAB,0.9216562406910932
25,PT,Mave,2,0.2,413,COLAB,0.907980687304743
26,PT,Mave,2,0.2,413,COLAB,0.928995756718529
27,PT,Mave,2,0.2,413,COLAB,0.9107633168588688
28,PT,Mave,2,0.2,413,COLAB,0.9375361480624639
29,PT,Mave,2,0.2,413,COLAB,0.9095035460992907
30,PT,Mave,2,0.2,413,COLAB,0.9118705035971223
31,PT,Mave,2,0.2,413,COLAB,0.9238734956619088
32,PT,Mave,2,0.2,413,COLAB,0.9470776388485025
33,PT,Mave,2,0.2,413,COLAB,0.9207228213348878
34,PT,Mave,2,0.2,413,COLAB,0.919524709694842
35,PT,Mave,2,0.2,413,COLAB,0.9275843007186291
36,PT,Mave,2,0.2,413,COLAB,0.933929601846509
37,PT,Mave,2,0.2,413,COLAB,0.9045534150612959
38,PT,Mave,2,0.2,413,COLAB,0.9423929098966026
39,PT,Mave,2,0.2,413,COLAB,0.9140537513997761
40,PT,Mave,2,0.2,413,COLAB,0.9097968936678614
41,PT,Mave,2,0.2,413,COLAB,0.9105647122399352
42,PT,Mave,2,0.2,413,COLAB,0.9189723320158103
43,PT,Mave,2,0.2,413,COLAB,0.9490196078431372
44,PT,Mave,2,0.2,413,COLAB,0.892483056069008
45,PT,Mave,2,0.2,413,COLAB,0.9375725900116144
46,PT,Mave,2,0.2,413,COLAB,0.920285871357889
47,PT,Mave,2,0.2,413,COLAB,0.9397454031117397
48,PT,Mave,2,0.2,413,COLAB,0.9092490576978834
49,PT,Mave,2,0.2,413,COLAB,0.896210407239819
50,PT,Mave,2,0.2,413,COLAB,0.8987231572838074
1,PT,Mave,7,0.2,413,COLAB,0.9511866235167206
2,PT,Mave,7,0.2,413,COLAB,0.9390750484630296
3,PT,Mave,7,0.2,413,COLAB,0.9362962962962963
4,PT,Mave,7,0.2,413,COLAB,0.8879192800654486
5,PT,Mave,7,0.2,413,COLAB,0.8994229183841714
6,PT,Mave,7,0.2,413,COLAB,0.8934497816593886
7,PT,Mave,7,0.2,413,COLAB,0.9182473951375901
8,PT,Mave,7,0.2,413,COLAB,0.9244538036325349
9,PT,Mave,7,0.2,413,COLAB,0.9501369863013699
10,PT,Mave,7,0.2,413,COLAB,0.9407725321888412
11,PT,Mave,7,0.2,413,COLAB,0.9486253818383782
12,PT,Mave,7,0.2,413,COLAB,0.9463986599664992
13,PT,Mave,7,0.2,413,COLAB,0.9781599781599781
14,PT,Mave,7,0.2,413,COLAB,0.930987452264048
15,PT,Mave,7,0.2,413,COLAB,0.9140154772141015
16,PT,Mave,7,0.2,413,COLAB,0.928985907709312
17,PT,Mave,7,0.2,413,COLAB,0.9267765468792218
18,PT,Mave,7,0.2,413,COLAB,0.8979591836734694
19,PT,Mave,7,0.2,413,COLAB,0.964550700741962
20,PT,Mave,7,0.2,413,COLAB,0.9476529160739687
21,PT,Mave,7,0.2,413,COLAB,0.8994318181818182
22,PT,Mave,7,0.2,413,COLAB,0.9252920402064656
23,PT,Mave,7,0.2,413,COLAB,0.9014647137150466
24,PT,Mave,7,0.2,413,COLAB,0.943911066195048
25,PT,Mave,7,0.2,413,COLAB,0.9581566299123551
26,PT,Mave,7,0.2,413,COLAB,0.9350274328616807
27,PT,Mave,7,0.2,413,COLAB,0.9664667393675027
28,PT,Mave,7,0.2,413,COLAB,0.9350366947540092
29,PT,Mave,7,0.2,413,COLAB,0.9508064516129032
30,PT,Mave,7,0.2,413,COLAB,0.9000844356881509
31,PT,Mave,7,0.2,413,COLAB,0.9223638470451911
32,PT,Mave,7,0.2,413,COLAB,0.919007362967003
33,PT,Mave,7,0.2,413,COLAB,0.9082313681868743
34,PT,Mave,7,0.2,413,COLAB,0.9244538036325349
35,PT,Mave,7,0.2,413,COLAB,0.9501779359430605
36,PT,Mave,7,0.2,413,COLAB,0.9398453165282155
37,PT,Mave,7,0.2,413,COLAB,0.9016250725478816
38,PT,Mave,7,0.2,413,COLAB,0.9352432109817965
39,PT,Mave,7,0.2,413,COLAB,0.9270328486806677
40,PT,Mave,7,0.2,413,COLAB,0.9175568337441796
41,PT,Mave,7,0.2,413,COLAB,0.9280618311533888
42,PT,Mave,7,0.2,413,COLAB,0.927262313860252
43,PT,Mave,7,0.2,413,COLAB,0.9200881785615872
44,PT,Mave,7,0.2,413,COLAB,0.9454007530930608
45,PT,Mave,7,0.2,413,COLAB,0.95995670995671
46,PT,Mave,7,0.2,413,COLAB,0.9591724137931035
47,PT,Mave,7,0.2,413,COLAB,0.9752475247524752
48,PT,Mave,7,0.2,413,COLAB,0.929685434840074
49,PT,Mave,7,0.2,413,COLAB,0.9479752530933633
50,PT,Mave,7,0.2,413,COLAB,0.915588069780529
1,PT,Mave,13,0.5,413,COLAB,0
2,PT,Mave,13,0.5,413,COLAB,0
3,PT,Mave,13,0.5,413,COLAB,0
4,PT,Mave,13,0.5,413,COLAB,0
5,PT,Mave,13,0.5,413,COLAB,0
6,PT,Mave,13,0.5,413,COLAB,0
7,PT,Mave,13,0.5,413,COLAB,0
8,PT,Mave,13,0.5,413,COLAB,0
9,PT,Mave,13,0.5,413,COLAB,0
10,PT,Mave,13,0.5,413,COLAB,0
11,PT,Mave,13,0.5,413,COLAB,0.03040103492884864
12,PT,Mave,13,0.5,413,COLAB,0
13,PT,Mave,13,0.5,413,COLAB,0
14,PT,Mave,13,0.5,413,COLAB,0
15,PT,Mave,13,0.5,413,COLAB,0
16,PT,Mave,13,0.5,413,COLAB,0
17,PT,Mave,13,0.5,413,COLAB,0
18,PT,Mave,13,0.5,413,COLAB,6.6711140760507e-4
19,PT,Mave,13,0.5,413,COLAB,0
20,PT,Mave,13,0.5,413,COLAB,0
21,PT,Mave,13,0.5,413,COLAB,0
22,PT,Mave,13,0.5,413,COLAB,0.01905972045743329
23,PT,Mave,13,0.5,413,COLAB,0.006320224719101123
24,PT,Mave,13,0.5,413,COLAB,0
25,PT,Mave,13,0.5,413,COLAB,0
26,PT,Mave,13,0.5,413,COLAB,0
27,PT,Mave,13,0.5,413,COLAB,0
28,PT,Mave,13,0.5,413,COLAB,0
29,PT,Mave,13,0.5,413,COLAB,0
30,PT,Mave,13,0.5,413,COLAB,0
31,PT,Mave,13,0.5,413,COLAB,0.01639344262295082
32,PT,Mave,13,0.5,413,COLAB,0
33,PT,Mave,13,0.5,413,COLAB,0
34,PT,Mave,13,0.5,413,COLAB,0
35,PT,Mave,13,0.5,413,COLAB,0
36,PT,Mave,13,0.5,413,COLAB,0
37,PT,Mave,13,0.5,413,COLAB,0
38,PT,Mave,13,0.5,413,COLAB,0
39,PT,Mave,13,0.5,413,COLAB,0
40,PT,Mave,13,0.5,413,COLAB,0.017844396859386154
41,PT,Mave,13,0.5,413,COLAB,0
42,PT,Mave,13,0.5,413,COLAB,0
43,PT,Mave,13,0.5,413,COLAB,0
44,PT,Mave,13,0.5,413,COLAB,0
45,PT,Mave,13,0.5,413,COLAB,0.002717391304347826
46,PT,Mave,13,0.5,413,COLAB,0
47,PT,Mave,13,0.5,413,COLAB,0.014820042342978124
48,PT,Mave,13,0.5,413,COLAB,0
49,PT,Mave,13,0.5,413,COLAB,0
50,PT,Mave,13,0.5,413,COLAB,0.03028263795423957
1,PT,Mave,2,0.5,413,COLAB,0.8802668539325843
2,PT,Mave,2,0.5,413,COLAB,0.8927023121387283
3,PT,Mave,2,0.5,413,COLAB,0.889703538412496
4,PT,Mave,2,0.5,413,COLAB,0.9231824417009602
5,PT,Mave,2,0.5,413,COLAB,0.910377358490566
6,PT,Mave,2,0.5,413,COLAB,0.8982511923688394
7,PT,Mave,2,0.5,413,COLAB,0.9520666898228551
8,PT,Mave,2,0.5,413,COLAB,0.7924320352681852
9,PT,Mave,2,0.5,413,COLAB,0.8602649006622517
10,PT,Mave,2,0.5,413,COLAB,0.9306803594351734
11,PT,Mave,2,0.5,413,COLAB,0.8820831968555519
12,PT,Mave,2,0.5,413,COLAB,0.9169423006247703
13,PT,Mave,2,0.5,413,COLAB,0.9183673469387755
14,PT,Mave,2,0.5,413,COLAB,0.9159863945578232
15,PT,Mave,2,0.5,413,COLAB,0.9198098256735341
16,PT,Mave,2,0.5,413,COLAB,0.9227729885057471
17,PT,Mave,2,0.5,413,COLAB,0.8680664368536509
18,PT,Mave,2,0.5,413,COLAB,0.9522218509856332
19,PT,Mave,2,0.5,413,COLAB,0.8877622377622377
20,PT,Mave,2,0.5,413,COLAB,0.9604230638007506
21,PT,Mave,2,0.5,413,COLAB,0.938513306821658
22,PT,Mave,2,0.5,413,COLAB,0.9366149696561025
23,PT,Mave,2,0.5,413,COLAB,0.8966314398943197
24,PT,Mave,2,0.5,413,COLAB,0.8232804232804233
25,PT,Mave,2,0.5,413,COLAB,0.8504704301075269
26,PT,Mave,2,0.5,413,COLAB,0.9221311475409836
27,PT,Mave,2,0.5,413,COLAB,0.8998307952622674
28,PT,Mave,2,0.5,413,COLAB,0.9292221443587947
29,PT,Mave,2,0.5,413,COLAB,0.966042966042966
30,PT,Mave,2,0.5,413,COLAB,0.95097037793667
31,PT,Mave,2,0.5,413,COLAB,0.9165217391304348
32,PT,Mave,2,0.5,413,COLAB,0.886491868569532
33,PT,Mave,2,0.5,413,COLAB,0.7971213159698424
34,PT,Mave,2,0.5,413,COLAB,0.7924320352681852
35,PT,Mave,2,0.5,413,COLAB,0.9207920792079208
36,PT,Mave,2,0.5,413,COLAB,0.8453150242326333
37,PT,Mave,2,0.5,413,COLAB,0.9186671443926908
38,PT,Mave,2,0.5,413,COLAB,0.9194257251684734
39,PT,Mave,2,0.5,413,COLAB,0.8402148371936892
40,PT,Mave,2,0.5,413,COLAB,0.9097593582887701
41,PT,Mave,2,0.5,413,COLAB,0.8573871409028728
42,PT,Mave,2,0.5,413,COLAB,0.936491935483871
43,PT,Mave,2,0.5,413,COLAB,0.8626951258362536
44,PT,Mave,2,0.5,413,COLAB,0.9588671611598112
45,PT,Mave,2,0.5,413,COLAB,0.8762068965517241
46,PT,Mave,2,0.5,413,COLAB,0.9380177968702056
47,PT,Mave,2,0.5,413,COLAB,0.918546365914787
48,PT,Mave,2,0.5,413,COLAB,0.9315982649315983
49,PT,Mave,2,0.5,413,COLAB,0.9071405699647774
50,PT,Mave,2,0.5,413,COLAB,0.9033868092691623
1,PT,Mave,7,0.5,413,COLAB,0.4866001050972149
2,PT,Mave,7,0.5,413,COLAB,0.1671278361925844
3,PT,Mave,7,0.5,413,COLAB,0.8320537428023033
4,PT,Mave,7,0.5,413,COLAB,0.6100051046452272
5,PT,Mave,7,0.5,413,COLAB,0.43834248627059413
6,PT,Mave,7,0.5,413,COLAB,0.7406032482598608
7,PT,Mave,7,0.5,413,COLAB,0.24812895797351756
8,PT,Mave,7,0.5,413,COLAB,0.4237938596491228
9,PT,Mave,7,0.5,413,COLAB,0.4033467974610502
10,PT,Mave,7,0.5,413,COLAB,0.36200112422709385
11,PT,Mave,7,0.5,413,COLAB,0.4398963730569948
12,PT,Mave,7,0.5,413,COLAB,0.5102239532619279
13,PT,Mave,7,0.5,413,COLAB,0.03640500568828214
14,PT,Mave,7,0.5,413,COLAB,0.3754768392370572
15,PT,Mave,7,0.5,413,COLAB,0.5330420535226652
16,PT,Mave,7,0.5,413,COLAB,0.24860193187595322
17,PT,Mave,7,0.5,413,COLAB,0.5752082312591866
18,PT,Mave,7,0.5,413,COLAB,0.20484708597807272
19,PT,Mave,7,0.5,413,COLAB,0.45278450363196127
20,PT,Mave,7,0.5,413,COLAB,0.6661577608142494
21,PT,Mave,7,0.5,413,COLAB,0.5390539053905391
22,PT,Mave,7,0.5,413,COLAB,0.31432973805855163
23,PT,Mave,7,0.5,413,COLAB,0.3617363344051447
24,PT,Mave,7,0.5,413,COLAB,0.28604923798358733
25,PT,Mave,7,0.5,413,COLAB,0.5119337554797857
26,PT,Mave,7,0.5,413,COLAB,0.28482651475919213
27,PT,Mave,7,0.5,413,COLAB,0.20394736842105263
28,PT,Mave,7,0.5,413,COLAB,0.16134453781512606
29,PT,Mave,7,0.5,413,COLAB,0.36772046589018303
30,PT,Mave,7,0.5,413,COLAB,0.2629815745393635
31,PT,Mave,7,0.5,413,COLAB,0.5634146341463414
32,PT,Mave,7,0.5,413,COLAB,0.5230852797392721
33,PT,Mave,7,0.5,413,COLAB,0.5186721991701245
34,PT,Mave,7,0.5,413,COLAB,0.4237938596491228
35,PT,Mave,7,0.5,413,COLAB,0.3243914555389965
36,PT,Mave,7,0.5,413,COLAB,0.5893796004206099
37,PT,Mave,7,0.5,413,COLAB,0.28788701792504073
38,PT,Mave,7,0.5,413,COLAB,0.5601464435146444
39,PT,Mave,7,0.5,413,COLAB,0.29635584137191856
40,PT,Mave,7,0.5,413,COLAB,0.3942251031231585
41,PT,Mave,7,0.5,413,COLAB,0.6476345840130505
42,PT,Mave,7,0.5,413,COLAB,0.7442244224422442
43,PT,Mave,7,0.5,413,COLAB,0.4153596538669551
44,PT,Mave,7,0.5,413,COLAB,0.2510504201680672
45,PT,Mave,7,0.5,413,COLAB,0.6521113243761996
46,PT,Mave,7,0.5,413,COLAB,0.49246231155778897
47,PT,Mave,7,0.5,413,COLAB,0.551396942540854
48,PT,Mave,7,0.5,413,COLAB,0.15228720324261724
49,PT,Mave,7,0.5,413,COLAB,0.5842026825633383
50,PT,Mave,7,0.5,413,COLAB,0.5347258485639687
1,PT,Mave,13,0.8,413,COLAB,0
2,PT,Mave,13,0.8,413,COLAB,0
3,PT,Mave,13,0.8,413,COLAB,0
4,PT,Mave,13,0.8,413,COLAB,0
5,PT,Mave,13,0.8,413,COLAB,0
6,PT,Mave,13,0.8,413,COLAB,0
7,PT,Mave,13,0.8,413,COLAB,0
8,PT,Mave,13,0.8,413,COLAB,0
9,PT,Mave,13,0.8,413,COLAB,0
10,PT,Mave,13,0.8,413,COLAB,0
11,PT,Mave,13,0.8,413,COLAB,0
12,PT,Mave,13,0.8,413,COLAB,0
13,PT,Mave,13,0.8,413,COLAB,0
14,PT,Mave,13,0.8,413,COLAB,0
15,PT,Mave,13,0.8,413,COLAB,0
16,PT,Mave,13,0.8,413,COLAB,0
17,PT,Mave,13,0.8,413,COLAB,0
18,PT,Mave,13,0.8,413,COLAB,0
19,PT,Mave,13,0.8,413,COLAB,0
20,PT,Mave,13,0.8,413,COLAB,0
21,PT,Mave,13,0.8,413,COLAB,0
22,PT,Mave,13,0.8,413,COLAB,0
23,PT,Mave,13,0.8,413,COLAB,0
24,PT,Mave,13,0.8,413,COLAB,0
25,PT,Mave,13,0.8,413,COLAB,0
26,PT,Mave,13,0.8,413,COLAB,0
27,PT,Mave,13,0.8,413,COLAB,0
28,PT,Mave,13,0.8,413,COLAB,0
29,PT,Mave,13,0.8,413,COLAB,0
30,PT,Mave,13,0.8,413,COLAB,0
31,PT,Mave,13,0.8,413,COLAB,0
32,PT,Mave,13,0.8,413,COLAB,0
33,PT,Mave,13,0.8,413,COLAB,0
