replica,network,population,true_model,sigma,net_size,colab_cond,TAT50
8,Lattice,Bo,13,0.2,413,NOLAB,0.9438583270535041
9,Lattice,Bo,13,0.2,413,NOLAB,0.9548313321898227
10,Lattice,Bo,13,0.2,413,NOLAB,0.9557688688123471
11,Lattice,Bo,13,0.2,413,NOLAB,0.9413550958436135
12,Lattice,Bo,13,0.2,413,NOLAB,0.9390150057714506
13,Lattice,Bo,13,0.2,413,NOLAB,0.951257253384913
14,Lattice,Bo,13,0.2,413,NOLAB,0.9522250048160278
15,Lattice,Bo,13,0.2,413,NOLAB,0.9493192133131618
16,Lattice,Bo,13,0.2,413,NOLAB,0.9458325386229258
17,Lattice,Bo,13,0.2,413,NOLAB,0.9502459326522891
18,Lattice,Bo,13,0.2,413,NOLAB,0.9497752589407856
19,Lattice,Bo,13,0.2,413,NOLAB,0.9303519061583577
20,Lattice,Bo,13,0.2,413,NOLAB,0.9447274099226561
21,Lattice,Bo,13,0.2,413,NOLAB,0.9422602089268756
22,Lattice,Bo,13,0.2,413,NOLAB,0.9394983725828068
23,Lattice,Bo,13,0.2,413,NOLAB,0.9377416860015468
24,Lattice,Bo,13,0.2,413,NOLAB,0.9406035141329259
25,Lattice,Bo,13,0.2,413,NOLAB,0.9489037178265014
26,Lattice,Bo,13,0.2,413,NOLAB,0.9420263011668828
27,Lattice,Bo,13,0.2,413,NOLAB,0.9425439425439426
28,Lattice,Bo,13,0.2,413,NOLAB,0.946282527881041
29,Lattice,Bo,13,0.2,413,NOLAB,0.9425331539496444
30,Lattice,Bo,13,0.2,413,NOLAB,0.9470632248410026
31,Lattice,Bo,13,0.2,413,NOLAB,0.9534318309332336
32,Lattice,Bo,13,0.2,413,NOLAB,0.9463137996219282
33,Lattice,Bo,13,0.2,413,NOLAB,0.9484321873819418
34,Lattice,Bo,13,0.2,413,NOLAB,0.9438583270535041
35,Lattice,Bo,13,0.2,413,NOLAB,0.9474912485414235
36,Lattice,Bo,13,0.2,413,NOLAB,0.9499623777276147
37,Lattice,Bo,13,0.2,413,NOLAB,0.9570574379416561
38,Lattice,Bo,13,0.2,413,NOLAB,0.9364635736910751
39,Lattice,Bo,13,0.2,413,NOLAB,0.9412886008387342
40,Lattice,Bo,13,0.2,413,NOLAB,0.9300443245326653
41,Lattice,Bo,13,0.2,413,NOLAB,0.9527421236872812
42,Lattice,Bo,13,0.2,413,NOLAB,0.9541422909983016
43,Lattice,Bo,13,0.2,413,NOLAB,0.9366041896361632
44,Lattice,Bo,13,0.2,413,NOLAB,0.9431350542461654
45,Lattice,Bo,13,0.2,413,NOLAB,0.9509878419452887
46,Lattice,Bo,13,0.2,413,NOLAB,0.9482393688666538
47,Lattice,Bo,13,0.2,413,NOLAB,0.9436033308099925
48,Lattice,Bo,13,0.2,413,NOLAB,0.9395532194480947
49,Lattice,Bo,13,0.2,413,NOLAB,0.9431080565101184
50,Lattice,Bo,13,0.2,413,NOLAB,0.949246327036825
1,Lattice,Bo,2,0.2,413,COLAB,0.864244741873805
2,Lattice,Bo,2,0.2,413,COLAB,0.8981986899563319
3,Lattice,Bo,2,0.2,413,COLAB,0.870904508541025
4,Lattice,Bo,2,0.2,413,COLAB,0.9330947136563876
5,Lattice,Bo,2,0.2,413,COLAB,0.8404701931150294
6,Lattice,Bo,2,0.2,413,COLAB,0.9355102040816327
7,Lattice,Bo,2,0.2,413,COLAB,0.8954607977991746
8,Lattice,Bo,2,0.2,413,COLAB,0.8852506519849319
9,Lattice,Bo,2,0.2,413,COLAB,0.8824736225087925
10,Lattice,Bo,2,0.2,413,COLAB,0.8934590117109398
11,Lattice,Bo,2,0.2,413,COLAB,0.9114134962510414
12,Lattice,Bo,2,0.2,413,COLAB,0.8890134529147982
13,Lattice,Bo,2,0.2,413,COLAB,0.8814432989690721
14,Lattice,Bo,2,0.2,413,COLAB,0.8885824600110315
15,Lattice,Bo,2,0.2,413,COLAB,0.8937142857142857
16,Lattice,Bo,2,0.2,413,COLAB,0.8903995560488346
17,Lattice,Bo,2,0.2,413,COLAB,0.9270890223921354
18,Lattice,Bo,2,0.2,413,COLAB,0.9193989071038251
19,Lattice,Bo,2,0.2,413,COLAB,0.9012693935119888
20,Lattice,Bo,2,0.2,413,COLAB,0.9161344071091364
21,Lattice,Bo,2,0.2,413,COLAB,0.9245230078563412
22,Lattice,Bo,2,0.2,413,COLAB,0.8820527360362914
23,Lattice,Bo,2,0.2,413,COLAB,0.9009058468295361
24,Lattice,Bo,2,0.2,413,COLAB,0.89533910131175
25,Lattice,Bo,2,0.2,413,COLAB,0.905849582172702
26,Lattice,Bo,2,0.2,413,COLAB,0.8857300579630141
27,Lattice,Bo,2,0.2,413,COLAB,0.9052425007008691
28,Lattice,Bo,2,0.2,413,COLAB,0.8982475975127191
29,Lattice,Bo,2,0.2,413,COLAB,0.914332784184514
30,Lattice,Bo,2,0.2,413,COLAB,0.8813979086406164
31,Lattice,Bo,2,0.2,413,COLAB,0.911756168359942
32,Lattice,Bo,2,0.2,413,COLAB,0.8529991551675584
33,Lattice,Bo,2,0.2,413,COLAB,0.8992785793562708
34,Lattice,Bo,2,0.2,413,COLAB,0.8852506519849319
35,Lattice,Bo,2,0.2,413,COLAB,0.9125070106561974
36,Lattice,Bo,2,0.2,413,COLAB,0.862410071942446
37,Lattice,Bo,2,0.2,413,COLAB,0.869310248533929
38,Lattice,Bo,2,0.2,413,COLAB,0.9027588090685605
39,Lattice,Bo,2,0.2,413,COLAB,0.8920968212306795
40,Lattice,Bo,2,0.2,413,COLAB,0.9371508379888268
41,Lattice,Bo,2,0.2,413,COLAB,0.906232132647227
42,Lattice,Bo,2,0.2,413,COLAB,0.9304888386549873
43,Lattice,Bo,2,0.2,413,COLAB,0.9251051893408134
44,Lattice,Bo,2,0.2,413,COLAB,0.8867221106968741
45,Lattice,Bo,2,0.2,413,COLAB,0.9034965034965035
46,Lattice,Bo,2,0.2,413,COLAB,0.9214245336348219
47,Lattice,Bo,2,0.2,413,COLAB,0.8699943598420756
48,Lattice,Bo,2,0.2,413,COLAB,0.899680139575458
49,Lattice,Bo,2,0.2,413,COLAB,0.9137481910274964
50,Lattice,Bo,2,0.2,413,COLAB,0.857532751091703
1,Lattice,Bo,2,0.2,413,NOLAB,0.9055930930930931
2,Lattice,Bo,2,0.2,413,NOLAB,0.8941458026509573
3,Lattice,Bo,2,0.2,413,NOLAB,0.9416406680124794
4,Lattice,Bo,2,0.2,413,NOLAB,0.9076159572437488
5,Lattice,Bo,2,0.2,413,NOLAB,0.9174090571640683
6,Lattice,Bo,2,0.2,413,NOLAB,0.9205572289156626
7,Lattice,Bo,2,0.2,413,NOLAB,0.9508439992580227
8,Lattice,Bo,2,0.2,413,NOLAB,0.9370513528437328
9,Lattice,Bo,2,0.2,413,NOLAB,0.9095854436315888
10,Lattice,Bo,2,0.2,413,NOLAB,0.9408197022606138
11,Lattice,Bo,2,0.2,413,NOLAB,0.9381443298969072
12,Lattice,Bo,2,0.2,413,NOLAB,0.9388248419486798
13,Lattice,Bo,2,0.2,413,NOLAB,0.9021922428330523
14,Lattice,Bo,2,0.2,413,NOLAB,0.9270971406930506
15,Lattice,Bo,2,0.2,413,NOLAB,0.9284145001830831
16,Lattice,Bo,2,0.2,413,NOLAB,0.8948353293413174
17,Lattice,Bo,2,0.2,413,NOLAB,0.924933987174651
18,Lattice,Bo,2,0.2,413,NOLAB,0.9162552221800228
19,Lattice,Bo,2,0.2,413,NOLAB,0.8987986894794321
20,Lattice,Bo,2,0.2,413,NOLAB,0.9085735963581184
21,Lattice,Bo,2,0.2,413,NOLAB,0.9263529849358378
22,Lattice,Bo,2,0.2,413,NOLAB,0.9281393217231897
23,Lattice,Bo,2,0.2,413,NOLAB,0.9126911033339473
24,Lattice,Bo,2,0.2,413,NOLAB,0.9395787139689579
25,Lattice,Bo,2,0.2,413,NOLAB,0.9158739041223652
26,Lattice,Bo,2,0.2,413,NOLAB,0.9026399550645946
27,Lattice,Bo,2,0.2,413,NOLAB,0.9149057681324957
28,Lattice,Bo,2,0.2,413,NOLAB,0.9172581247665297
29,Lattice,Bo,2,0.2,413,NOLAB,0.8966548308727341
30,Lattice,Bo,2,0.2,413,NOLAB,0.9118139534883721
31,Lattice,Bo,2,0.2,413,NOLAB,0.926900054416833
32,Lattice,Bo,2,0.2,413,NOLAB,0.9015021867275147
33,Lattice,Bo,2,0.2,413,NOLAB,0.9186109603906674
34,Lattice,Bo,2,0.2,413,NOLAB,0.9370513528437328
35,Lattice,Bo,2,0.2,413,NOLAB,0.9144531965561458
36,Lattice,Bo,2,0.2,413,NOLAB,0.927870744373918
37,Lattice,Bo,2,0.2,413,NOLAB,0.8963242224316682
38,Lattice,Bo,2,0.2,413,NOLAB,0.8961111111111111
39,Lattice,Bo,2,0.2,413,NOLAB,0.9127917833800187
40,Lattice,Bo,2,0.2,413,NOLAB,0.9036453562923612
41,Lattice,Bo,2,0.2,413,NOLAB,0.9244120940649496
42,Lattice,Bo,2,0.2,413,NOLAB,0.9262880782248966
43,Lattice,Bo,2,0.2,413,NOLAB,0.9220971017168175
44,Lattice,Bo,2,0.2,413,NOLAB,0.9141161194583565
45,Lattice,Bo,2,0.2,413,NOLAB,0.9146364494806422
46,Lattice,Bo,2,0.2,413,NOLAB,0.9218144938226074
47,Lattice,Bo,2,0.2,413,NOLAB,0.9183748845798707
48,Lattice,Bo,2,0.2,413,NOLAB,0.9140697031163563
49,Lattice,Bo,2,0.2,413,NOLAB,0.8961257720381808
50,Lattice,Bo,2,0.2,413,NOLAB,0.9058867641544807
1,Lattice,Bo,7,0.2,413,COLAB,0.8969367306040653
2,Lattice,Bo,7,0.2,413,COLAB,0.9282560706401766
3,Lattice,Bo,7,0.2,413,COLAB,0.9198483617655023
4,Lattice,Bo,7,0.2,413,COLAB,0.9220063786604813
5,Lattice,Bo,7,0.2,413,COLAB,0.9133594186696479
6,Lattice,Bo,7,0.2,413,COLAB,0.9194004524886877
7,Lattice,Bo,7,0.2,413,COLAB,0.9120177629752984
8,Lattice,Bo,7,0.2,413,COLAB,0.8857615894039735
9,Lattice,Bo,7,0.2,413,COLAB,0.8925643200452361
10,Lattice,Bo,7,0.2,413,COLAB,0.9180327868852459
11,Lattice,Bo,7,0.2,413,COLAB,0.9232788798133023
12,Lattice,Bo,7,0.2,413,COLAB,0.9214748100197017
13,Lattice,Bo,7,0.2,413,COLAB,0.8884747706422018
14,Lattice,Bo,7,0.2,413,COLAB,0.9175084175084175
15,Lattice,Bo,7,0.2,413,COLAB,0.9086770981507823
16,Lattice,Bo,7,0.2,413,COLAB,0.8926521239954076
17,Lattice,Bo,7,0.2,413,COLAB,0.9206886819079876
18,Lattice,Bo,7,0.2,413,COLAB,0.8800227985180963
19,Lattice,Bo,7,0.2,413,COLAB,0.9076212471131639
20,Lattice,Bo,7,0.2,413,COLAB,0.9138576779026217
21,Lattice,Bo,7,0.2,413,COLAB,0.9051217464315701
22,Lattice,Bo,7,0.2,413,COLAB,0.9165037698966769
23,Lattice,Bo,7,0.2,413,COLAB,0.9182599057910779
24,Lattice,Bo,7,0.2,413,COLAB,0.8981715893108299
25,Lattice,Bo,7,0.2,413,COLAB,0.9173913043478261
26,Lattice,Bo,7,0.2,413,COLAB,0.9072285630670178
27,Lattice,Bo,7,0.2,413,COLAB,0.9137129575828007
28,Lattice,Bo,7,0.2,413,COLAB,0.900281690140845
29,Lattice,Bo,7,0.2,413,COLAB,0.9238315060588574
30,Lattice,Bo,7,0.2,413,COLAB,0.8858885017421603
31,Lattice,Bo,7,0.2,413,COLAB,0.8876896149358227
32,Lattice,Bo,7,0.2,413,COLAB,0.8964639321074964
33,Lattice,Bo,7,0.2,413,COLAB,0.8809788654060067
34,Lattice,Bo,7,0.2,413,COLAB,0.8857615894039735
35,Lattice,Bo,7,0.2,413,COLAB,0.9217416050085373
36,Lattice,Bo,7,0.2,413,COLAB,0.8864218616567037
37,Lattice,Bo,7,0.2,413,COLAB,0.8806479113384484
38,Lattice,Bo,7,0.2,413,COLAB,0.9239554317548746
39,Lattice,Bo,7,0.2,413,COLAB,0.9118402282453638
40,Lattice,Bo,7,0.2,413,COLAB,0.9157601115760111
41,Lattice,Bo,7,0.2,413,COLAB,0.9385245901639344
42,Lattice,Bo,7,0.2,413,COLAB,0.9228510411105179
43,Lattice,Bo,7,0.2,413,COLAB,0.8837144450641383
44,Lattice,Bo,7,0.2,413,COLAB,0.9169757489300998
45,Lattice,Bo,7,0.2,413,COLAB,0.9073239436619718
46,Lattice,Bo,7,0.2,413,COLAB,0.8795215869311552
47,Lattice,Bo,7,0.2,413,COLAB,0.9113924050632911
48,Lattice,Bo,7,0.2,413,COLAB,0.8974719101123596
49,Lattice,Bo,7,0.2,413,COLAB,0.9223433242506812
50,Lattice,Bo,7,0.2,413,COLAB,0.9154542959099643
1,Lattice,Bo,7,0.2,413,NOLAB,0.8961856075501377
2,Lattice,Bo,7,0.2,413,NOLAB,0.9200470311581422
3,Lattice,Bo,7,0.2,413,NOLAB,0.9320976325931364
4,Lattice,Bo,7,0.2,413,NOLAB,0.9088646371816963
5,Lattice,Bo,7,0.2,413,NOLAB,0.9289454001495886
6,Lattice,Bo,7,0.2,413,NOLAB,0.9081379836096817
7,Lattice,Bo,7,0.2,413,NOLAB,0.9305981595092024
8,Lattice,Bo,7,0.2,413,NOLAB,0.9310668670172803
9,Lattice,Bo,7,0.2,413,NOLAB,0.9240250183958794
10,Lattice,Bo,7,0.2,413,NOLAB,0.9348230912476723
11,Lattice,Bo,7,0.2,413,NOLAB,0.9253759049563764
12,Lattice,Bo,7,0.2,413,NOLAB,0.9360476281928174
13,Lattice,Bo,7,0.2,413,NOLAB,0.9358351156912308
14,Lattice,Bo,7,0.2,413,NOLAB,0.9210725075528701
15,Lattice,Bo,7,0.2,413,NOLAB,0.9350085017948233
16,Lattice,Bo,7,0.2,413,NOLAB,0.9290140845070423
17,Lattice,Bo,7,0.2,413,NOLAB,0.9495798319327731
18,Lattice,Bo,7,0.2,413,NOLAB,0.906322730799069
19,Lattice,Bo,7,0.2,413,NOLAB,0.9356472795497186
20,Lattice,Bo,7,0.2,413,NOLAB,0.9261607309341786
21,Lattice,Bo,7,0.2,413,NOLAB,0.9248914889601811
22,Lattice,Bo,7,0.2,413,NOLAB,0.9198779091949637
23,Lattice,Bo,7,0.2,413,NOLAB,0.9415452701456758
24,Lattice,Bo,7,0.2,413,NOLAB,0.9267352185089974
25,Lattice,Bo,7,0.2,413,NOLAB,0.9274146341463415
26,Lattice,Bo,7,0.2,413,NOLAB,0.9286386744492563
27,Lattice,Bo,7,0.2,413,NOLAB,0.9441529235382309
28,Lattice,Bo,7,0.2,413,NOLAB,0.9320975978815964
29,Lattice,Bo,7,0.2,413,NOLAB,0.9299481097108969
30,Lattice,Bo,7,0.2,413,NOLAB,0.9310344827586207
31,Lattice,Bo,7,0.2,413,NOLAB,0.9204073934364391
32,Lattice,Bo,7,0.2,413,NOLAB,0.9286936679977182
33,Lattice,Bo,7,0.2,413,NOLAB,0.9392759828727131
34,Lattice,Bo,7,0.2,413,NOLAB,0.9310668670172803
35,Lattice,Bo,7,0.2,413,NOLAB,0.9123639960435213
36,Lattice,Bo,7,0.2,413,NOLAB,0.9339123867069486
37,Lattice,Bo,7,0.2,413,NOLAB,0.9097616345062429
38,Lattice,Bo,7,0.2,413,NOLAB,0.8989401968205905
39,Lattice,Bo,7,0.2,413,NOLAB,0.9150363331470095
40,Lattice,Bo,7,0.2,413,NOLAB,0.9422270821942774
41,Lattice,Bo,7,0.2,413,NOLAB,0.9300803888577304
42,Lattice,Bo,7,0.2,413,NOLAB,0.9314936318023929
43,Lattice,Bo,7,0.2,413,NOLAB,0.9375114196966928
44,Lattice,Bo,7,0.2,413,NOLAB,0.9296042617960426
45,Lattice,Bo,7,0.2,413,NOLAB,0.9272345301757067
46,Lattice,Bo,7,0.2,413,NOLAB,0.9178438661710037
47,Lattice,Bo,7,0.2,413,NOLAB,0.9428135722455204
48,Lattice,Bo,7,0.2,413,NOLAB,0.9246090841399851
49,Lattice,Bo,7,0.2,413,NOLAB,0.9327404113396331
50,Lattice,Bo,7,0.2,413,NOLAB,0.9214860206817311
1,Lattice,Bo,13,0.2,484,COLAB,0.9301296237748973
2,Lattice,Bo,13,0.2,484,COLAB,0.9248680533995653
3,Lattice,Bo,13,0.2,484,COLAB,0.9302741358760429
4,Lattice,Bo,13,0.2,484,COLAB,0.9385103011093502
5,Lattice,Bo,13,0.2,484,COLAB,0.9282581453634086
6,Lattice,Bo,13,0.2,484,COLAB,0.9250834091598423
7,Lattice,Bo,13,0.2,484,COLAB,0.9319727891156463
8,Lattice,Bo,13,0.2,484,COLAB,0.9487790351399643
9,Lattice,Bo,13,0.2,484,COLAB,0.9448382126348228
10,Lattice,Bo,13,0.2,484,COLAB,0.9151177199504337
11,Lattice,Bo,13,0.2,484,COLAB,0.9395390601616282
12,Lattice,Bo,13,0.2,484,COLAB,0.9376535626535627
13,Lattice,Bo,13,0.2,484,COLAB,0.9231253938248267
14,Lattice,Bo,13,0.2,484,COLAB,0.9327380952380953
15,Lattice,Bo,13,0.2,484,COLAB,0.9176145096833692
16,Lattice,Bo,13,0.2,484,COLAB,0.9449828071272273
17,Lattice,Bo,13,0.2,484,COLAB,0.9325842696629213
18,Lattice,Bo,13,0.2,484,COLAB,0.94784
19,Lattice,Bo,13,0.2,484,COLAB,0.9292145296491773
20,Lattice,Bo,13,0.2,484,COLAB,0.9415222772277227
21,Lattice,Bo,13,0.2,484,COLAB,0.9424196018376723
22,Lattice,Bo,13,0.2,484,COLAB,0.9307238272755514
23,Lattice,Bo,13,0.2,484,COLAB,0.9335961188599151
24,Lattice,Bo,13,0.2,484,COLAB,0.9327044025157233
25,Lattice,Bo,13,0.2,484,COLAB,0.9292773316862261
26,Lattice,Bo,13,0.2,484,COLAB,0.9339053066412456
27,Lattice,Bo,13,0.2,484,COLAB,0.9230038022813688
28,Lattice,Bo,13,0.2,484,COLAB,0.9097379488838564
29,Lattice,Bo,13,0.2,484,COLAB,0.9419847328244275
30,Lattice,Bo,13,0.2,484,COLAB,0.9187116564417178
31,Lattice,Bo,13,0.2,484,COLAB,0.942448233861145
32,Lattice,Bo,13,0.2,484,COLAB,0.9358392741412832
33,Lattice,Bo,13,0.2,484,COLAB,0.9538171536286523
34,Lattice,Bo,13,0.2,484,COLAB,0.9487790351399643
35,Lattice,Bo,13,0.2,484,COLAB,0.9495646952867007
36,Lattice,Bo,13,0.2,484,COLAB,0.9330357142857143
37,Lattice,Bo,13,0.2,484,COLAB,0.9475781729000613
38,Lattice,Bo,13,0.2,484,COLAB,0.9368114063512638
39,Lattice,Bo,13,0.2,484,COLAB,0.933591423466349
40,Lattice,Bo,13,0.2,484,COLAB,0.9338896020539152
41,Lattice,Bo,13,0.2,484,COLAB,0.9192429022082019
42,Lattice,Bo,13,0.2,484,COLAB,0.9207920792079208
43,Lattice,Bo,13,0.2,484,COLAB,0.9298994209082597
44,Lattice,Bo,13,0.2,484,COLAB,0.9343087488802627
45,Lattice,Bo,13,0.2,484,COLAB,0.9284829721362229
46,Lattice,Bo,13,0.2,484,COLAB,0.9315541601255887
47,Lattice,Bo,13,0.2,484,COLAB,0.9453172205438066
48,Lattice,Bo,13,0.2,484,COLAB,0.9341983317886933
49,Lattice,Bo,13,0.2,484,COLAB,0.9358407079646017
50,Lattice,Bo,13,0.2,484,COLAB,0.9309375
1,Lattice,Bo,13,0.2,484,NOLAB,0.9265971907566832
2,Lattice,Bo,13,0.2,484,NOLAB,0.941470054446461
3,Lattice,Bo,13,0.2,484,NOLAB,0.944286650644527
4,Lattice,Bo,13,0.2,484,NOLAB,0.948848023673642
5,Lattice,Bo,13,0.2,484,NOLAB,0.9324681038275406
6,Lattice,Bo,13,0.2,484,NOLAB,0.950062682824906
7,Lattice,Bo,13,0.2,484,NOLAB,0.9398432535479772
8,Lattice,Bo,13,0.2,484,NOLAB,0.9490254872563718
9,Lattice,Bo,13,0.2,484,NOLAB,0.9443954104148279
10,Lattice,Bo,13,0.2,484,NOLAB,0.9470459518599562
11,Lattice,Bo,13,0.2,484,NOLAB,0.9360967184801382
12,Lattice,Bo,13,0.2,484,NOLAB,0.9647902171621336
13,Lattice,Bo,13,0.2,484,NOLAB,0.9429997919700437
14,Lattice,Bo,13,0.2,484,NOLAB,0.946503884572697
15,Lattice,Bo,13,0.2,484,NOLAB,0.9311837264661329
16,Lattice,Bo,13,0.2,484,NOLAB,0.9548154433602036
17,Lattice,Bo,13,0.2,484,NOLAB,0.9401144870101277
18,Lattice,Bo,13,0.2,484,NOLAB,0.9423334823424229
19,Lattice,Bo,13,0.2,484,NOLAB,0.9404557179707652
20,Lattice,Bo,13,0.2,484,NOLAB,0.9502212389380531
21,Lattice,Bo,13,0.2,484,NOLAB,0.949936088623775
22,Lattice,Bo,13,0.2,484,NOLAB,0.9540353905912818
23,Lattice,Bo,13,0.2,484,NOLAB,0.9372636262513905
24,Lattice,Bo,13,0.2,484,NOLAB,0.9399653229302124
25,Lattice,Bo,13,0.2,484,NOLAB,0.933739012846518
26,Lattice,Bo,13,0.2,484,NOLAB,0.9517063747585319
27,Lattice,Bo,13,0.2,484,NOLAB,0.9457262140188969
28,Lattice,Bo,13,0.2,484,NOLAB,0.9550088652482269
29,Lattice,Bo,13,0.2,484,NOLAB,0.9537335915644501
30,Lattice,Bo,13,0.2,484,NOLAB,0.9446657813191678
31,Lattice,Bo,13,0.2,484,NOLAB,0.946236559139785
32,Lattice,Bo,13,0.2,484,NOLAB,0.9458522850335715
33,Lattice,Bo,13,0.2,484,NOLAB,0.9356446861545434
34,Lattice,Bo,13,0.2,484,NOLAB,0.9490254872563718
35,Lattice,Bo,13,0.2,484,NOLAB,0.9548611111111112
36,Lattice,Bo,13,0.2,484,NOLAB,0.9553191489361702
37,Lattice,Bo,13,0.2,484,NOLAB,0.9447648624667259
38,Lattice,Bo,13,0.2,484,NOLAB,0.9403781979977753
39,Lattice,Bo,13,0.2,484,NOLAB,0.9492452417414132
40,Lattice,Bo,13,0.2,484,NOLAB,0.9472875027454426
41,Lattice,Bo,13,0.2,484,NOLAB,0.9456973943507773
42,Lattice,Bo,13,0.2,484,NOLAB,0.9500421585160203
43,Lattice,Bo,13,0.2,484,NOLAB,0.9445339470655927
44,Lattice,Bo,13,0.2,484,NOLAB,0.9603960396039604
45,Lattice,Bo,13,0.2,484,NOLAB,0.9452968645763843
46,Lattice,Bo,13,0.2,484,NOLAB,0.9326672458731537
47,Lattice,Bo,13,0.2,484,NOLAB,0.9612105711849958
48,Lattice,Bo,13,0.2,484,NOLAB,0.9472913616398243
49,Lattice,Bo,13,0.2,484,NOLAB,0.9608902333621435
50,Lattice,Bo,13,0.2,484,NOLAB,0.9547015886646629
1,Lattice,Bo,2,0.2,484,COLAB,0.8884053465962076
2,Lattice,Bo,2,0.2,484,COLAB,0.8575480617711945
3,Lattice,Bo,2,0.2,484,COLAB,0.9064526088298858
4,Lattice,Bo,2,0.2,484,COLAB,0.907356109572176
5,Lattice,Bo,2,0.2,484,COLAB,0.8771393643031785
6,Lattice,Bo,2,0.2,484,COLAB,0.9238410596026491
7,Lattice,Bo,2,0.2,484,COLAB,0.8847235238987816
8,Lattice,Bo,2,0.2,484,COLAB,0.9096236890808143
9,Lattice,Bo,2,0.2,484,COLAB,0.8730964467005076
10,Lattice,Bo,2,0.2,484,COLAB,0.8770743700061463
11,Lattice,Bo,2,0.2,484,COLAB,0.929340937896071
12,Lattice,Bo,2,0.2,484,COLAB,0.9037449705973383
13,Lattice,Bo,2,0.2,484,COLAB,0.8942011104256632
14,Lattice,Bo,2,0.2,484,COLAB,0.8831050228310502
15,Lattice,Bo,2,0.2,484,COLAB,0.8959573801316202
16,Lattice,Bo,2,0.2,484,COLAB,0.8919247115968427
17,Lattice,Bo,2,0.2,484,COLAB,0.9304747320061256
18,Lattice,Bo,2,0.2,484,COLAB,0.8676282051282052
19,Lattice,Bo,2,0.2,484,COLAB,0.8921377517868746
20,Lattice,Bo,2,0.2,484,COLAB,0.8952815829528158
21,Lattice,Bo,2,0.2,484,COLAB,0.9059910771191841
22,Lattice,Bo,2,0.2,484,COLAB,0.8974282296650717
23,Lattice,Bo,2,0.2,484,COLAB,0.9074074074074074
24,Lattice,Bo,2,0.2,484,COLAB,0.9111872857588034
25,Lattice,Bo,2,0.2,484,COLAB,0.9212667054038349
26,Lattice,Bo,2,0.2,484,COLAB,0.9420873335397956
27,Lattice,Bo,2,0.2,484,COLAB,0.8922454064154469
28,Lattice,Bo,2,0.2,484,COLAB,0.8746365105008077
29,Lattice,Bo,2,0.2,484,COLAB,0.8793316831683168
30,Lattice,Bo,2,0.2,484,COLAB,0.9092586896339587
31,Lattice,Bo,2,0.2,484,COLAB,0.8992852501624431
32,Lattice,Bo,2,0.2,484,COLAB,0.9092846270928463
33,Lattice,Bo,2,0.2,484,COLAB,0.9238853503184713
34,Lattice,Bo,2,0.2,484,COLAB,0.9096236890808143
35,Lattice,Bo,2,0.2,484,COLAB,0.9094827586206896
36,Lattice,Bo,2,0.2,484,COLAB,0.8977415307402761
37,Lattice,Bo,2,0.2,484,COLAB,0.8772655007949126
38,Lattice,Bo,2,0.2,484,COLAB,0.9001550387596899
39,Lattice,Bo,2,0.2,484,COLAB,0.8591335958800363
40,Lattice,Bo,2,0.2,484,COLAB,0.8987944162436549
41,Lattice,Bo,2,0.2,484,COLAB,0.8778649921507065
42,Lattice,Bo,2,0.2,484,COLAB,0.9170009256402345
43,Lattice,Bo,2,0.2,484,COLAB,0.8871119473189087
44,Lattice,Bo,2,0.2,484,COLAB,0.9099816289038579
45,Lattice,Bo,2,0.2,484,COLAB,0.9423250225292881
46,Lattice,Bo,2,0.2,484,COLAB,0.8318224445139106
47,Lattice,Bo,2,0.2,484,COLAB,0.9021061999406704
48,Lattice,Bo,2,0.2,484,COLAB,0.8999078906969604
49,Lattice,Bo,2,0.2,484,COLAB,0.9039113027409917
50,Lattice,Bo,2,0.2,484,COLAB,0.9300476947535771
1,Lattice,Bo,2,0.2,484,NOLAB,0.939917873352064
2,Lattice,Bo,2,0.2,484,NOLAB,0.9282691493863733
3,Lattice,Bo,2,0.2,484,NOLAB,0.9198213526159081
4,Lattice,Bo,2,0.2,484,NOLAB,0.9103178058336961
5,Lattice,Bo,2,0.2,484,NOLAB,0.9200340280731604
6,Lattice,Bo,2,0.2,484,NOLAB,0.9078803754638726
7,Lattice,Bo,2,0.2,484,NOLAB,0.9279760632613806
8,Lattice,Bo,2,0.2,484,NOLAB,0.919552827707146
9,Lattice,Bo,2,0.2,484,NOLAB,0.9138272147724774
10,Lattice,Bo,2,0.2,484,NOLAB,0.9175965665236051
11,Lattice,Bo,2,0.2,484,NOLAB,0.9112502699201036
12,Lattice,Bo,2,0.2,484,NOLAB,0.9161022503823465
13,Lattice,Bo,2,0.2,484,NOLAB,0.9240561896400351
14,Lattice,Bo,2,0.2,484,NOLAB,0.9327354260089686
15,Lattice,Bo,2,0.2,484,NOLAB,0.9155593656236605
16,Lattice,Bo,2,0.2,484,NOLAB,0.8880710110413509
17,Lattice,Bo,2,0.2,484,NOLAB,0.9358600583090378
18,Lattice,Bo,2,0.2,484,NOLAB,0.9108466202560072
19,Lattice,Bo,2,0.2,484,NOLAB,0.92727651594082106
20,Lattice,Bo,2,0.2,484,NOLAB,0.9195647535737145
21,Lattice,Bo,2,0.2,484,NOLAB,0.9216031711076855
22,Lattice,Bo,2,0.2,484,NOLAB,0.9157413455258001
23,Lattice,Bo,2,0.2,484,NOLAB,0.931129476584022
24,Lattice,Bo,2,0.2,484,NOLAB,0.9077967586508979
