replica,network,population,sigma,true_model,net_size,colab_cond,RR
5,Small,Bo,0.2,13,413,COLAB,0.502452073116362
6,Small,Bo,0.2,13,413,COLAB,0.4740806380150642
7,Small,Bo,0.2,13,413,COLAB,0.5052631578947369
8,Small,Bo,0.2,13,413,COLAB,0.48211314475873546
9,Small,Bo,0.2,13,413,COLAB,0.5010369141435089
10,Small,Bo,0.2,13,413,COLAB,0.5115692048801009
11,Small,Bo,0.2,13,413,COLAB,0.5114060555785981
12,Small,Bo,0.2,13,413,COLAB,0.5022241992882562
13,Small,Bo,0.2,13,413,COLAB,0.5202041684389621
14,Small,Bo,0.2,13,413,COLAB,0.5261254019292605
15,Small,Bo,0.2,13,413,COLAB,0.4683598794662075
16,Small,Bo,0.2,13,413,COLAB,0.4664914586070959
17,Small,Bo,0.2,13,413,COLAB,0.4814660558100791
18,Small,Bo,0.2,13,413,COLAB,0.4967637540453074
19,Small,Bo,0.2,13,413,COLAB,0.5065594583157004
20,Small,Bo,0.2,13,413,COLAB,0.5134255492270138
21,Small,Bo,0.2,13,413,COLAB,0.5173434856175972
22,Small,Bo,0.2,13,413,COLAB,0.4973474801061008
23,Small,Bo,0.2,13,413,COLAB,0.4959967974379504
24,Small,Bo,0.2,13,413,COLAB,0.4881858229875851
25,Small,Bo,0.2,13,413,COLAB,0.4983844911147011
26,Small,Bo,0.2,13,413,COLAB,0.5015974440894568
27,Small,Bo,0.2,13,413,COLAB,0.5167464114832536
28,Small,Bo,0.2,13,413,COLAB,0.5244
29,Small,Bo,0.2,13,413,COLAB,0.48375304630381805
30,Small,Bo,0.2,13,413,COLAB,0.5145551455514555
31,Small,Bo,0.2,13,413,COLAB,0.47935871743486974
32,Small,Bo,0.2,13,413,COLAB,0.5042928151830095
33,Small,Bo,0.2,13,413,COLAB,0.4637336504161712
34,Small,Bo,0.2,13,413,COLAB,0.48211314475873546
35,Small,Bo,0.2,13,413,COLAB,0.5004233700254022
36,Small,Bo,0.2,13,413,COLAB,0.48003434950622587
37,Small,Bo,0.2,13,413,COLAB,0.5077633235417541
38,Small,Bo,0.2,13,413,COLAB,0.4969123095924249
39,Small,Bo,0.2,13,413,COLAB,0.4950083194675541
40,Small,Bo,0.2,13,413,COLAB,0.5088235294117647
41,Small,Bo,0.2,13,413,COLAB,0.45245606128886884
42,Small,Bo,0.2,13,413,COLAB,0.49104963384865746
43,Small,Bo,0.2,13,413,COLAB,0.49842696629213484
44,Small,Bo,0.2,13,413,COLAB,0.48725449226911827
45,Small,Bo,0.2,13,413,COLAB,0.4824561403508772
46,Small,Bo,0.2,13,413,COLAB,0.4997851310700473
47,Small,Bo,0.2,13,413,COLAB,0.5142740619902121
48,Small,Bo,0.2,13,413,COLAB,0.5118994162550516
49,Small,Bo,0.2,13,413,COLAB,0.4892611683848797
50,Small,Bo,0.2,13,413,COLAB,0.5076452599388379
1,Small,Bo,0.2,13,413,NOLAB,0.4844259863541976
2,Small,Bo,0.2,13,413,NOLAB,0.48720089037284364
3,Small,Bo,0.2,13,413,NOLAB,0.4719797240214024
4,Small,Bo,0.2,13,413,NOLAB,0.4532561505065123
5,Small,Bo,0.2,13,413,NOLAB,0.47264523406655384
6,Small,Bo,0.2,13,413,NOLAB,0.48278805120910384
7,Small,Bo,0.2,13,413,NOLAB,0.47829518547750594
8,Small,Bo,0.2,13,413,NOLAB,0.5005577244841048
9,Small,Bo,0.2,13,413,NOLAB,0.47355233853006684
10,Small,Bo,0.2,13,413,NOLAB,0.48397882418500976
11,Small,Bo,0.2,13,413,NOLAB,0.4812134706373504
12,Small,Bo,0.2,13,413,NOLAB,0.48041701887855737
13,Small,Bo,0.2,13,413,NOLAB,0.4551523947750363
14,Small,Bo,0.2,13,413,NOLAB,0.48968052021487135
15,Small,Bo,0.2,13,413,NOLAB,0.4849820887296776
16,Small,Bo,0.2,13,413,NOLAB,0.4790657932213045
17,Small,Bo,0.2,13,413,NOLAB,0.4504657070279424
18,Small,Bo,0.2,13,413,NOLAB,0.47902385522347135
19,Small,Bo,0.2,13,413,NOLAB,0.49033683048039756
20,Small,Bo,0.2,13,413,NOLAB,0.47555555555555556
21,Small,Bo,0.2,13,413,NOLAB,0.4711205749268033
22,Small,Bo,0.2,13,413,NOLAB,0.47667804323094426
23,Small,Bo,0.2,13,413,NOLAB,0.4636191506626995
24,Small,Bo,0.2,13,413,NOLAB,0.4650959860383944
25,Small,Bo,0.2,13,413,NOLAB,0.4859349145063431
26,Small,Bo,0.2,13,413,NOLAB,0.46225352112676055
27,Small,Bo,0.2,13,413,NOLAB,0.4731666198370329
28,Small,Bo,0.2,13,413,NOLAB,0.458477508650519
29,Small,Bo,0.2,13,413,NOLAB,0.4707246376811594
30,Small,Bo,0.2,13,413,NOLAB,0.46151708808002223
31,Small,Bo,0.2,13,413,NOLAB,0.487022048562657
32,Small,Bo,0.2,13,413,NOLAB,0.4931872037914692
33,Small,Bo,0.2,13,413,NOLAB,0.4894886363636364
34,Small,Bo,0.2,13,413,NOLAB,0.5005577244841048
35,Small,Bo,0.2,13,413,NOLAB,0.4776544264161685
36,Small,Bo,0.2,13,413,NOLAB,0.4783101786220584
37,Small,Bo,0.2,13,413,NOLAB,0.4761519805982215
38,Small,Bo,0.2,13,413,NOLAB,0.47249007373794666
39,Small,Bo,0.2,13,413,NOLAB,0.48143164693218515
40,Small,Bo,0.2,13,413,NOLAB,0.46937062937062934
41,Small,Bo,0.2,13,413,NOLAB,0.4563502855588795
42,Small,Bo,0.2,13,413,NOLAB,0.468013468013468
43,Small,Bo,0.2,13,413,NOLAB,0.49232058084333985
44,Small,Bo,0.2,13,413,NOLAB,0.478515054077755
45,Small,Bo,0.2,13,413,NOLAB,0.4889017007783223
46,Small,Bo,0.2,13,413,NOLAB,0.47801092267893075
47,Small,Bo,0.2,13,413,NOLAB,0.47282455646296817
48,Small,Bo,0.2,13,413,NOLAB,0.4688401615695326
49,Small,Bo,0.2,13,413,NOLAB,0.46039325842696627
50,Small,Bo,0.2,13,413,NOLAB,0.5220072890384077
1,Small,Bo,0.2,2,413,COLAB,0.3075740099961553
2,Small,Bo,0.2,2,413,COLAB,0.287374749498998
3,Small,Bo,0.2,2,413,COLAB,0.2907588279489106
4,Small,Bo,0.2,2,413,COLAB,0.2957230142566191
5,Small,Bo,0.2,2,413,COLAB,0.28160248930377285
6,Small,Bo,0.2,2,413,COLAB,0.3020792467634366
7,Small,Bo,0.2,2,413,COLAB,0.3043659043659044
8,Small,Bo,0.2,2,413,COLAB,0.29839326702371843
9,Small,Bo,0.2,2,413,COLAB,0.3057624460995688
10,Small,Bo,0.2,2,413,COLAB,0.3091710052062475
11,Small,Bo,0.2,2,413,COLAB,0.29614767255216695
12,Small,Bo,0.2,2,413,COLAB,0.3350556438791733
13,Small,Bo,0.2,2,413,COLAB,0.325219473264166
14,Small,Bo,0.2,2,413,COLAB,0.29806598407281
15,Small,Bo,0.2,2,413,COLAB,0.3252877831414779
16,Small,Bo,0.2,2,413,COLAB,0.2917287630402384
17,Small,Bo,0.2,2,413,COLAB,0.29833024118738405
18,Small,Bo,0.2,2,413,COLAB,0.29817605075337034
19,Small,Bo,0.2,2,413,COLAB,0.3092900302114804
20,Small,Bo,0.2,2,413,COLAB,0.3224151539068666
21,Small,Bo,0.2,2,413,COLAB,0.32428355957767724
22,Small,Bo,0.2,2,413,COLAB,0.28484848484848485
23,Small,Bo,0.2,2,413,COLAB,0.31329617834394907
24,Small,Bo,0.2,2,413,COLAB,0.30676328502415456
25,Small,Bo,0.2,2,413,COLAB,0.30685131195335275
26,Small,Bo,0.2,2,413,COLAB,0.3055780113177041
27,Small,Bo,0.2,2,413,COLAB,0.31610337972166996
28,Small,Bo,0.2,2,413,COLAB,0.29098966026587886
29,Small,Bo,0.2,2,413,COLAB,0.3068017366136035
30,Small,Bo,0.2,2,413,COLAB,0.29707457766790274
31,Small,Bo,0.2,2,413,COLAB,0.2916999201915403
32,Small,Bo,0.2,2,413,COLAB,0.3186413263243025
33,Small,Bo,0.2,2,413,COLAB,0.3131531531531532
34,Small,Bo,0.2,2,413,COLAB,0.29839326702371843
35,Small,Bo,0.2,2,413,COLAB,0.319369715603382
36,Small,Bo,0.2,2,413,COLAB,0.3254624163715073
37,Small,Bo,0.2,2,413,COLAB,0.29771554900515845
38,Small,Bo,0.2,2,413,COLAB,0.2965705378020265
39,Small,Bo,0.2,2,413,COLAB,0.3137744486059093
40,Small,Bo,0.2,2,413,COLAB,0.3004750593824228
41,Small,Bo,0.2,2,413,COLAB,0.3232810615199035
42,Small,Bo,0.2,2,413,COLAB,0.29043969342476805
43,Small,Bo,0.2,2,413,COLAB,0.3072313224131043
44,Small,Bo,0.2,2,413,COLAB,0.30301826846703733
45,Small,Bo,0.2,2,413,COLAB,0.29093864282811865
46,Small,Bo,0.2,2,413,COLAB,0.30290791599353795
47,Small,Bo,0.2,2,413,COLAB,0.31121642969984203
48,Small,Bo,0.2,2,413,COLAB,0.3133971291866029
49,Small,Bo,0.2,2,413,COLAB,0.30403071017274474
50,Small,Bo,0.2,2,413,COLAB,0.30935251798561153
1,Small,Bo,0.2,2,413,NOLAB,0.28830697433238267
2,Small,Bo,0.2,2,413,NOLAB,0.2760672703751617
3,Small,Bo,0.2,2,413,NOLAB,0.27265665458311755
4,Small,Bo,0.2,2,413,NOLAB,0.2866912151499211
5,Small,Bo,0.2,2,413,NOLAB,0.27888548057259716
6,Small,Bo,0.2,2,413,NOLAB,0.2918575063613232
7,Small,Bo,0.2,2,413,NOLAB,0.2914346327234155
8,Small,Bo,0.2,2,413,NOLAB,0.28310619696580097
9,Small,Bo,0.2,2,413,NOLAB,0.2786842786842787
10,Small,Bo,0.2,2,413,NOLAB,0.2847368421052632
11,Small,Bo,0.2,2,413,NOLAB,0.29027027027027025
12,Small,Bo,0.2,2,413,NOLAB,0.2989304812834225
13,Small,Bo,0.2,2,413,NOLAB,0.28995610637748515
14,Small,Bo,0.2,2,413,NOLAB,0.28010403120936284
15,Small,Bo,0.2,2,413,NOLAB,0.29508611955420466
16,Small,Bo,0.2,2,413,NOLAB,0.29617918313570485
17,Small,Bo,0.2,2,413,NOLAB,0.27494802494802495
18,Small,Bo,0.2,2,413,NOLAB,0.2761372705506784
19,Small,Bo,0.2,2,413,NOLAB,0.2653470308193435
20,Small,Bo,0.2,2,413,NOLAB,0.29979306777030523
21,Small,Bo,0.2,2,413,NOLAB,0.2762817193164164
22,Small,Bo,0.2,2,413,NOLAB,0.29350104821802936
23,Small,Bo,0.2,2,413,NOLAB,0.3021363173957274
24,Small,Bo,0.2,2,413,NOLAB,0.2876890975482525
25,Small,Bo,0.2,2,413,NOLAB,0.28948048591367276
26,Small,Bo,0.2,2,413,NOLAB,0.29442554305155716
27,Small,Bo,0.2,2,413,NOLAB,0.301080802882141
28,Small,Bo,0.2,2,413,NOLAB,0.29768555466879487
29,Small,Bo,0.2,2,413,NOLAB,0.2900309917355372
30,Small,Bo,0.2,2,413,NOLAB,0.2811855670103093
31,Small,Bo,0.2,2,413,NOLAB,0.2942603071948262
32,Small,Bo,0.2,2,413,NOLAB,0.275575270307735
33,Small,Bo,0.2,2,413,NOLAB,0.275950012751849
34,Small,Bo,0.2,2,413,NOLAB,0.28310619696580097
35,Small,Bo,0.2,2,413,NOLAB,0.28593668915412557
36,Small,Bo,0.2,2,413,NOLAB,0.2934898612593383
37,Small,Bo,0.2,2,413,NOLAB,0.2862734864300626
38,Small,Bo,0.2,2,413,NOLAB,0.28137078072661686
39,Small,Bo,0.2,2,413,NOLAB,0.29272194081578246
40,Small,Bo,0.2,2,413,NOLAB,0.28510524913402613
41,Small,Bo,0.2,2,413,NOLAB,0.276562088056947
42,Small,Bo,0.2,2,413,NOLAB,0.27782312925170066
43,Small,Bo,0.2,2,413,NOLAB,0.2953108535300316
44,Small,Bo,0.2,2,413,NOLAB,0.2855991402471789
45,Small,Bo,0.2,2,413,NOLAB,0.2868400315208826
46,Small,Bo,0.2,2,413,NOLAB,0.28064176749079434
47,Small,Bo,0.2,2,413,NOLAB,0.29848834230079424
48,Small,Bo,0.2,2,413,NOLAB,0.2941956003180493
49,Small,Bo,0.2,2,413,NOLAB,0.276395074665968
50,Small,Bo,0.2,2,413,NOLAB,0.2931858184561227
1,Small,Bo,0.2,7,413,COLAB,0.37345283824157066
2,Small,Bo,0.2,7,413,COLAB,0.3424074861760953
3,Small,Bo,0.2,7,413,COLAB,0.3625053625053625
4,Small,Bo,0.2,7,413,COLAB,0.36355748373101954
5,Small,Bo,0.2,7,413,COLAB,0.3635135135135135
6,Small,Bo,0.2,7,413,COLAB,0.3985209531635168
7,Small,Bo,0.2,7,413,COLAB,0.3453919035314384
8,Small,Bo,0.2,7,413,COLAB,0.3824489795918367
9,Small,Bo,0.2,7,413,COLAB,0.3648293963254593
10,Small,Bo,0.2,7,413,COLAB,0.3664259927797834
11,Small,Bo,0.2,7,413,COLAB,0.37987012987012986
12,Small,Bo,0.2,7,413,COLAB,0.3987427031881455
13,Small,Bo,0.2,7,413,COLAB,0.34988913525498894
14,Small,Bo,0.2,7,413,COLAB,0.3565539983511954
15,Small,Bo,0.2,7,413,COLAB,0.3562286689419795
16,Small,Bo,0.2,7,413,COLAB,0.36158432708688243
17,Small,Bo,0.2,7,413,COLAB,0.3971942130644454
18,Small,Bo,0.2,7,413,COLAB,0.3736951983298539
19,Small,Bo,0.2,7,413,COLAB,0.3826630222569309
20,Small,Bo,0.2,7,413,COLAB,0.34560669456066945
21,Small,Bo,0.2,7,413,COLAB,0.3856051467631685
22,Small,Bo,0.2,7,413,COLAB,0.3758359340169416
23,Small,Bo,0.2,7,413,COLAB,0.3628691983122363
24,Small,Bo,0.2,7,413,COLAB,0.42369395310571784
25,Small,Bo,0.2,7,413,COLAB,0.3663406682966585
26,Small,Bo,0.2,7,413,COLAB,0.37368199072121466
27,Small,Bo,0.2,7,413,COLAB,0.36875
28,Small,Bo,0.2,7,413,COLAB,0.35705045278137126
29,Small,Bo,0.2,7,413,COLAB,0.3584905660377358
30,Small,Bo,0.2,7,413,COLAB,0.3960194963444354
31,Small,Bo,0.2,7,413,COLAB,0.38945578231292516
32,Small,Bo,0.2,7,413,COLAB,0.36414686825053993
33,Small,Bo,0.2,7,413,COLAB,0.3608204269568857
34,Small,Bo,0.2,7,413,COLAB,0.3824489795918367
35,Small,Bo,0.2,7,413,COLAB,0.3780487804878049
36,Small,Bo,0.2,7,413,COLAB,0.39548802946593004
37,Small,Bo,0.2,7,413,COLAB,0.37420718816067655
38,Small,Bo,0.2,7,413,COLAB,0.35401785714285716
39,Small,Bo,0.2,7,413,COLAB,0.36246098974587604
40,Small,Bo,0.2,7,413,COLAB,0.3656441717791411
41,Small,Bo,0.2,7,413,COLAB,0.36883547451305426
42,Small,Bo,0.2,7,413,COLAB,0.36935086277732126
43,Small,Bo,0.2,7,413,COLAB,0.3385542168674699
44,Small,Bo,0.2,7,413,COLAB,0.3554578168732507
45,Small,Bo,0.2,7,413,COLAB,0.4027374533388635
46,Small,Bo,0.2,7,413,COLAB,0.36745734498543486
47,Small,Bo,0.2,7,413,COLAB,0.36655405405405406
48,Small,Bo,0.2,7,413,COLAB,0.3640836408364084
49,Small,Bo,0.2,7,413,COLAB,0.36508585445625513
50,Small,Bo,0.2,7,413,COLAB,0.34911242603550297
1,Small,Bo,0.2,7,413,NOLAB,0.34273504273504274
2,Small,Bo,0.2,7,413,NOLAB,0.3448967889908257
3,Small,Bo,0.2,7,413,NOLAB,0.3497659047094464
4,Small,Bo,0.2,7,413,NOLAB,0.35335391523996634
5,Small,Bo,0.2,7,413,NOLAB,0.34019124891335845
6,Small,Bo,0.2,7,413,NOLAB,0.343988684582744
7,Small,Bo,0.2,7,413,NOLAB,0.3398581560283688
8,Small,Bo,0.2,7,413,NOLAB,0.37212015164771073
9,Small,Bo,0.2,7,413,NOLAB,0.3540856031128405
10,Small,Bo,0.2,7,413,NOLAB,0.35397465437788017
11,Small,Bo,0.2,7,413,NOLAB,0.340365682137834
12,Small,Bo,0.2,7,413,NOLAB,0.33324030142338823
13,Small,Bo,0.2,7,413,NOLAB,0.341400172860847
14,Small,Bo,0.2,7,413,NOLAB,0.35035005834305716
15,Small,Bo,0.2,7,413,NOLAB,0.3548296254576176
16,Small,Bo,0.2,7,413,NOLAB,0.35802469135802467
17,Small,Bo,0.2,7,413,NOLAB,0.3493837775867011
18,Small,Bo,0.2,7,413,NOLAB,0.33626062322946176
19,Small,Bo,0.2,7,413,NOLAB,0.3462408140192199
20,Small,Bo,0.2,7,413,NOLAB,0.3426395939086294
21,Small,Bo,0.2,7,413,NOLAB,0.3370657479184611
22,Small,Bo,0.2,7,413,NOLAB,0.35024644824586837
23,Small,Bo,0.2,7,413,NOLAB,0.3616589327146172
24,Small,Bo,0.2,7,413,NOLAB,0.34961154273029965
25,Small,Bo,0.2,7,413,NOLAB,0.34749144811858607
26,Small,Bo,0.2,7,413,NOLAB,0.33146729522687096
27,Small,Bo,0.2,7,413,NOLAB,0.36049723756906077
28,Small,Bo,0.2,7,413,NOLAB,0.3563151796060255
29,Small,Bo,0.2,7,413,NOLAB,0.34316203313675936
30,Small,Bo,0.2,7,413,NOLAB,0.35122358175750834
31,Small,Bo,0.2,7,413,NOLAB,0.37535571997723394
32,Small,Bo,0.2,7,413,NOLAB,0.34183082271147164
33,Small,Bo,0.2,7,413,NOLAB,0.35716312056737587
34,Small,Bo,0.2,7,413,NOLAB,0.37212015164771073
35,Small,Bo,0.2,7,413,NOLAB,0.3648876404494382
36,Small,Bo,0.2,7,413,NOLAB,0.32430908065425834
37,Small,Bo,0.2,7,413,NOLAB,0.3507985430092463
38,Small,Bo,0.2,7,413,NOLAB,0.35100084578517055
39,Small,Bo,0.2,7,413,NOLAB,0.34210526315789475
40,Small,Bo,0.2,7,413,NOLAB,0.341569372793918
41,Small,Bo,0.2,7,413,NOLAB,0.34480859267419445
42,Small,Bo,0.2,7,413,NOLAB,0.3475609756097561
43,Small,Bo,0.2,7,413,NOLAB,0.3487442922374429
44,Small,Bo,0.2,7,413,NOLAB,0.35158421345191776
45,Small,Bo,0.2,7,413,NOLAB,0.36079545454545453
46,Small,Bo,0.2,7,413,NOLAB,0.3438836612489307
47,Small,Bo,0.2,7,413,NOLAB,0.36768018018018017
48,Small,Bo,0.2,7,413,NOLAB,0.3585168664622247
49,Small,Bo,0.2,7,413,NOLAB,0.36796415569868385
50,Small,Bo,0.2,7,413,NOLAB,0.33998265394622723
1,Small,Bo,0.2,13,484,COLAB,0.48332097850259453
2,Small,Bo,0.2,13,484,COLAB,0.5249323540780827
3,Small,Bo,0.2,13,484,COLAB,0.5250373692077728
4,Small,Bo,0.2,13,484,COLAB,0.4899810964083176
5,Small,Bo,0.2,13,484,COLAB,0.47585724282715186
6,Small,Bo,0.2,13,484,COLAB,0.4912854030501089
7,Small,Bo,0.2,13,484,COLAB,0.503982621288921
8,Small,Bo,0.2,13,484,COLAB,0.47885402455661663
9,Small,Bo,0.2,13,484,COLAB,0.4803122878479294
10,Small,Bo,0.2,13,484,COLAB,0.45687732342007437
11,Small,Bo,0.2,13,484,COLAB,0.49451353328456477
12,Small,Bo,0.2,13,484,COLAB,0.5160614525139665
13,Small,Bo,0.2,13,484,COLAB,0.5135135135135135
14,Small,Bo,0.2,13,484,COLAB,0.46161898115840894
15,Small,Bo,0.2,13,484,COLAB,0.465418418035919
16,Small,Bo,0.2,13,484,COLAB,0.5039855072463768
17,Small,Bo,0.2,13,484,COLAB,0.47161572052401746
18,Small,Bo,0.2,13,484,COLAB,0.4441568047337278
19,Small,Bo,0.2,13,484,COLAB,0.4762264150943396
20,Small,Bo,0.2,13,484,COLAB,0.48277027027027025
21,Small,Bo,0.2,13,484,COLAB,0.43738914508691024
22,Small,Bo,0.2,13,484,COLAB,0.45812090313182813
23,Small,Bo,0.2,13,484,COLAB,0.4772165312610385
24,Small,Bo,0.2,13,484,COLAB,0.48807803468208094
25,Small,Bo,0.2,13,484,COLAB,0.4734061289186333
26,Small,Bo,0.2,13,484,COLAB,0.46320346320346323
27,Small,Bo,0.2,13,484,COLAB,0.5039641502930025
28,Small,Bo,0.2,13,484,COLAB,0.52329360780065
29,Small,Bo,0.2,13,484,COLAB,0.45664335664335665
30,Small,Bo,0.2,13,484,COLAB,0.5081272084805654
31,Small,Bo,0.2,13,484,COLAB,0.509810916874777
32,Small,Bo,0.2,13,484,COLAB,0.4623545516769336
33,Small,Bo,0.2,13,484,COLAB,0.46829613885936944
34,Small,Bo,0.2,13,484,COLAB,0.47885402455661663
35,Small,Bo,0.2,13,484,COLAB,0.503517215845983
36,Small,Bo,0.2,13,484,COLAB,0.4790184921763869
37,Small,Bo,0.2,13,484,COLAB,0.45084623694634496
38,Small,Bo,0.2,13,484,COLAB,0.47537395111273256
39,Small,Bo,0.2,13,484,COLAB,0.48427672955974843
40,Small,Bo,0.2,13,484,COLAB,0.5034965034965035
41,Small,Bo,0.2,13,484,COLAB,0.5169555388093444
42,Small,Bo,0.2,13,484,COLAB,0.5019024558976133
43,Small,Bo,0.2,13,484,COLAB,0.48025843503230436
44,Small,Bo,0.2,13,484,COLAB,0.4725829725829726
45,Small,Bo,0.2,13,484,COLAB,0.46254545454545454
46,Small,Bo,0.2,13,484,COLAB,0.4918578830495929
47,Small,Bo,0.2,13,484,COLAB,0.48184818481848185
48,Small,Bo,0.2,13,484,COLAB,0.4994760740482012
49,Small,Bo,0.2,13,484,COLAB,0.45881910492666417
50,Small,Bo,0.2,13,484,COLAB,0.5202352127291595
1,Small,Bo,0.2,13,484,NOLAB,0.48550548112058467
2,Small,Bo,0.2,13,484,NOLAB,0.4900778698819392
3,Small,Bo,0.2,13,484,NOLAB,0.48157625383828045
4,Small,Bo,0.2,13,484,NOLAB,0.48792884371029227
5,Small,Bo,0.2,13,484,NOLAB,0.46818637274549096
6,Small,Bo,0.2,13,484,NOLAB,0.47422947422947426
7,Small,Bo,0.2,13,484,NOLAB,0.4618282270215972
8,Small,Bo,0.2,13,484,NOLAB,0.46578366445916114
9,Small,Bo,0.2,13,484,NOLAB,0.45933503836317136
10,Small,Bo,0.2,13,484,NOLAB,0.46554288547347544
11,Small,Bo,0.2,13,484,NOLAB,0.47381484239265326
12,Small,Bo,0.2,13,484,NOLAB,0.4854206500956023
13,Small,Bo,0.2,13,484,NOLAB,0.47575757575757577
14,Small,Bo,0.2,13,484,NOLAB,0.4699519230769231
15,Small,Bo,0.2,13,484,NOLAB,0.4555045871559633
16,Small,Bo,0.2,13,484,NOLAB,0.4537770734284205
17,Small,Bo,0.2,13,484,NOLAB,0.4866412213740458
18,Small,Bo,0.2,13,484,NOLAB,0.45364796532627016
19,Small,Bo,0.2,13,484,NOLAB,0.46136756356455194
20,Small,Bo,0.2,13,484,NOLAB,0.4981449418748454
21,Small,Bo,0.2,13,484,NOLAB,0.46515113664751434
22,Small,Bo,0.2,13,484,NOLAB,0.46061814556331004
23,Small,Bo,0.2,13,484,NOLAB,0.44004914004914003
24,Small,Bo,0.2,13,484,NOLAB,0.4793959559764525
25,Small,Bo,0.2,13,484,NOLAB,0.4960707269155206
26,Small,Bo,0.2,13,484,NOLAB,0.4826894129453086
27,Small,Bo,0.2,13,484,NOLAB,0.4452220077220077
28,Small,Bo,0.2,13,484,NOLAB,0.4690538297367797
29,Small,Bo,0.2,13,484,NOLAB,0.45517571121204875
30,Small,Bo,0.2,13,484,NOLAB,0.458510904988719
31,Small,Bo,0.2,13,484,NOLAB,0.4900611620795107
32,Small,Bo,0.2,13,484,NOLAB,0.48564294631710364
33,Small,Bo,0.2,13,484,NOLAB,0.463200200954534
34,Small,Bo,0.2,13,484,NOLAB,0.46578366445916114
35,Small,Bo,0.2,13,484,NOLAB,0.47490729295426454
36,Small,Bo,0.2,13,484,NOLAB,0.4686501106466683
37,Small,Bo,0.2,13,484,NOLAB,0.4802273850716757
38,Small,Bo,0.2,13,484,NOLAB,0.4667840966280825
39,Small,Bo,0.2,13,484,NOLAB,0.45958155016642893
40,Small,Bo,0.2,13,484,NOLAB,0.4689621726479146
41,Small,Bo,0.2,13,484,NOLAB,0.4768378650553877
42,Small,Bo,0.2,13,484,NOLAB,0.49142431021625654
43,Small,Bo,0.2,13,484,NOLAB,0.4759725400457666
44,Small,Bo,0.2,13,484,NOLAB,0.5013075313807531
45,Small,Bo,0.2,13,484,NOLAB,0.46894093686354377
46,Small,Bo,0.2,13,484,NOLAB,0.4800514800514801
47,Small,Bo,0.2,13,484,NOLAB,0.46349041947177627
48,Small,Bo,0.2,13,484,NOLAB,0.47501883002761736
49,Small,Bo,0.2,13,484,NOLAB,0.4544045466287781
50,Small,Bo,0.2,13,484,NOLAB,0.44603960396039605
1,Small,Bo,0.2,2,484,COLAB,0.3050682261208577
2,Small,Bo,0.2,2,484,COLAB,0.2955872809863725
3,Small,Bo,0.2,2,484,COLAB,0.28608923884514437
4,Small,Bo,0.2,2,484,COLAB,0.295447409733124
5,Small,Bo,0.2,2,484,COLAB,0.30483870967741933
6,Small,Bo,0.2,2,484,COLAB,0.32547169811320753
7,Small,Bo,0.2,2,484,COLAB,0.288855421686747
8,Small,Bo,0.2,2,484,COLAB,0.31048387096774194
9,Small,Bo,0.2,2,484,COLAB,0.2819661242112255
10,Small,Bo,0.2,2,484,COLAB,0.3106886880648177
11,Small,Bo,0.2,2,484,COLAB,0.31954636424282856
12,Small,Bo,0.2,2,484,COLAB,0.2892809587217044
13,Small,Bo,0.2,2,484,COLAB,0.3133093525179856
14,Small,Bo,0.2,2,484,COLAB,0.2881679389312977
15,Small,Bo,0.2,2,484,COLAB,0.2914266350389698
16,Small,Bo,0.2,2,484,COLAB,0.3042799125273352
17,Small,Bo,0.2,2,484,COLAB,0.30654761904761907
18,Small,Bo,0.2,2,484,COLAB,0.29404060248853964
19,Small,Bo,0.2,2,484,COLAB,0.28431372549019607
20,Small,Bo,0.2,2,484,COLAB,0.30274914089347077
21,Small,Bo,0.2,2,484,COLAB,0.30142431268632
22,Small,Bo,0.2,2,484,COLAB,0.29851239669421487
23,Small,Bo,0.2,2,484,COLAB,0.31340819022457067
24,Small,Bo,0.2,2,484,COLAB,0.32354925775978405
25,Small,Bo,0.2,2,484,COLAB,0.30495726495726494
26,Small,Bo,0.2,2,484,COLAB,0.30427408412483037
27,Small,Bo,0.2,2,484,COLAB,0.31274544805426635
28,Small,Bo,0.2,2,484,COLAB,0.28448540706605224
29,Small,Bo,0.2,2,484,COLAB,0.2841198979591837
30,Small,Bo,0.2,2,484,COLAB,0.3031301482701812
31,Small,Bo,0.2,2,484,COLAB,0.31333333333333335
32,Small,Bo,0.2,2,484,COLAB,0.2984154929577465
33,Small,Bo,0.2,2,484,COLAB,0.2948051948051948
34,Small,Bo,0.2,2,484,COLAB,0.31048387096774194
35,Small,Bo,0.2,2,484,COLAB,0.29728835978835977
36,Small,Bo,0.2,2,484,COLAB,0.28244746600741655
37,Small,Bo,0.2,2,484,COLAB,0.3357168394708616
38,Small,Bo,0.2,2,484,COLAB,0.31680965999364474
39,Small,Bo,0.2,2,484,COLAB,0.29849279161205766
40,Small,Bo,0.2,2,484,COLAB,0.30537707135610415
41,Small,Bo,0.2,2,484,COLAB,0.2939044481054366
42,Small,Bo,0.2,2,484,COLAB,0.30338196286472147
43,Small,Bo,0.2,2,484,COLAB,0.29218362282878413
44,Small,Bo,0.2,2,484,COLAB,0.3297428769979152
45,Small,Bo,0.2,2,484,COLAB,0.2907358738501971
46,Small,Bo,0.2,2,484,COLAB,0.307860945818979
47,Small,Bo,0.2,2,484,COLAB,0.31224627875507444
48,Small,Bo,0.2,2,484,COLAB,0.30715197956577267
49,Small,Bo,0.2,2,484,COLAB,0.3027045769764216
