replica,network,population,true_model,sigma,net_size,colab_cond,TAT,TAT50
25,PT,Bo,13,0.5,413,NOLAB,0.07177197070065634,0
26,PT,Bo,13,0.5,413,NOLAB,0.1619678521174239,0
27,PT,Bo,13,0.5,413,NOLAB,0.1024353150701379,0
28,PT,Bo,13,0.5,413,NOLAB,0.09901473090156288,0
29,PT,Bo,13,0.5,413,NOLAB,0.09262363499651635,0
30,PT,Bo,13,0.5,413,NOLAB,0.12788410589363683,0
31,PT,Bo,13,0.5,413,NOLAB,0.10114631911097169,0
32,PT,Bo,13,0.5,413,NOLAB,0.13178495813256863,0
33,PT,Bo,13,0.5,413,NOLAB,0.10994629381632175,0
34,PT,Bo,13,0.5,413,NOLAB,0.10670228901592183,0
35,PT,Bo,13,0.5,413,NOLAB,0.13871661106508748,0
36,PT,Bo,13,0.5,413,NOLAB,0.10238274152442976,0
37,PT,Bo,13,0.5,413,NOLAB,0.08663556369219869,0
38,PT,Bo,13,0.5,413,NOLAB,0.09875874451688789,0
39,PT,Bo,13,0.5,413,NOLAB,0.0949079048380616,0
40,PT,Bo,13,0.5,413,NOLAB,0.1363280492023184,0
41,PT,Bo,13,0.5,413,NOLAB,0.10585868928605859,0
42,PT,Bo,13,0.5,413,NOLAB,0.1583583820660312,0
43,PT,Bo,13,0.5,413,NOLAB,0.0936575426815939,0
44,PT,Bo,13,0.5,413,NOLAB,0.09081165889554285,0
45,PT,Bo,13,0.5,413,NOLAB,0.12038232162877681,0
46,PT,Bo,13,0.5,413,NOLAB,0.1426591317022635,0
47,PT,Bo,13,0.5,413,NOLAB,0.11095619936037061,0
48,PT,Bo,13,0.5,413,NOLAB,0.12209698036155978,0
49,PT,Bo,13,0.5,413,NOLAB,0.08316132011990464,0
50,PT,Bo,13,0.5,413,NOLAB,0.08564328196863868,0
1,PT,Bo,2,0.5,413,COLAB,0.8029983869308002,0.9200675485505206
2,PT,Bo,2,0.5,413,COLAB,0.8274651437790469,0.9440237966468361
3,PT,Bo,2,0.5,413,COLAB,0.814953651130551,0.9382901866345575
4,PT,Bo,2,0.5,413,COLAB,0.8224797461648763,0.9507445589919816
5,PT,Bo,2,0.5,413,COLAB,0.8234169754521418,0.9589914103629814
6,PT,Bo,2,0.5,413,COLAB,0.8183066428407968,0.9465670784257397
7,PT,Bo,2,0.5,413,COLAB,0.8081070352782349,0.9606660924490382
8,PT,Bo,2,0.5,413,COLAB,0.8095378641206188,0.9297744790179846
9,PT,Bo,2,0.5,413,COLAB,0.8252593427019274,0.9400791407574901
10,PT,Bo,2,0.5,413,COLAB,0.7901083053284272,0.9307715767002135
11,PT,Bo,2,0.5,413,COLAB,0.8033588152158206,0.9382823871906841
12,PT,Bo,2,0.5,413,COLAB,0.8026979907557257,0.9380266376732808
13,PT,Bo,2,0.5,413,COLAB,0.7954898526218275,0.9207721117833477
14,PT,Bo,2,0.5,413,COLAB,0.7776566233183138,0.9283564118001204
15,PT,Bo,2,0.5,413,COLAB,0.8051344253674763,0.9472853535353535
16,PT,Bo,2,0.5,413,COLAB,0.8081011332326352,0.9636363636363636
17,PT,Bo,2,0.5,413,COLAB,0.7906175561272824,0.9354184766869389
18,PT,Bo,2,0.5,413,COLAB,0.7943848898795154,0.9400299850074962
19,PT,Bo,2,0.5,413,COLAB,0.8193436376172935,0.9638771824202288
20,PT,Bo,2,0.5,413,COLAB,0.8401850475604461,0.9570957095709571
21,PT,Bo,2,0.5,413,COLAB,0.7814238987298755,0.9083484573502723
22,PT,Bo,2,0.5,413,COLAB,0.8000226800703082,0.9444926279271466
23,PT,Bo,2,0.5,413,COLAB,0.7583362806177508,0.9019975031210986
24,PT,Bo,2,0.5,413,COLAB,0.827415615786753,0.9488468361916026
25,PT,Bo,2,0.5,413,COLAB,0.8068152684802734,0.98
26,PT,Bo,2,0.5,413,COLAB,0.8125029110366936,0.9520490660719264
27,PT,Bo,2,0.5,413,COLAB,0.7778727679564998,0.9223810913335279
28,PT,Bo,2,0.5,413,COLAB,0.8324235341566806,0.9421631000578369
29,PT,Bo,2,0.5,413,COLAB,0.7868353167342074,0.9352251696483652
30,PT,Bo,2,0.5,413,COLAB,0.8226522995629421,0.9514726507713885
31,PT,Bo,2,0.5,413,COLAB,0.7934605433568154,0.9176866585067319
32,PT,Bo,2,0.5,413,COLAB,0.7646978273138367,0.9038901601830663
33,PT,Bo,2,0.5,413,COLAB,0.8258659557254854,0.9595719381688466
34,PT,Bo,2,0.5,413,COLAB,0.8095378641206188,0.9297744790179846
35,PT,Bo,2,0.5,413,COLAB,0.814593660261806,0.9376251788268956
36,PT,Bo,2,0.5,413,COLAB,0.7980006578804935,0.9633689068358812
37,PT,Bo,2,0.5,413,COLAB,0.7756759638809824,0.9069910686787804
38,PT,Bo,2,0.5,413,COLAB,0.8448726817976212,0.9862637362637363
39,PT,Bo,2,0.5,413,COLAB,0.7951280955455405,0.9255597557429486
40,PT,Bo,2,0.5,413,COLAB,0.7937621292941798,0.9145864661654135
41,PT,Bo,2,0.5,413,COLAB,0.7815055152004304,0.9128888888888889
42,PT,Bo,2,0.5,413,COLAB,0.8228576493479635,0.9822777454968041
43,PT,Bo,2,0.5,413,COLAB,0.800007799824235,0.9439044709802833
44,PT,Bo,2,0.5,413,COLAB,0.8215551496669795,0.9556620730976633
45,PT,Bo,2,0.5,413,COLAB,0.8356055514016426,0.9655578451574919
46,PT,Bo,2,0.5,413,COLAB,0.8286617029518759,0.9516908212560387
47,PT,Bo,2,0.5,413,COLAB,0.7944446074194759,0.9443926685305996
48,PT,Bo,2,0.5,413,COLAB,0.8026867401243555,0.919563343866705
49,PT,Bo,2,0.5,413,COLAB,0.7782537424223679,0.9093673965936739
50,PT,Bo,2,0.5,413,COLAB,0.8090450199039685,0.9393852341281241
1,PT,Bo,2,0.5,413,NOLAB,0.8050293508477113,0.9352078239608802
2,PT,Bo,2,0.5,413,NOLAB,0.8213710498008547,0.9507718696397942
3,PT,Bo,2,0.5,413,NOLAB,0.7979793938265713,0.9349452078622369
4,PT,Bo,2,0.5,413,NOLAB,0.7717722408810435,0.9162390029325513
5,PT,Bo,2,0.5,413,NOLAB,0.7742658069194658,0.9424046076313894
6,PT,Bo,2,0.5,413,NOLAB,0.7818863804951783,0.9204764407076546
7,PT,Bo,2,0.5,413,NOLAB,0.8228403809127077,0.9387267451783581
8,PT,Bo,2,0.5,413,NOLAB,0.7841325227891499,0.9075498077595247
9,PT,Bo,2,0.5,413,NOLAB,0.7789569029671467,0.9021178145577505
10,PT,Bo,2,0.5,413,NOLAB,0.7885489924063858,0.9213085764809903
11,PT,Bo,2,0.5,413,NOLAB,0.8052999684395957,0.9414921239397611
12,PT,Bo,2,0.5,413,NOLAB,0.7788230881156281,0.9038015348920221
13,PT,Bo,2,0.5,413,NOLAB,0.7953702414672005,0.9324735805122694
14,PT,Bo,2,0.5,413,NOLAB,0.7950343149303504,0.9307055435565155
15,PT,Bo,2,0.5,413,NOLAB,0.7840418107520415,0.9330861909175162
16,PT,Bo,2,0.5,413,NOLAB,0.7938854621398231,0.924226624956552
17,PT,Bo,2,0.5,413,NOLAB,0.8089364295610519,0.9467050774216781
18,PT,Bo,2,0.5,413,NOLAB,0.7922265249261998,0.9179794520547945
19,PT,Bo,2,0.5,413,NOLAB,0.7977071934499815,0.9225441953708766
20,PT,Bo,2,0.5,413,NOLAB,0.7755483045710313,0.919024045261669
21,PT,Bo,2,0.5,413,NOLAB,0.7819370636657289,0.900984682713348
22,PT,Bo,2,0.5,413,NOLAB,0.7994453828923375,0.9367198335644937
23,PT,Bo,2,0.5,413,NOLAB,0.779070284135513,0.93001079525009
24,PT,Bo,2,0.5,413,NOLAB,0.7824109183284816,0.920997191011236
25,PT,Bo,2,0.5,413,NOLAB,0.7937999992481709,0.9258237019147835
26,PT,Bo,2,0.5,413,NOLAB,0.7932204230124629,0.9274683324657297
27,PT,Bo,2,0.5,413,NOLAB,0.7779781319213079,0.9347423062662217
28,PT,Bo,2,0.5,413,NOLAB,0.8045496918799505,0.9354675652906487
29,PT,Bo,2,0.5,413,NOLAB,0.7923548729089762,0.9375798503376529
30,PT,Bo,2,0.5,413,NOLAB,0.7992559349123647,0.9302077783697389
31,PT,Bo,2,0.5,413,NOLAB,0.8040768430698434,0.9159185082872928
32,PT,Bo,2,0.5,413,NOLAB,0.7749712846401186,0.9255124450951684
33,PT,Bo,2,0.5,413,NOLAB,0.7922675180282369,0.9274897559237485
34,PT,Bo,2,0.5,413,NOLAB,0.7841325227891499,0.9075498077595247
35,PT,Bo,2,0.5,413,NOLAB,0.7974070067788911,0.929341105811694
36,PT,Bo,2,0.5,413,NOLAB,0.788476464940743,0.920458433116661
37,PT,Bo,2,0.5,413,NOLAB,0.7945504941806781,0.928685188462219
38,PT,Bo,2,0.5,413,NOLAB,0.8042709374064269,0.9478747594892426
39,PT,Bo,2,0.5,413,NOLAB,0.7788635674045848,0.9057479471617279
40,PT,Bo,2,0.5,413,NOLAB,0.7676615155702362,0.8833909405130072
41,PT,Bo,2,0.5,413,NOLAB,0.7744414498407688,0.9266654886022265
42,PT,Bo,2,0.5,413,NOLAB,0.7924335431111478,0.9285714285714286
43,PT,Bo,2,0.5,413,NOLAB,0.8115133654746826,0.9462458817409398
44,PT,Bo,2,0.5,413,NOLAB,0.7704276490473809,0.9144897575643676
45,PT,Bo,2,0.5,413,NOLAB,0.7905991668961315,0.9227445558244037
46,PT,Bo,2,0.5,413,NOLAB,0.7981535104646625,0.9431878895814781
47,PT,Bo,2,0.5,413,NOLAB,0.800456504007755,0.9372134038800706
48,PT,Bo,2,0.5,413,NOLAB,0.8029049268722935,0.937109301003978
49,PT,Bo,2,0.5,413,NOLAB,0.7779779182685537,0.8951917882225824
50,PT,Bo,2,0.5,413,NOLAB,0.7832036067844161,0.9200420831141505
1,PT,Bo,7,0.5,413,COLAB,0.4702747232975021,0.5870488322717622
2,PT,Bo,7,0.5,413,COLAB,0.5381991831144374,0.695959595959596
3,PT,Bo,7,0.5,413,COLAB,0.5649335699825916,0.7227166276346604
4,PT,Bo,7,0.5,413,COLAB,0.48212784903848077,0.5831611570247934
5,PT,Bo,7,0.5,413,COLAB,0.4860542753132881,0.5912240184757506
6,PT,Bo,7,0.5,413,COLAB,0.5283504217981274,0.6974671669793621
7,PT,Bo,7,0.5,413,COLAB,0.5196058476012322,0.6116554925219185
8,PT,Bo,7,0.5,413,COLAB,0.48209581561139786,0.5327468230694037
9,PT,Bo,7,0.5,413,COLAB,0.5226480836236934,0.7242841993637328
10,PT,Bo,7,0.5,413,COLAB,0.545993505788345,0.7491375061606703
11,PT,Bo,7,0.5,413,COLAB,0.5252105815761844,0.7307871448532837
12,PT,Bo,7,0.5,413,COLAB,0.5436813765756777,0.7380106571936057
13,PT,Bo,7,0.5,413,COLAB,0.5502880776199891,0.7656647987773816
14,PT,Bo,7,0.5,413,COLAB,0.5264704398708636,0.7140625
15,PT,Bo,7,0.5,413,COLAB,0.5611815785657622,0.8032209360845496
16,PT,Bo,7,0.5,413,COLAB,0.5059697754028555,0.5326259946949602
17,PT,Bo,7,0.5,413,COLAB,0.5052114860774818,0.60107421875
18,PT,Bo,7,0.5,413,COLAB,0.5448834478614298,0.6921079958463136
19,PT,Bo,7,0.5,413,COLAB,0.45817617918170195,0.44790602655771194
20,PT,Bo,7,0.5,413,COLAB,0.47428197499290226,0.4775977121067683
21,PT,Bo,7,0.5,413,COLAB,0.5117943771491995,0.6816734879490678
22,PT,Bo,7,0.5,413,COLAB,0.5490110727208423,0.7484123106985833
23,PT,Bo,7,0.5,413,COLAB,0.5894147809457462,0.880429705744979
24,PT,Bo,7,0.5,413,COLAB,0.5374943452310794,0.8001854427445526
25,PT,Bo,7,0.5,413,COLAB,0.47997774806865795,0.5701429327686607
26,PT,Bo,7,0.5,413,COLAB,0.5334388303255506,0.7626285203397407
27,PT,Bo,7,0.5,413,COLAB,0.5053448300960274,0.6703406813627254
28,PT,Bo,7,0.5,413,COLAB,0.5808617694447195,0.8945167286245354
29,PT,Bo,7,0.5,413,COLAB,0.5244057210314007,0.7198779867819014
30,PT,Bo,7,0.5,413,COLAB,0.5175946175809489,0.6975806451612904
31,PT,Bo,7,0.5,413,COLAB,0.5109895582595992,0.6596474045053868
32,PT,Bo,7,0.5,413,COLAB,0.5074926896445502,0.6028999064546305
33,PT,Bo,7,0.5,413,COLAB,0.49095887109902236,0.4949708840656432
34,PT,Bo,7,0.5,413,COLAB,0.48209581561139786,0.5327468230694037
35,PT,Bo,7,0.5,413,COLAB,0.517408165426149,0.6261412782316195
36,PT,Bo,7,0.5,413,COLAB,0.5493077915690318,0.831874712114233
37,PT,Bo,7,0.5,413,COLAB,0.532759794572123,0.7318435754189944
38,PT,Bo,7,0.5,413,COLAB,0.5138602095255754,0.7155643958229736
39,PT,Bo,7,0.5,413,COLAB,0.5652702013287081,0.7573908962928203
40,PT,Bo,7,0.5,413,COLAB,0.5680362306107126,0.8100848256361922
41,PT,Bo,7,0.5,413,COLAB,0.5248678224885673,0.7021276595744681
42,PT,Bo,7,0.5,413,COLAB,0.48710554052129323,0.5341176470588235
43,PT,Bo,7,0.5,413,COLAB,0.46380606968440924,0.4083686440677966
44,PT,Bo,7,0.5,413,COLAB,0.513350441214715,0.6498283472290338
45,PT,Bo,7,0.5,413,COLAB,0.5672524130620953,0.8257397839361202
46,PT,Bo,7,0.5,413,COLAB,0.5618315671839311,0.8439046333783176
47,PT,Bo,7,0.5,413,COLAB,0.583057975713343,0.761633428300095
48,PT,Bo,7,0.5,413,COLAB,0.533263389929136,0.6848268839103869
49,PT,Bo,7,0.5,413,COLAB,0.49502576641141355,0.6229187071498531
50,PT,Bo,7,0.5,413,COLAB,0.5668802280773207,0.7615526802218114
1,PT,Bo,7,0.5,413,NOLAB,0.37956378064092305,0.08892664967431323
2,PT,Bo,7,0.5,413,NOLAB,0.4180857314170379,0.3328350772296961
3,PT,Bo,7,0.5,413,NOLAB,0.3960062102174227,0.047875201721355565
4,PT,Bo,7,0.5,413,NOLAB,0.43138511458620976,0.237998475996952
5,PT,Bo,7,0.5,413,NOLAB,0.3704466675162482,0.049210526315789475
6,PT,Bo,7,0.5,413,NOLAB,0.31224992336983465,0
7,PT,Bo,7,0.5,413,NOLAB,0.4325640353385144,0.3167564919157276
8,PT,Bo,7,0.5,413,NOLAB,0.41143013936655304,0.16932059447983014
9,PT,Bo,7,0.5,413,NOLAB,0.3797152703123587,0.031258644536652835
10,PT,Bo,7,0.5,413,NOLAB,0.34880428734244007,0
11,PT,Bo,7,0.5,413,NOLAB,0.4212430769381812,0.29219462747085656
12,PT,Bo,7,0.5,413,NOLAB,0.39237707899965485,0.05283434232250963
13,PT,Bo,7,0.5,413,NOLAB,0.40670527562623987,0.3366310856547774
14,PT,Bo,7,0.5,413,NOLAB,0.3409839689237285,0.1201344161299356
15,PT,Bo,7,0.5,413,NOLAB,0.3710009856935648,0.04905358571047721
16,PT,Bo,7,0.5,413,NOLAB,0.34175572821746103,0
17,PT,Bo,7,0.5,413,NOLAB,0.40519766950807345,0.2457627118644068
18,PT,Bo,7,0.5,413,NOLAB,0.351580594468088,0.02841225626740947
19,PT,Bo,7,0.5,413,NOLAB,0.36443117650450896,0.0740643810520806
20,PT,Bo,7,0.5,413,NOLAB,0.3549553773662084,0
21,PT,Bo,7,0.5,413,NOLAB,0.4095264744849011,0.08831236897274633
22,PT,Bo,7,0.5,413,NOLAB,0.3770114182977036,0.167610710607621
23,PT,Bo,7,0.5,413,NOLAB,0.40572029883136096,0.07084107190236137
24,PT,Bo,7,0.5,413,NOLAB,0.39362536500607337,0.19462901439645625
25,PT,Bo,7,0.5,413,NOLAB,0.37578928591103333,8.125677139761647e-4
26,PT,Bo,7,0.5,413,NOLAB,0.25362229711446216,0
27,PT,Bo,7,0.5,413,NOLAB,0.41433455334199143,0.15827338129496402
28,PT,Bo,7,0.5,413,NOLAB,0.37943452282236323,0.04445065697511882
29,PT,Bo,7,0.5,413,NOLAB,0.44768315428252264,0.357160164768597
30,PT,Bo,7,0.5,413,NOLAB,0.3518655785998384,0
31,PT,Bo,7,0.5,413,NOLAB,0.35496717007671946,0
32,PT,Bo,7,0.5,413,NOLAB,0.38327640476443586,0.03872375238614671
33,PT,Bo,7,0.5,413,NOLAB,0.4360398306615281,0.15651074589127686
34,PT,Bo,7,0.5,413,NOLAB,0.41143013936655304,0.16932059447983014
35,PT,Bo,7,0.5,413,NOLAB,0.3305541660094998,0
36,PT,Bo,7,0.5,413,NOLAB,0.3060852918329291,0.0063528732313023395
37,PT,Bo,7,0.5,413,NOLAB,0.40899957432590156,0.17040237645152578
38,PT,Bo,7,0.5,413,NOLAB,0.36699252067919697,0.0076780513635160185
39,PT,Bo,7,0.5,413,NOLAB,0.36206582528016457,0.0055309734513274336
40,PT,Bo,7,0.5,413,NOLAB,0.39811664181987,0.0588885816975394
41,PT,Bo,7,0.5,413,NOLAB,0.35725632455294176,0.0776886922864252
42,PT,Bo,7,0.5,413,NOLAB,0.37398924602794,0.007006197790353005
43,PT,Bo,7,0.5,413,NOLAB,0.43579276527918037,0.19095477386934673
44,PT,Bo,7,0.5,413,NOLAB,0.35089829738175266,0.03048780487804878
45,PT,Bo,7,0.5,413,NOLAB,0.3967802656865761,0.10097719869706841
46,PT,Bo,7,0.5,413,NOLAB,0.3902385102779815,0.023595793793280327
47,PT,Bo,7,0.5,413,NOLAB,0.3037976672594942,0.00471976401179941
48,PT,Bo,7,0.5,413,NOLAB,0.402090035105899,0.08340353833192923
49,PT,Bo,7,0.5,413,NOLAB,0.42384589059601213,0.22236981934112646
50,PT,Bo,7,0.5,413,NOLAB,0.34905765688663976,0.009055982436882546
1,PT,Bo,13,0.8,413,COLAB,0.0034202420462741126,0
2,PT,Bo,13,0.8,413,COLAB,0.005379184227978609,0
3,PT,Bo,13,0.8,413,COLAB,0.006413192853870822,0
4,PT,Bo,13,0.8,413,COLAB,0.002272640838618299,0
5,PT,Bo,13,0.8,413,COLAB,0.00775178894369709,0
6,PT,Bo,13,0.8,413,COLAB,0.003799076040939411,0
7,PT,Bo,13,0.8,413,COLAB,0.006538248755218024,0
8,PT,Bo,13,0.8,413,COLAB,0.004678707641248591,0
9,PT,Bo,13,0.8,413,COLAB,0.004165788349238001,0
10,PT,Bo,13,0.8,413,COLAB,0.006638543405571514,0
11,PT,Bo,13,0.8,413,COLAB,0.006652433807227305,0
12,PT,Bo,13,0.8,413,COLAB,0.003831182762742513,0
13,PT,Bo,13,0.8,413,COLAB,0.005745181250922095,0
14,PT,Bo,13,0.8,413,COLAB,0.007091474745199615,0
15,PT,Bo,13,0.8,413,COLAB,0.007464269643660671,0
16,PT,Bo,13,0.8,413,COLAB,0.0023944818448590377,0
17,PT,Bo,13,0.8,413,COLAB,0.004629084419643262,0
18,PT,Bo,13,0.8,413,COLAB,0.005092580501945629,0
19,PT,Bo,13,0.8,413,COLAB,0.006223195396811024,0
20,PT,Bo,13,0.8,413,COLAB,0.005686580368783759,0
21,PT,Bo,13,0.8,413,COLAB,0.0048937121489249285,0
22,PT,Bo,13,0.8,413,COLAB,0.005819672220830248,0
23,PT,Bo,13,0.8,413,COLAB,0.005383919848046266,0
24,PT,Bo,13,0.8,413,COLAB,0.006526890008278639,0
25,PT,Bo,13,0.8,413,COLAB,0.004269624618761932,0
26,PT,Bo,13,0.8,413,COLAB,0.006325254718007496,0
27,PT,Bo,13,0.8,413,COLAB,0.004460644041900273,0
28,PT,Bo,13,0.8,413,COLAB,0.00925176347623077,0
29,PT,Bo,13,0.8,413,COLAB,0.0040260450320592465,0
30,PT,Bo,13,0.8,413,COLAB,0.0075458094309702765,0
31,PT,Bo,13,0.8,413,COLAB,0.014103208075868472,0
32,PT,Bo,13,0.8,413,COLAB,0.005587724412049077,0
33,PT,Bo,13,0.8,413,COLAB,0.004870484573640301,0
34,PT,Bo,13,0.8,413,COLAB,0.004678707641248591,0
35,PT,Bo,13,0.8,413,COLAB,0.008042156972415379,0
36,PT,Bo,13,0.8,413,COLAB,0.0046395830003909885,0
37,PT,Bo,13,0.8,413,COLAB,0.004923325262308312,0
38,PT,Bo,13,0.8,413,COLAB,0.005318228986509859,0
39,PT,Bo,13,0.8,413,COLAB,0.006468430307354374,0
40,PT,Bo,13,0.8,413,COLAB,0.008110517446642094,0
41,PT,Bo,13,0.8,413,COLAB,0.004167142961061634,0
42,PT,Bo,13,0.8,413,COLAB,0.004200764951154732,0
43,PT,Bo,13,0.8,413,COLAB,0.004638104159144791,0
44,PT,Bo,13,0.8,413,COLAB,0.009739641428843485,0
45,PT,Bo,13,0.8,413,COLAB,0.006846587330568913,0
46,PT,Bo,13,0.8,413,COLAB,0.005148186134049506,0
47,PT,Bo,13,0.8,413,COLAB,0.003236137174198529,0
48,PT,Bo,13,0.8,413,COLAB,0.0056826157139348,0
49,PT,Bo,13,0.8,413,COLAB,0.005442076318111007,0
50,PT,Bo,13,0.8,413,COLAB,0.007500508289743635,0
1,PT,Bo,13,0.8,413,NOLAB,0.005746873129458201,0
2,PT,Bo,13,0.8,413,NOLAB,0.00595840760993093,0
3,PT,Bo,13,0.8,413,NOLAB,0.004641164568915563,0
4,PT,Bo,13,0.8,413,NOLAB,0.0054774427049335845,0
5,PT,Bo,13,0.8,413,NOLAB,0.004686369521580289,0
6,PT,Bo,13,0.8,413,NOLAB,0.0033179232144835346,0
7,PT,Bo,13,0.8,413,NOLAB,0.004409388337765668,0
8,PT,Bo,13,0.8,413,NOLAB,0.006038159201912872,0
9,PT,Bo,13,0.8,413,NOLAB,0.004137945650388628,0
10,PT,Bo,13,0.8,413,NOLAB,0.0045862648377683925,0
11,PT,Bo,13,0.8,413,NOLAB,0.004405676709962995,0
12,PT,Bo,13,0.8,413,NOLAB,0.0034391392271002266,0
13,PT,Bo,13,0.8,413,NOLAB,0.005081595362611053,0
14,PT,Bo,13,0.8,413,NOLAB,0.00551826129822679,0
15,PT,Bo,13,0.8,413,NOLAB,0.004049366896767756,0
16,PT,Bo,13,0.8,413,NOLAB,0.004241772038382208,0
17,PT,Bo,13,0.8,413,NOLAB,0.00364448194228543,0
18,PT,Bo,13,0.8,413,NOLAB,0.0041345375937193105,0
19,PT,Bo,13,0.8,413,NOLAB,0.005450833577520395,0
20,PT,Bo,13,0.8,413,NOLAB,0.004883248997894205,0
21,PT,Bo,13,0.8,413,NOLAB,0.005948393373462015,0
22,PT,Bo,13,0.8,413,NOLAB,0.002577812155294749,0
23,PT,Bo,13,0.8,413,NOLAB,0.004812823175358115,0
24,PT,Bo,13,0.8,413,NOLAB,0.0065921089191442106,0
25,PT,Bo,13,0.8,413,NOLAB,0.002011332836803104,0
26,PT,Bo,13,0.8,413,NOLAB,0.0032511307438923827,0
27,PT,Bo,13,0.8,413,NOLAB,0.00504526070106866,0
28,PT,Bo,13,0.8,413,NOLAB,0.005095827024608687,0
29,PT,Bo,13,0.8,413,NOLAB,0.004667368344644869,0
30,PT,Bo,13,0.8,413,NOLAB,0.004058830629170475,0
31,PT,Bo,13,0.8,413,NOLAB,0.007184857460075739,0
32,PT,Bo,13,0.8,413,NOLAB,0.006796741834123914,0
33,PT,Bo,13,0.8,413,NOLAB,0.005166276206974712,0
34,PT,Bo,13,0.8,413,NOLAB,0.006038159201912872,0
35,PT,Bo,13,0.8,413,NOLAB,0.005845473487104968,0
36,PT,Bo,13,0.8,413,NOLAB,0.004238841787990986,0
37,PT,Bo,13,0.8,413,NOLAB,0.0059415848395772105,0
38,PT,Bo,13,0.8,413,NOLAB,0.006817447136879979,0
39,PT,Bo,13,0.8,413,NOLAB,0.005504149922654756,0
40,PT,Bo,13,0.8,413,NOLAB,0.006536671109015441,0
41,PT,Bo,13,0.8,413,NOLAB,0.0044307767721223695,0
42,PT,Bo,13,0.8,413,NOLAB,0.004716374249206038,0
43,PT,Bo,13,0.8,413,NOLAB,0.005938096493334435,0
44,PT,Bo,13,0.8,413,NOLAB,0.0065743363967503445,0
45,PT,Bo,13,0.8,413,NOLAB,0.0060293599836550894,0
46,PT,Bo,13,0.8,413,NOLAB,0.0037919454165226507,0
47,PT,Bo,13,0.8,413,NOLAB,0.004695785151899647,0
48,PT,Bo,13,0.8,413,NOLAB,0.004503215579644363,0
49,PT,Bo,13,0.8,413,NOLAB,0.006266139307950522,0
50,PT,Bo,13,0.8,413,NOLAB,0.004053984023167383,0
1,PT,Bo,2,0.8,413,COLAB,0.30674034063864575,0
2,PT,Bo,2,0.8,413,COLAB,0.3360679464519842,0.0046882325363338025
3,PT,Bo,2,0.8,413,COLAB,0.3044191191161141,0.0055579307396323215
4,PT,Bo,2,0.8,413,COLAB,0.2871620895012152,0
5,PT,Bo,2,0.8,413,COLAB,0.2172919443915445,0
6,PT,Bo,2,0.8,413,COLAB,0.30480881038250146,0.03153910849453322
7,PT,Bo,2,0.8,413,COLAB,0.28244481671265276,0
8,PT,Bo,2,0.8,413,COLAB,0.28378912072764634,0.030895047705588367
9,PT,Bo,2,0.8,413,COLAB,0.2902478668530267,0.0022391401701746527
10,PT,Bo,2,0.8,413,COLAB,0.25589472469498775,0.0012652889076339097
11,PT,Bo,2,0.8,413,COLAB,0.2593578818276155,0
12,PT,Bo,2,0.8,413,COLAB,0.3406510135911348,0.011861313868613138
13,PT,Bo,2,0.8,413,COLAB,0.34608468733974257,0.01742627345844504
14,PT,Bo,2,0.8,413,COLAB,0.33548176675529673,0
15,PT,Bo,2,0.8,413,COLAB,0.26465705957934665,0
16,PT,Bo,2,0.8,413,COLAB,0.3281094217347956,0
17,PT,Bo,2,0.8,413,COLAB,0.30676769338938176,0
18,PT,Bo,2,0.8,413,COLAB,0.33377170300911096,0
19,PT,Bo,2,0.8,413,COLAB,0.401559857398372,0.041571493832800364
20,PT,Bo,2,0.8,413,COLAB,0.2644737884363834,0
21,PT,Bo,2,0.8,413,COLAB,0.3612210129552432,0.08290378006872852
22,PT,Bo,2,0.8,413,COLAB,0.3128300558265855,0
23,PT,Bo,2,0.8,413,COLAB,0.33794425300693115,0.008589511754068717
24,PT,Bo,2,0.8,413,COLAB,0.2548523700677925,0
25,PT,Bo,2,0.8,413,COLAB,0.35348618866432774,0.08562555456965396
26,PT,Bo,2,0.8,413,COLAB,0.27650902218905526,0
27,PT,Bo,2,0.8,413,COLAB,0.2833934388922262,0
28,PT,Bo,2,0.8,413,COLAB,0.26474421361387723,0.017153453871117292
29,PT,Bo,2,0.8,413,COLAB,0.3120898062006939,0.005215123859191656
30,PT,Bo,2,0.8,413,COLAB,0.32144694947415814,0.030360531309297913
31,PT,Bo,2,0.8,413,COLAB,0.3514452665252941,0.022698072805139188
32,PT,Bo,2,0.8,413,COLAB,0.30704938875948234,0.09497964721845319
33,PT,Bo,2,0.8,413,COLAB,0.29307530844813195,0
34,PT,Bo,2,0.8,413,COLAB,0.28378912072764634,0.030895047705588367
35,PT,Bo,2,0.8,413,COLAB,0.31325629612445816,0.004790419161676647
36,PT,Bo,2,0.8,413,COLAB,0.296395756736427,0
37,PT,Bo,2,0.8,413,COLAB,0.29011134414070594,0
38,PT,Bo,2,0.8,413,COLAB,0.36954540772260125,0.014025245441795231
39,PT,Bo,2,0.8,413,COLAB,0.31618142868860577,0
40,PT,Bo,2,0.8,413,COLAB,0.3160657985350933,0.004747518342684506
41,PT,Bo,2,0.8,413,COLAB,0.3599180480536413,0
42,PT,Bo,2,0.8,413,COLAB,0.28465303178610063,0
43,PT,Bo,2,0.8,413,COLAB,0.3638034581267353,0.04353999053478467
44,PT,Bo,2,0.8,413,COLAB,0.38439339013673574,0.07501090274749236
45,PT,Bo,2,0.8,413,COLAB,0.30388857084941784,0
46,PT,Bo,2,0.8,413,COLAB,0.3027083740455064,0
