replica,network,population,true_model,sigma,net_size,colab_cond,TAT,TAT50
33,Lattice,Bo,13,0.5,413,COLAB,0.1759180926017765,0
34,Lattice,Bo,13,0.5,413,COLAB,0.18129526854930045,0
35,Lattice,Bo,13,0.5,413,COLAB,0.23354223045150266,0
36,Lattice,Bo,13,0.5,413,COLAB,0.1771643476703585,0
37,Lattice,Bo,13,0.5,413,COLAB,0.20364023451935115,0
38,Lattice,Bo,13,0.5,413,COLAB,0.18917804843278083,0
39,Lattice,Bo,13,0.5,413,COLAB,0.18253724326483492,0
40,Lattice,Bo,13,0.5,413,COLAB,0.26019200891446365,0
41,Lattice,Bo,13,0.5,413,COLAB,0.2348910727857475,0
42,Lattice,Bo,13,0.5,413,COLAB,0.19333049756778573,0
43,Lattice,Bo,13,0.5,413,COLAB,0.23094751754724002,0
44,Lattice,Bo,13,0.5,413,COLAB,0.20587432118253188,0
45,Lattice,Bo,13,0.5,413,COLAB,0.18897170264923957,0
46,Lattice,Bo,13,0.5,413,COLAB,0.2116069720538481,0
47,Lattice,Bo,13,0.5,413,COLAB,0.2523345885312592,0
48,Lattice,Bo,13,0.5,413,COLAB,0.17295133205340915,0
49,Lattice,Bo,13,0.5,413,COLAB,0.21260091989883534,0
50,Lattice,Bo,13,0.5,413,COLAB,0.24923849496680395,0
1,Lattice,Bo,13,0.5,413,NOLAB,0.11768731280004387,0
2,Lattice,Bo,13,0.5,413,NOLAB,0.10549947812437413,0
3,Lattice,Bo,13,0.5,413,NOLAB,0.05766996215489877,0
4,Lattice,Bo,13,0.5,413,NOLAB,0.10430677017350976,0
5,Lattice,Bo,13,0.5,413,NOLAB,0.10940161393907244,0
6,Lattice,Bo,13,0.5,413,NOLAB,0.10326777952631738,0
7,Lattice,Bo,13,0.5,413,NOLAB,0.10951947608755709,0
8,Lattice,Bo,13,0.5,413,NOLAB,0.10903660475820541,0
9,Lattice,Bo,13,0.5,413,NOLAB,0.09456730454816575,0
10,Lattice,Bo,13,0.5,413,NOLAB,0.11506940837679738,0
11,Lattice,Bo,13,0.5,413,NOLAB,0.1367249975528048,0
12,Lattice,Bo,13,0.5,413,NOLAB,0.08230427091516382,0
13,Lattice,Bo,13,0.5,413,NOLAB,0.10386308241365705,0
14,Lattice,Bo,13,0.5,413,NOLAB,0.07960723699222488,0
15,Lattice,Bo,13,0.5,413,NOLAB,0.09965263673030728,0
16,Lattice,Bo,13,0.5,413,NOLAB,0.10695841688577766,0
17,Lattice,Bo,13,0.5,413,NOLAB,0.09450504127210609,0
18,Lattice,Bo,13,0.5,413,NOLAB,0.11557005290279154,0
19,Lattice,Bo,13,0.5,413,NOLAB,0.08914943185720682,0
20,Lattice,Bo,13,0.5,413,NOLAB,0.07359811113921917,0
21,Lattice,Bo,13,0.5,413,NOLAB,0.11556503198294246,0
22,Lattice,Bo,13,0.5,413,NOLAB,0.0811328418787823,0
23,Lattice,Bo,13,0.5,413,NOLAB,0.1078008905811777,0
24,Lattice,Bo,13,0.5,413,NOLAB,0.09948080816099711,0
25,Lattice,Bo,13,0.5,413,NOLAB,0.09711970389936492,0
26,Lattice,Bo,13,0.5,413,NOLAB,0.11444595024608817,0
27,Lattice,Bo,13,0.5,413,NOLAB,0.08191958602125879,0
28,Lattice,Bo,13,0.5,413,NOLAB,0.0997260206852341,0
29,Lattice,Bo,13,0.5,413,NOLAB,0.09374075222161406,0
30,Lattice,Bo,13,0.5,413,NOLAB,0.09922909257407404,0
31,Lattice,Bo,13,0.5,413,NOLAB,0.11606314872127194,0
32,Lattice,Bo,13,0.5,413,NOLAB,0.08262591281363649,0
33,Lattice,Bo,13,0.5,413,NOLAB,0.09307117061729332,0
34,Lattice,Bo,13,0.5,413,NOLAB,0.10903660475820541,0
35,Lattice,Bo,13,0.5,413,NOLAB,0.08215989257095567,0
36,Lattice,Bo,13,0.5,413,NOLAB,0.08701593326290663,0
37,Lattice,Bo,13,0.5,413,NOLAB,0.11389223225144035,0
38,Lattice,Bo,13,0.5,413,NOLAB,0.1098508553211427,0
39,Lattice,Bo,13,0.5,413,NOLAB,0.08990509551416759,0
40,Lattice,Bo,13,0.5,413,NOLAB,0.0822960741734227,0
41,Lattice,Bo,13,0.5,413,NOLAB,0.12409320362384248,0
42,Lattice,Bo,13,0.5,413,NOLAB,0.10224496023269916,0
43,Lattice,Bo,13,0.5,413,NOLAB,0.10829638205222732,0
44,Lattice,Bo,13,0.5,413,NOLAB,0.12320482063931755,0
45,Lattice,Bo,13,0.5,413,NOLAB,0.10565302332856814,0
46,Lattice,Bo,13,0.5,413,NOLAB,0.0863077434363576,0
47,Lattice,Bo,13,0.5,413,NOLAB,0.09649134015217822,0
48,Lattice,Bo,13,0.5,413,NOLAB,0.08012472093371122,0
49,Lattice,Bo,13,0.5,413,NOLAB,0.11634736276845807,0
50,Lattice,Bo,13,0.5,413,NOLAB,0.12451804027543786,0
1,Lattice,Bo,2,0.5,413,COLAB,0.8123932819870133,0.911501954215522
2,Lattice,Bo,2,0.5,413,COLAB,0.7980239530688854,0.9018456375838926
3,Lattice,Bo,2,0.5,413,COLAB,0.8263845063260448,0.9271210013908205
4,Lattice,Bo,2,0.5,413,COLAB,0.8159622514943649,0.8994307400379506
5,Lattice,Bo,2,0.5,413,COLAB,0.789594279924508,0.8932095182820662
6,Lattice,Bo,2,0.5,413,COLAB,0.8327995240153135,0.9271504623143738
7,Lattice,Bo,2,0.5,413,COLAB,0.7899044321405342,0.8885440180586908
8,Lattice,Bo,2,0.5,413,COLAB,0.7845424283047037,0.8935622317596567
9,Lattice,Bo,2,0.5,413,COLAB,0.7932603956725511,0.8879758970145166
10,Lattice,Bo,2,0.5,413,COLAB,0.7964518532315142,0.8994505494505495
11,Lattice,Bo,2,0.5,413,COLAB,0.7864361789149925,0.884009009009009
12,Lattice,Bo,2,0.5,413,COLAB,0.7907131587207863,0.8803540833809251
13,Lattice,Bo,2,0.5,413,COLAB,0.7689759471004286,0.8626520320379709
14,Lattice,Bo,2,0.5,413,COLAB,0.8375900475912165,0.9313103448275862
15,Lattice,Bo,2,0.5,413,COLAB,0.8223561634369277,0.9184961580680571
16,Lattice,Bo,2,0.5,413,COLAB,0.8031262758350277,0.9173622704507512
17,Lattice,Bo,2,0.5,413,COLAB,0.8059494041153644,0.9012817016634851
18,Lattice,Bo,2,0.5,413,COLAB,0.797928392369407,0.8987306843267108
19,Lattice,Bo,2,0.5,413,COLAB,0.8091768435447725,0.9157570668905681
20,Lattice,Bo,2,0.5,413,COLAB,0.7725272145573568,0.8739612188365651
21,Lattice,Bo,2,0.5,413,COLAB,0.8102223940423627,0.9020573746740075
22,Lattice,Bo,2,0.5,413,COLAB,0.8019869850537649,0.9024053082665192
23,Lattice,Bo,2,0.5,413,COLAB,0.797344934175935,0.909820193637621
24,Lattice,Bo,2,0.5,413,COLAB,0.7812363089000561,0.8806012478729438
25,Lattice,Bo,2,0.5,413,COLAB,0.7837540329453901,0.8832343794175855
26,Lattice,Bo,2,0.5,413,COLAB,0.804487866911533,0.8909142694389063
27,Lattice,Bo,2,0.5,413,COLAB,0.807752171408222,0.9219193639977286
28,Lattice,Bo,2,0.5,413,COLAB,0.7142209623922381,0.7900426742532005
29,Lattice,Bo,2,0.5,413,COLAB,0.7943630813460939,0.8829006772009029
30,Lattice,Bo,2,0.5,413,COLAB,0.7755745649539706,0.9011610598392379
31,Lattice,Bo,2,0.5,413,COLAB,0.7903846475714398,0.8894009216589862
32,Lattice,Bo,2,0.5,413,COLAB,0.8278718347327685,0.9291887371062169
33,Lattice,Bo,2,0.5,413,COLAB,0.8002681556884255,0.9151020408163265
34,Lattice,Bo,2,0.5,413,COLAB,0.7845424283047037,0.8935622317596567
35,Lattice,Bo,2,0.5,413,COLAB,0.7880631196490346,0.8956670467502851
36,Lattice,Bo,2,0.5,413,COLAB,0.8019307551183541,0.9048291443095171
37,Lattice,Bo,2,0.5,413,COLAB,0.7352154346429343,0.8626882966396292
38,Lattice,Bo,2,0.5,413,COLAB,0.7685234246196521,0.8907294391165359
39,Lattice,Bo,2,0.5,413,COLAB,0.7760580451185943,0.8774230330672748
40,Lattice,Bo,2,0.5,413,COLAB,0.7929942522357988,0.8975704030922143
41,Lattice,Bo,2,0.5,413,COLAB,0.7402292699010383,0.8463490273470539
42,Lattice,Bo,2,0.5,413,COLAB,0.8217579012490533,0.9187775330396476
43,Lattice,Bo,2,0.5,413,COLAB,0.811973018549747,0.9238336143901068
44,Lattice,Bo,2,0.5,413,COLAB,0.8258742809963214,0.9130916136174924
45,Lattice,Bo,2,0.5,413,COLAB,0.7634316568425655,0.8418512208972175
46,Lattice,Bo,2,0.5,413,COLAB,0.8022895257382533,0.8753083036448343
47,Lattice,Bo,2,0.5,413,COLAB,0.746062145788548,0.8774281805745554
48,Lattice,Bo,2,0.5,413,COLAB,0.7807370072849945,0.9064454718520533
49,Lattice,Bo,2,0.5,413,COLAB,0.7932221203637854,0.8927560837577816
50,Lattice,Bo,2,0.5,413,COLAB,0.8146799719025467,0.9016210173281163
1,Lattice,Bo,2,0.5,413,NOLAB,0.8137370202318216,0.9193277310924369
2,Lattice,Bo,2,0.5,413,NOLAB,0.7924208506555804,0.91
3,Lattice,Bo,2,0.5,413,NOLAB,0.812568910483981,0.922674635786328
4,Lattice,Bo,2,0.5,413,NOLAB,0.8029249895849321,0.9220107189059323
5,Lattice,Bo,2,0.5,413,NOLAB,0.8081846333016756,0.911256242796773
6,Lattice,Bo,2,0.5,413,NOLAB,0.7978037203943963,0.9090224147673761
7,Lattice,Bo,2,0.5,413,NOLAB,0.8090265340917232,0.9221523668639053
8,Lattice,Bo,2,0.5,413,NOLAB,0.7945557544157147,0.8965322276667923
9,Lattice,Bo,2,0.5,413,NOLAB,0.7888988464808104,0.8972407231208372
10,Lattice,Bo,2,0.5,413,NOLAB,0.8054385157057722,0.9114791547687036
11,Lattice,Bo,2,0.5,413,NOLAB,0.8149364121785839,0.9318267419962335
12,Lattice,Bo,2,0.5,413,NOLAB,0.8078653077312912,0.9185116279069767
13,Lattice,Bo,2,0.5,413,NOLAB,0.7630573737451293,0.8995847489618725
14,Lattice,Bo,2,0.5,413,NOLAB,0.8169256517500151,0.9269252388982574
15,Lattice,Bo,2,0.5,413,NOLAB,0.7501611486179438,0.8783445620789221
16,Lattice,Bo,2,0.5,413,NOLAB,0.788034361862254,0.9175179720015134
17,Lattice,Bo,2,0.5,413,NOLAB,0.7915213198177864,0.9175920514319111
18,Lattice,Bo,2,0.5,413,NOLAB,0.7843124159141156,0.8856980918193841
19,Lattice,Bo,2,0.5,413,NOLAB,0.8240951456195118,0.9404424276800908
20,Lattice,Bo,2,0.5,413,NOLAB,0.7968882957571723,0.9187393202961838
21,Lattice,Bo,2,0.5,413,NOLAB,0.7942939977061297,0.8772556390977444
22,Lattice,Bo,2,0.5,413,NOLAB,0.8054394321387157,0.9079662605435801
23,Lattice,Bo,2,0.5,413,NOLAB,0.7749446621514274,0.8851260342505292
24,Lattice,Bo,2,0.5,413,NOLAB,0.794402854939185,0.8993982700263257
25,Lattice,Bo,2,0.5,413,NOLAB,0.812183216071457,0.9085768143261075
26,Lattice,Bo,2,0.5,413,NOLAB,0.7940765667734244,0.894787274817938
27,Lattice,Bo,2,0.5,413,NOLAB,0.781678371980046,0.8914297076953669
28,Lattice,Bo,2,0.5,413,NOLAB,0.7851316144797559,0.8993793492570998
29,Lattice,Bo,2,0.5,413,NOLAB,0.8222269586356659,0.9183524694733005
30,Lattice,Bo,2,0.5,413,NOLAB,0.7895472991157818,0.8833742215512361
31,Lattice,Bo,2,0.5,413,NOLAB,0.7940352386800277,0.9041594786275637
32,Lattice,Bo,2,0.5,413,NOLAB,0.811823324197371,0.9217617543207582
33,Lattice,Bo,2,0.5,413,NOLAB,0.7748532576113174,0.8996161228406909
34,Lattice,Bo,2,0.5,413,NOLAB,0.7945557544157147,0.8965322276667923
35,Lattice,Bo,2,0.5,413,NOLAB,0.8205139781635356,0.9099384672757784
36,Lattice,Bo,2,0.5,413,NOLAB,0.8064692276434048,0.9182484495395602
37,Lattice,Bo,2,0.5,413,NOLAB,0.7785483595688535,0.8876839659178931
38,Lattice,Bo,2,0.5,413,NOLAB,0.8232239159145939,0.9321969696969697
39,Lattice,Bo,2,0.5,413,NOLAB,0.8027619405262681,0.9089555017687582
40,Lattice,Bo,2,0.5,413,NOLAB,0.8127865351144493,0.9142101284958428
41,Lattice,Bo,2,0.5,413,NOLAB,0.8089728112594236,0.9173131504257332
42,Lattice,Bo,2,0.5,413,NOLAB,0.8124448437904905,0.9235012872379551
43,Lattice,Bo,2,0.5,413,NOLAB,0.8169424266881894,0.9248148148148149
44,Lattice,Bo,2,0.5,413,NOLAB,0.8006649130366585,0.9309381980640358
45,Lattice,Bo,2,0.5,413,NOLAB,0.7942753860453086,0.8865901824337032
46,Lattice,Bo,2,0.5,413,NOLAB,0.8008952007371257,0.9034734216081366
47,Lattice,Bo,2,0.5,413,NOLAB,0.7882075442185809,0.9073458840900701
48,Lattice,Bo,2,0.5,413,NOLAB,0.7765271226881022,0.9251295834133231
49,Lattice,Bo,2,0.5,413,NOLAB,0.813112416546892,0.9179680150517403
50,Lattice,Bo,2,0.5,413,NOLAB,0.7953952990652103,0.8875773993808049
1,Lattice,Bo,7,0.5,413,COLAB,0.5265053103377667,0.7506324539212144
2,Lattice,Bo,7,0.5,413,COLAB,0.47583751942466845,0.5313432835820896
3,Lattice,Bo,7,0.5,413,COLAB,0.5051640078978423,0.6785060417429513
4,Lattice,Bo,7,0.5,413,COLAB,0.49505044315432384,0.7200894521058516
5,Lattice,Bo,7,0.5,413,COLAB,0.5473303375278117,0.8019551049963795
6,Lattice,Bo,7,0.5,413,COLAB,0.51041413419193,0.7399036680251945
7,Lattice,Bo,7,0.5,413,COLAB,0.45854707104849296,0.49142431021625654
8,Lattice,Bo,7,0.5,413,COLAB,0.4758387598969626,0.6066763425253991
9,Lattice,Bo,7,0.5,413,COLAB,0.49410815173527034,0.6333333333333333
10,Lattice,Bo,7,0.5,413,COLAB,0.45550414103796905,0.5244913338357197
11,Lattice,Bo,7,0.5,413,COLAB,0.5277681416748877,0.697942980873331
12,Lattice,Bo,7,0.5,413,COLAB,0.5158818834796488,0.7225325884543762
13,Lattice,Bo,7,0.5,413,COLAB,0.4873583516751813,0.6588324488248674
14,Lattice,Bo,7,0.5,413,COLAB,0.4483770586283693,0.4500556999628667
15,Lattice,Bo,7,0.5,413,COLAB,0.522052786077613,0.7435897435897436
16,Lattice,Bo,7,0.5,413,COLAB,0.5410746408275305,0.7212633125229526
17,Lattice,Bo,7,0.5,413,COLAB,0.5247685937211135,0.7861378799110452
18,Lattice,Bo,7,0.5,413,COLAB,0.46409522073819504,0.4698924731182796
19,Lattice,Bo,7,0.5,413,COLAB,0.503453910651132,0.6853303471444568
20,Lattice,Bo,7,0.5,413,COLAB,0.5086076151451454,0.7450549450549451
21,Lattice,Bo,7,0.5,413,COLAB,0.5316488035892323,0.6408088235294118
22,Lattice,Bo,7,0.5,413,COLAB,0.5027174418244352,0.7085923217550274
23,Lattice,Bo,7,0.5,413,COLAB,0.45140243782050016,0.4714603409933284
24,Lattice,Bo,7,0.5,413,COLAB,0.5012043762891221,0.6748148148148149
25,Lattice,Bo,7,0.5,413,COLAB,0.48833390637913376,0.6200824278756089
26,Lattice,Bo,7,0.5,413,COLAB,0.5163635276629627,0.6958473625140292
27,Lattice,Bo,7,0.5,413,COLAB,0.5473348071726848,0.7445652173913043
28,Lattice,Bo,7,0.5,413,COLAB,0.49262609900556303,0.5998528870908422
29,Lattice,Bo,7,0.5,413,COLAB,0.4770685327586054,0.6307692307692307
30,Lattice,Bo,7,0.5,413,COLAB,0.47204614087112656,0.6411985018726591
31,Lattice,Bo,7,0.5,413,COLAB,0.4931986635228438,0.5986171761280932
32,Lattice,Bo,7,0.5,413,COLAB,0.5082815477154137,0.6767083027185893
33,Lattice,Bo,7,0.5,413,COLAB,0.5219879604551675,0.6920589292130794
34,Lattice,Bo,7,0.5,413,COLAB,0.4758387598969626,0.6066763425253991
35,Lattice,Bo,7,0.5,413,COLAB,0.519008238113541,0.7249451353328457
36,Lattice,Bo,7,0.5,413,COLAB,0.5156127632363613,0.6357566765578635
37,Lattice,Bo,7,0.5,413,COLAB,0.44574301093719215,0.5050618672665916
38,Lattice,Bo,7,0.5,413,COLAB,0.5073802049554748,0.7194635737586081
39,Lattice,Bo,7,0.5,413,COLAB,0.49664186105806735,0.67853170189099
40,Lattice,Bo,7,0.5,413,COLAB,0.5168240053037311,0.7536124490552056
41,Lattice,Bo,7,0.5,413,COLAB,0.5174602773956611,0.7148175725986597
42,Lattice,Bo,7,0.5,413,COLAB,0.5042988812169529,0.6887812150577711
43,Lattice,Bo,7,0.5,413,COLAB,0.5260184517529887,0.7070443533358182
44,Lattice,Bo,7,0.5,413,COLAB,0.5069873818171337,0.6268601190476191
45,Lattice,Bo,7,0.5,413,COLAB,0.5118962937526061,0.636396526772793
46,Lattice,Bo,7,0.5,413,COLAB,0.5216127706776663,0.7425345957756737
47,Lattice,Bo,7,0.5,413,COLAB,0.48322725188761695,0.5817307692307693
48,Lattice,Bo,7,0.5,413,COLAB,0.4940706671854966,0.6770794128716597
49,Lattice,Bo,7,0.5,413,COLAB,0.49026294484405303,0.6259159274971076
50,Lattice,Bo,7,0.5,413,COLAB,0.5039778623313732,0.6605263157894737
1,Lattice,Bo,7,0.5,413,NOLAB,0.4074974195485466,0.10910058541777541
2,Lattice,Bo,7,0.5,413,NOLAB,0.38387934303801163,0.010131434830230011
3,Lattice,Bo,7,0.5,413,NOLAB,0.4222837033582878,0.3137254901960784
4,Lattice,Bo,7,0.5,413,NOLAB,0.4031330725841181,0.1362742343354875
5,Lattice,Bo,7,0.5,413,NOLAB,0.4372312696039708,0.40462274176408075
6,Lattice,Bo,7,0.5,413,NOLAB,0.42015946666981374,0.13024641213105875
7,Lattice,Bo,7,0.5,413,NOLAB,0.40653475161081243,0.15078729650386977
8,Lattice,Bo,7,0.5,413,NOLAB,0.421073935145587,0.14113455741298986
9,Lattice,Bo,7,0.5,413,NOLAB,0.45120031929899357,0.34118276692534116
10,Lattice,Bo,7,0.5,413,NOLAB,0.4369252729807429,0.2022038567493113
11,Lattice,Bo,7,0.5,413,NOLAB,0.4107710720242792,0.07750209088374686
12,Lattice,Bo,7,0.5,413,NOLAB,0.3421186340264329,0
13,Lattice,Bo,7,0.5,413,NOLAB,0.46500059668633664,0.5591166172906006
14,Lattice,Bo,7,0.5,413,NOLAB,0.4293136450642603,0.286573694284933
15,Lattice,Bo,7,0.5,413,NOLAB,0.38892790658037235,0.04683648315529992
16,Lattice,Bo,7,0.5,413,NOLAB,0.39203783368918294,0.11764705882352941
17,Lattice,Bo,7,0.5,413,NOLAB,0.4223045150263495,0.19625914882081866
18,Lattice,Bo,7,0.5,413,NOLAB,0.41965667511061033,0.13806380638063806
19,Lattice,Bo,7,0.5,413,NOLAB,0.3682196470844744,0.059381098410928354
20,Lattice,Bo,7,0.5,413,NOLAB,0.4093930122051545,0.21195069667738478
21,Lattice,Bo,7,0.5,413,NOLAB,0.4242679954460177,0.19067328918322296
22,Lattice,Bo,7,0.5,413,NOLAB,0.3699144016642226,0
23,Lattice,Bo,7,0.5,413,NOLAB,0.41662805192431945,0.12776280323450134
24,Lattice,Bo,7,0.5,413,NOLAB,0.4389000327239024,0.47801456703533857
25,Lattice,Bo,7,0.5,413,NOLAB,0.3855723696437519,0.12422023325196636
26,Lattice,Bo,7,0.5,413,NOLAB,0.42291058330755776,0.22059651097355093
27,Lattice,Bo,7,0.5,413,NOLAB,0.4635371283542124,0.4394800974817222
28,Lattice,Bo,7,0.5,413,NOLAB,0.3863854888308175,0.1566001639792293
29,Lattice,Bo,7,0.5,413,NOLAB,0.44907411131579156,0.35741971207087486
30,Lattice,Bo,7,0.5,413,NOLAB,0.4286656302318465,0.2202844110544674
31,Lattice,Bo,7,0.5,413,NOLAB,0.4278806456906499,0.27484596839003483
32,Lattice,Bo,7,0.5,413,NOLAB,0.3637352347062994,0.017679558011049725
33,Lattice,Bo,7,0.5,413,NOLAB,0.43584936251356937,0.31248277762469
34,Lattice,Bo,7,0.5,413,NOLAB,0.421073935145587,0.14113455741298986
35,Lattice,Bo,7,0.5,413,NOLAB,0.42667331491484034,0.3798076923076923
36,Lattice,Bo,7,0.5,413,NOLAB,0.39668011837503364,0.05694444444444444
37,Lattice,Bo,7,0.5,413,NOLAB,0.41779862792574657,0.145
38,Lattice,Bo,7,0.5,413,NOLAB,0.4266258057280086,0.23678474114441417
39,Lattice,Bo,7,0.5,413,NOLAB,0.3236027815800282,0
40,Lattice,Bo,7,0.5,413,NOLAB,0.37550240092612974,0.08501683501683502
41,Lattice,Bo,7,0.5,413,NOLAB,0.3986851622355006,0.13155748844794782
42,Lattice,Bo,7,0.5,413,NOLAB,0.44136281402477856,0.35224456072707244
43,Lattice,Bo,7,0.5,413,NOLAB,0.42655039673804807,0.36985930735930733
44,Lattice,Bo,7,0.5,413,NOLAB,0.36257066095535034,0.03718199608610567
45,Lattice,Bo,7,0.5,413,NOLAB,0.38880022223975325,0.02422723475355054
46,Lattice,Bo,7,0.5,413,NOLAB,0.34818927429493063,0.001669449081803005
47,Lattice,Bo,7,0.5,413,NOLAB,0.36672110545958797,0
48,Lattice,Bo,7,0.5,413,NOLAB,0.4251852736720713,0.1461100569259962
49,Lattice,Bo,7,0.5,413,NOLAB,0.38236163933266176,0.12324234904880066
50,Lattice,Bo,7,0.5,413,NOLAB,0.39551677066300506,0.13887355052457206
1,Lattice,Bo,13,0.5,484,COLAB,0.20185278329416456,0
2,Lattice,Bo,13,0.5,484,COLAB,0.20361106871061294,0
3,Lattice,Bo,13,0.5,484,COLAB,0.20578424383245766,0
4,Lattice,Bo,13,0.5,484,COLAB,0.24079136784230748,0
5,Lattice,Bo,13,0.5,484,COLAB,0.18625167725007905,0
6,Lattice,Bo,13,0.5,484,COLAB,0.1705104312836698,0
7,Lattice,Bo,13,0.5,484,COLAB,0.1989194325363504,0
8,Lattice,Bo,13,0.5,484,COLAB,0.20089703948381193,0
9,Lattice,Bo,13,0.5,484,COLAB,0.22742680322361122,0
10,Lattice,Bo,13,0.5,484,COLAB,0.12745691419414956,0
11,Lattice,Bo,13,0.5,484,COLAB,0.20869381907666898,0
12,Lattice,Bo,13,0.5,484,COLAB,0.2070427796635183,0
13,Lattice,Bo,13,0.5,484,COLAB,0.2076596970143456,0
14,Lattice,Bo,13,0.5,484,COLAB,0.20916599993742432,0
15,Lattice,Bo,13,0.5,484,COLAB,0.21132886677899917,0
16,Lattice,Bo,13,0.5,484,COLAB,0.22756300799125745,0
17,Lattice,Bo,13,0.5,484,COLAB,0.1708040267276244,0
18,Lattice,Bo,13,0.5,484,COLAB,0.19877023587526216,0
19,Lattice,Bo,13,0.5,484,COLAB,0.1788568591526399,0
20,Lattice,Bo,13,0.5,484,COLAB,0.15428349080386697,0
21,Lattice,Bo,13,0.5,484,COLAB,0.2291225845845931,0
22,Lattice,Bo,13,0.5,484,COLAB,0.21195539224139837,0
23,Lattice,Bo,13,0.5,484,COLAB,0.2092002916869227,0
24,Lattice,Bo,13,0.5,484,COLAB,0.17862835105944075,0
25,Lattice,Bo,13,0.5,484,COLAB,0.15664110158348316,0
26,Lattice,Bo,13,0.5,484,COLAB,0.13962408899117756,0
27,Lattice,Bo,13,0.5,484,COLAB,0.14828744420382725,0
28,Lattice,Bo,13,0.5,484,COLAB,0.18517615233875778,0
29,Lattice,Bo,13,0.5,484,COLAB,0.20548095184411128,0
30,Lattice,Bo,13,0.5,484,COLAB,0.2089157127723906,0
31,Lattice,Bo,13,0.5,484,COLAB,0.19291604999716222,0
32,Lattice,Bo,13,0.5,484,COLAB,0.18262190939954048,0
33,Lattice,Bo,13,0.5,484,COLAB,0.21125417476249744,0
34,Lattice,Bo,13,0.5,484,COLAB,0.20089703948381193,0
35,Lattice,Bo,13,0.5,484,COLAB,0.18127601734926302,0
36,Lattice,Bo,13,0.5,484,COLAB,0.23057806663278863,0
37,Lattice,Bo,13,0.5,484,COLAB,0.2008372073002755,0
38,Lattice,Bo,13,0.5,484,COLAB,0.21161520200543876,0
39,Lattice,Bo,13,0.5,484,COLAB,0.1841279536413911,0
40,Lattice,Bo,13,0.5,484,COLAB,0.21037534435261707,0
41,Lattice,Bo,13,0.5,484,COLAB,0.21503260674383667,0
42,Lattice,Bo,13,0.5,484,COLAB,0.23790906875235412,0
43,Lattice,Bo,13,0.5,484,COLAB,0.16585137698136848,0
44,Lattice,Bo,13,0.5,484,COLAB,0.20285469951562152,0
45,Lattice,Bo,13,0.5,484,COLAB,0.1920278647886833,0
46,Lattice,Bo,13,0.5,484,COLAB,0.16763493089651074,0
47,Lattice,Bo,13,0.5,484,COLAB,0.2697249658446998,0
48,Lattice,Bo,13,0.5,484,COLAB,0.19708386931928318,0
49,Lattice,Bo,13,0.5,484,COLAB,0.19764384420703715,0
50,Lattice,Bo,13,0.5,484,COLAB,0.20884950430404972,0
1,Lattice,Bo,13,0.5,484,NOLAB,0.1279784489300349,0
2,Lattice,Bo,13,0.5,484,NOLAB,0.07418732782369146,0
3,Lattice,Bo,13,0.5,484,NOLAB,0.09882310511076557,0
4,Lattice,Bo,13,0.5,484,NOLAB,0.09839531680440773,0
5,Lattice,Bo,13,0.5,484,NOLAB,0.10807302321141206,0
6,Lattice,Bo,13,0.5,484,NOLAB,0.14925731046994137,0
7,Lattice,Bo,13,0.5,484,NOLAB,0.10796409472880061,0
8,Lattice,Bo,13,0.5,484,NOLAB,0.09573369988949078,0
9,Lattice,Bo,13,0.5,484,NOLAB,0.11321123349790704,0
10,Lattice,Bo,13,0.5,484,NOLAB,0.11700275942573553,0
11,Lattice,Bo,13,0.5,484,NOLAB,0.1183826808635179,0
12,Lattice,Bo,13,0.5,484,NOLAB,0.12694159917011877,0
13,Lattice,Bo,13,0.5,484,NOLAB,0.10824858303551488,0
14,Lattice,Bo,13,0.5,484,NOLAB,0.10683418382683176,0
15,Lattice,Bo,13,0.5,484,NOLAB,0.11510233420345782,0
16,Lattice,Bo,13,0.5,484,NOLAB,0.074952280937004,0
17,Lattice,Bo,13,0.5,484,NOLAB,0.11045832737869084,0
18,Lattice,Bo,13,0.5,484,NOLAB,0.09213557604901779,0
19,Lattice,Bo,13,0.5,484,NOLAB,0.11228900888275181,0
20,Lattice,Bo,13,0.5,484,NOLAB,0.14227544808352888,0
21,Lattice,Bo,13,0.5,484,NOLAB,0.1049030612763966,0
22,Lattice,Bo,13,0.5,484,NOLAB,0.10854919005455813,0
23,Lattice,Bo,13,0.5,484,NOLAB,0.08556883097230393,0
24,Lattice,Bo,13,0.5,484,NOLAB,0.10588418198129623,0
25,Lattice,Bo,13,0.5,484,NOLAB,0.09999119332212066,0
26,Lattice,Bo,13,0.5,484,NOLAB,0.09637021624023784,0
27,Lattice,Bo,13,0.5,484,NOLAB,0.09969711306235073,0
28,Lattice,Bo,13,0.5,484,NOLAB,0.07598366728348496,0
29,Lattice,Bo,13,0.5,484,NOLAB,0.12740504769012712,0
30,Lattice,Bo,13,0.5,484,NOLAB,0.11131113946956196,0
31,Lattice,Bo,13,0.5,484,NOLAB,0.09812879105787206,0
32,Lattice,Bo,13,0.5,484,NOLAB,0.12023400119617224,0
33,Lattice,Bo,13,0.5,484,NOLAB,0.13450522098309253,0
34,Lattice,Bo,13,0.5,484,NOLAB,0.09573369988949078,0
35,Lattice,Bo,13,0.5,484,NOLAB,0.11402913188762528,0
36,Lattice,Bo,13,0.5,484,NOLAB,0.1208853544772754,0
37,Lattice,Bo,13,0.5,484,NOLAB,0.10891125427383967,0
