replica,network,population,sigma,net_size,colab_cond,true_model,TAT_C
1,Lattice,All,0.2,413,COLAB,13,1
2,Lattice,All,0.2,413,COLAB,13,1
3,Lattice,All,0.2,413,COLAB,13,1
4,Lattice,All,0.2,413,COLAB,13,1
5,Lattice,All,0.2,413,COLAB,13,0.98
6,Lattice,All,0.2,413,COLAB,13,1
7,Lattice,All,0.2,413,COLAB,13,0.98
8,Lattice,All,0.2,413,COLAB,13,0.99
9,Lattice,All,0.2,413,COLAB,13,1
10,Lattice,All,0.2,413,COLAB,13,1
11,Lattice,All,0.2,413,COLAB,13,1
12,Lattice,All,0.2,413,COLAB,13,0.99
13,Lattice,All,0.2,413,COLAB,13,0.99
14,Lattice,All,0.2,413,COLAB,13,0.99
15,Lattice,All,0.2,413,COLAB,13,0.98
16,Lattice,All,0.2,413,COLAB,13,0.99
17,Lattice,All,0.2,413,COLAB,13,1
18,Lattice,All,0.2,413,COLAB,13,1
19,Lattice,All,0.2,413,COLAB,13,0.98
20,Lattice,All,0.2,413,COLAB,13,0.99
21,Lattice,All,0.2,413,COLAB,13,1
22,Lattice,All,0.2,413,COLAB,13,0.98
23,Lattice,All,0.2,413,COLAB,13,1
24,Lattice,All,0.2,413,COLAB,13,0.99
25,Lattice,All,0.2,413,COLAB,13,0.98
26,Lattice,All,0.2,413,COLAB,13,0.99
27,Lattice,All,0.2,413,COLAB,13,0.98
28,Lattice,All,0.2,413,COLAB,13,1
29,Lattice,All,0.2,413,COLAB,13,0.99
30,Lattice,All,0.2,413,COLAB,13,1
31,Lattice,All,0.2,413,COLAB,13,0.96
32,Lattice,All,0.2,413,COLAB,13,1
33,Lattice,All,0.2,413,COLAB,13,0.99
34,Lattice,All,0.2,413,COLAB,13,0.99
35,Lattice,All,0.2,413,COLAB,13,1
36,Lattice,All,0.2,413,COLAB,13,0.97
37,Lattice,All,0.2,413,COLAB,13,0.98
38,Lattice,All,0.2,413,COLAB,13,0.99
39,Lattice,All,0.2,413,COLAB,13,0.99
40,Lattice,All,0.2,413,COLAB,13,0.99
41,Lattice,All,0.2,413,COLAB,13,0.99
42,Lattice,All,0.2,413,COLAB,13,0.99
43,Lattice,All,0.2,413,COLAB,13,1
44,Lattice,All,0.2,413,COLAB,13,0.98
45,Lattice,All,0.2,413,COLAB,13,0.99
46,Lattice,All,0.2,413,COLAB,13,0.99
47,Lattice,All,0.2,413,COLAB,13,1
48,Lattice,All,0.2,413,COLAB,13,0.99
49,Lattice,All,0.2,413,COLAB,13,0.99
50,Lattice,All,0.2,413,COLAB,13,1
1,Lattice,All,0.2,413,NOLAB,13,1
2,Lattice,All,0.2,413,NOLAB,13,0.99
3,Lattice,All,0.2,413,NOLAB,13,1
4,Lattice,All,0.2,413,NOLAB,13,0.99
5,Lattice,All,0.2,413,NOLAB,13,0.99
6,Lattice,All,0.2,413,NOLAB,13,1
7,Lattice,All,0.2,413,NOLAB,13,1
8,Lattice,All,0.2,413,NOLAB,13,1
9,Lattice,All,0.2,413,NOLAB,13,0.98
10,Lattice,All,0.2,413,NOLAB,13,0.99
11,Lattice,All,0.2,413,NOLAB,13,1
12,Lattice,All,0.2,413,NOLAB,13,0.98
13,Lattice,All,0.2,413,NOLAB,13,0.99
14,Lattice,All,0.2,413,NOLAB,13,0.99
15,Lattice,All,0.2,413,NOLAB,13,0.99
16,Lattice,All,0.2,413,NOLAB,13,1
17,Lattice,All,0.2,413,NOLAB,13,0.99
18,Lattice,All,0.2,413,NOLAB,13,0.99
19,Lattice,All,0.2,413,NOLAB,13,1
20,Lattice,All,0.2,413,NOLAB,13,0.99
21,Lattice,All,0.2,413,NOLAB,13,1
22,Lattice,All,0.2,413,NOLAB,13,0.99
23,Lattice,All,0.2,413,NOLAB,13,0.99
24,Lattice,All,0.2,413,NOLAB,13,1
25,Lattice,All,0.2,413,NOLAB,13,0.99
26,Lattice,All,0.2,413,NOLAB,13,0.99
27,Lattice,All,0.2,413,NOLAB,13,0.99
28,Lattice,All,0.2,413,NOLAB,13,0.99
29,Lattice,All,0.2,413,NOLAB,13,1
30,Lattice,All,0.2,413,NOLAB,13,0.99
31,Lattice,All,0.2,413,NOLAB,13,0.99
32,Lattice,All,0.2,413,NOLAB,13,1
33,Lattice,All,0.2,413,NOLAB,13,0.99
34,Lattice,All,0.2,413,NOLAB,13,1
35,Lattice,All,0.2,413,NOLAB,13,1
36,Lattice,All,0.2,413,NOLAB,13,1
37,Lattice,All,0.2,413,NOLAB,13,1
38,Lattice,All,0.2,413,NOLAB,13,1
39,Lattice,All,0.2,413,NOLAB,13,0.99
40,Lattice,All,0.2,413,NOLAB,13,0.99
41,Lattice,All,0.2,413,NOLAB,13,0.99
42,Lattice,All,0.2,413,NOLAB,13,1
43,Lattice,All,0.2,413,NOLAB,13,1
44,Lattice,All,0.2,413,NOLAB,13,0.99
45,Lattice,All,0.2,413,NOLAB,13,0.99
46,Lattice,All,0.2,413,NOLAB,13,0.99
47,Lattice,All,0.2,413,NOLAB,13,1
48,Lattice,All,0.2,413,NOLAB,13,0.99
49,Lattice,All,0.2,413,NOLAB,13,1
50,Lattice,All,0.2,413,NOLAB,13,0.99
1,Lattice,All,0.2,413,COLAB,2,1
2,Lattice,All,0.2,413,COLAB,2,0.99
3,Lattice,All,0.2,413,COLAB,2,0.96
4,Lattice,All,0.2,413,COLAB,2,1
5,Lattice,All,0.2,413,COLAB,2,1
6,Lattice,All,0.2,413,COLAB,2,0.99
7,Lattice,All,0.2,413,COLAB,2,0.98
8,Lattice,All,0.2,413,COLAB,2,1
9,Lattice,All,0.2,413,COLAB,2,0.99
10,Lattice,All,0.2,413,COLAB,2,0.99
11,Lattice,All,0.2,413,COLAB,2,0.99
12,Lattice,All,0.2,413,COLAB,2,1
13,Lattice,All,0.2,413,COLAB,2,0.97
14,Lattice,All,0.2,413,COLAB,2,1
15,Lattice,All,0.2,413,COLAB,2,1
16,Lattice,All,0.2,413,COLAB,2,0.98
17,Lattice,All,0.2,413,COLAB,2,0.99
18,Lattice,All,0.2,413,COLAB,2,0.99
19,Lattice,All,0.2,413,COLAB,2,0.98
20,Lattice,All,0.2,413,COLAB,2,0.99
21,Lattice,All,0.2,413,COLAB,2,0.99
22,Lattice,All,0.2,413,COLAB,2,1
23,Lattice,All,0.2,413,COLAB,2,0.99
24,Lattice,All,0.2,413,COLAB,2,0.99
25,Lattice,All,0.2,413,COLAB,2,1
26,Lattice,All,0.2,413,COLAB,2,0.98
27,Lattice,All,0.2,413,COLAB,2,0.98
28,Lattice,All,0.2,413,COLAB,2,1
29,Lattice,All,0.2,413,COLAB,2,1
30,Lattice,All,0.2,413,COLAB,2,0.98
31,Lattice,All,0.2,413,COLAB,2,0.97
32,Lattice,All,0.2,413,COLAB,2,1
33,Lattice,All,0.2,413,COLAB,2,0.97
34,Lattice,All,0.2,413,COLAB,2,1
35,Lattice,All,0.2,413,COLAB,2,0.98
36,Lattice,All,0.2,413,COLAB,2,0.99
37,Lattice,All,0.2,413,COLAB,2,0.98
38,Lattice,All,0.2,413,COLAB,2,1
39,Lattice,All,0.2,413,COLAB,2,0.96
40,Lattice,All,0.2,413,COLAB,2,0.99
41,Lattice,All,0.2,413,COLAB,2,0.99
42,Lattice,All,0.2,413,COLAB,2,0.98
43,Lattice,All,0.2,413,COLAB,2,0.97
44,Lattice,All,0.2,413,COLAB,2,1
45,Lattice,All,0.2,413,COLAB,2,1
46,Lattice,All,0.2,413,COLAB,2,1
47,Lattice,All,0.2,413,COLAB,2,0.98
48,Lattice,All,0.2,413,COLAB,2,0.99
49,Lattice,All,0.2,413,COLAB,2,0.99
50,Lattice,All,0.2,413,COLAB,2,0.99
1,Lattice,All,0.2,413,NOLAB,2,0.99
2,Lattice,All,0.2,413,NOLAB,2,0.99
3,Lattice,All,0.2,413,NOLAB,2,0.99
4,Lattice,All,0.2,413,NOLAB,2,1
5,Lattice,All,0.2,413,NOLAB,2,1
6,Lattice,All,0.2,413,NOLAB,2,0.97
7,Lattice,All,0.2,413,NOLAB,2,0.99
8,Lattice,All,0.2,413,NOLAB,2,0.99
9,Lattice,All,0.2,413,NOLAB,2,1
10,Lattice,All,0.2,413,NOLAB,2,1
11,Lattice,All,0.2,413,NOLAB,2,0.99
12,Lattice,All,0.2,413,NOLAB,2,1
13,Lattice,All,0.2,413,NOLAB,2,0.98
14,Lattice,All,0.2,413,NOLAB,2,1
15,Lattice,All,0.2,413,NOLAB,2,0.99
16,Lattice,All,0.2,413,NOLAB,2,0.99
17,Lattice,All,0.2,413,NOLAB,2,1
18,Lattice,All,0.2,413,NOLAB,2,1
19,Lattice,All,0.2,413,NOLAB,2,1
20,Lattice,All,0.2,413,NOLAB,2,0.99
21,Lattice,All,0.2,413,NOLAB,2,0.97
22,Lattice,All,0.2,413,NOLAB,2,1
23,Lattice,All,0.2,413,NOLAB,2,0.99
24,Lattice,All,0.2,413,NOLAB,2,0.98
25,Lattice,All,0.2,413,NOLAB,2,0.99
26,Lattice,All,0.2,413,NOLAB,2,1
27,Lattice,All,0.2,413,NOLAB,2,1
28,Lattice,All,0.2,413,NOLAB,2,1
29,Lattice,All,0.2,413,NOLAB,2,0.99
30,Lattice,All,0.2,413,NOLAB,2,1
31,Lattice,All,0.2,413,NOLAB,2,0.99
32,Lattice,All,0.2,413,NOLAB,2,1
33,Lattice,All,0.2,413,NOLAB,2,0.99
34,Lattice,All,0.2,413,NOLAB,2,0.99
35,Lattice,All,0.2,413,NOLAB,2,1
36,Lattice,All,0.2,413,NOLAB,2,0.97
37,Lattice,All,0.2,413,NOLAB,2,0.99
38,Lattice,All,0.2,413,NOLAB,2,0.99
39,Lattice,All,0.2,413,NOLAB,2,1
40,Lattice,All,0.2,413,NOLAB,2,0.99
41,Lattice,All,0.2,413,NOLAB,2,1
42,Lattice,All,0.2,413,NOLAB,2,0.99
43,Lattice,All,0.2,413,NOLAB,2,1
44,Lattice,All,0.2,413,NOLAB,2,0.99
45,Lattice,All,0.2,413,NOLAB,2,1
46,Lattice,All,0.2,413,NOLAB,2,0.99
47,Lattice,All,0.2,413,NOLAB,2,0.99
48,Lattice,All,0.2,413,NOLAB,2,1
49,Lattice,All,0.2,413,NOLAB,2,0.99
50,Lattice,All,0.2,413,NOLAB,2,1
1,Lattice,All,0.2,413,COLAB,7,0.98
2,Lattice,All,0.2,413,COLAB,7,0.97
3,Lattice,All,0.2,413,COLAB,7,1
4,Lattice,All,0.2,413,COLAB,7,0.98
5,Lattice,All,0.2,413,COLAB,7,1
6,Lattice,All,0.2,413,COLAB,7,0.97
7,Lattice,All,0.2,413,COLAB,7,0.99
8,Lattice,All,0.2,413,COLAB,7,0.99
9,Lattice,All,0.2,413,COLAB,7,0.99
10,Lattice,All,0.2,413,COLAB,7,1
11,Lattice,All,0.2,413,COLAB,7,0.97
12,Lattice,All,0.2,413,COLAB,7,0.99
13,Lattice,All,0.2,413,COLAB,7,0.97
14,Lattice,All,0.2,413,COLAB,7,1
15,Lattice,All,0.2,413,COLAB,7,0.98
16,Lattice,All,0.2,413,COLAB,7,1
17,Lattice,All,0.2,413,COLAB,7,0.98
18,Lattice,All,0.2,413,COLAB,7,0.98
19,Lattice,All,0.2,413,COLAB,7,0.99
20,Lattice,All,0.2,413,COLAB,7,0.99
21,Lattice,All,0.2,413,COLAB,7,0.98
22,Lattice,All,0.2,413,COLAB,7,1
23,Lattice,All,0.2,413,COLAB,7,0.97
24,Lattice,All,0.2,413,COLAB,7,0.98
25,Lattice,All,0.2,413,COLAB,7,0.98
26,Lattice,All,0.2,413,COLAB,7,1
27,Lattice,All,0.2,413,COLAB,7,0.98
28,Lattice,All,0.2,413,COLAB,7,1
29,Lattice,All,0.2,413,COLAB,7,0.96
30,Lattice,All,0.2,413,COLAB,7,0.98
31,Lattice,All,0.2,413,COLAB,7,0.99
32,Lattice,All,0.2,413,COLAB,7,0.96
33,Lattice,All,0.2,413,COLAB,7,0.99
34,Lattice,All,0.2,413,COLAB,7,0.99
35,Lattice,All,0.2,413,COLAB,7,0.99
36,Lattice,All,0.2,413,COLAB,7,1
37,Lattice,All,0.2,413,COLAB,7,0.97
38,Lattice,All,0.2,413,COLAB,7,0.99
39,Lattice,All,0.2,413,COLAB,7,0.99
40,Lattice,All,0.2,413,COLAB,7,1
41,Lattice,All,0.2,413,COLAB,7,0.99
42,Lattice,All,0.2,413,COLAB,7,0.94
43,Lattice,All,0.2,413,COLAB,7,0.98
44,Lattice,All,0.2,413,COLAB,7,0.96
45,Lattice,All,0.2,413,COLAB,7,1
46,Lattice,All,0.2,413,COLAB,7,0.98
47,Lattice,All,0.2,413,COLAB,7,0.99
48,Lattice,All,0.2,413,COLAB,7,0.99
49,Lattice,All,0.2,413,COLAB,7,1
50,Lattice,All,0.2,413,COLAB,7,0.98
1,Lattice,All,0.2,413,NOLAB,7,0.99
2,Lattice,All,0.2,413,NOLAB,7,0.98
3,Lattice,All,0.2,413,NOLAB,7,1
4,Lattice,All,0.2,413,NOLAB,7,1
5,Lattice,All,0.2,413,NOLAB,7,0.99
6,Lattice,All,0.2,413,NOLAB,7,0.98
7,Lattice,All,0.2,413,NOLAB,7,0.98
8,Lattice,All,0.2,413,NOLAB,7,0.98
9,Lattice,All,0.2,413,NOLAB,7,0.99
10,Lattice,All,0.2,413,NOLAB,7,1
11,Lattice,All,0.2,413,NOLAB,7,0.98
12,Lattice,All,0.2,413,NOLAB,7,0.98
13,Lattice,All,0.2,413,NOLAB,7,1
14,Lattice,All,0.2,413,NOLAB,7,0.97
15,Lattice,All,0.2,413,NOLAB,7,1
16,Lattice,All,0.2,413,NOLAB,7,0.99
17,Lattice,All,0.2,413,NOLAB,7,0.96
18,Lattice,All,0.2,413,NOLAB,7,0.98
19,Lattice,All,0.2,413,NOLAB,7,1
20,Lattice,All,0.2,413,NOLAB,7,0.99
21,Lattice,All,0.2,413,NOLAB,7,1
22,Lattice,All,0.2,413,NOLAB,7,0.99
23,Lattice,All,0.2,413,NOLAB,7,0.97
24,Lattice,All,0.2,413,NOLAB,7,0.97
25,Lattice,All,0.2,413,NOLAB,7,0.99
26,Lattice,All,0.2,413,NOLAB,7,1
27,Lattice,All,0.2,413,NOLAB,7,0.98
28,Lattice,All,0.2,413,NOLAB,7,0.98
29,Lattice,All,0.2,413,NOLAB,7,0.98
30,Lattice,All,0.2,413,NOLAB,7,0.99
31,Lattice,All,0.2,413,NOLAB,7,0.97
32,Lattice,All,0.2,413,NOLAB,7,0.98
33,Lattice,All,0.2,413,NOLAB,7,1
34,Lattice,All,0.2,413,NOLAB,7,0.98
35,Lattice,All,0.2,413,NOLAB,7,0.97
36,Lattice,All,0.2,413,NOLAB,7,0.99
37,Lattice,All,0.2,413,NOLAB,7,1
38,Lattice,All,0.2,413,NOLAB,7,0.98
39,Lattice,All,0.2,413,NOLAB,7,1
40,Lattice,All,0.2,413,NOLAB,7,0.99
41,Lattice,All,0.2,413,NOLAB,7,0.99
42,Lattice,All,0.2,413,NOLAB,7,0.98
43,Lattice,All,0.2,413,NOLAB,7,0.97
44,Lattice,All,0.2,413,NOLAB,7,1
45,Lattice,All,0.2,413,NOLAB,7,1
46,Lattice,All,0.2,413,NOLAB,7,0.98
47,Lattice,All,0.2,413,NOLAB,7,0.99
48,Lattice,All,0.2,413,NOLAB,7,0.99
49,Lattice,All,0.2,413,NOLAB,7,0.99
50,Lattice,All,0.2,413,NOLAB,7,1
1,Lattice,All,0.2,484,COLAB,13,0.97
2,Lattice,All,0.2,484,COLAB,13,1
3,Lattice,All,0.2,484,COLAB,13,0.99
4,Lattice,All,0.2,484,COLAB,13,0.98
5,Lattice,All,0.2,484,COLAB,13,1
6,Lattice,All,0.2,484,COLAB,13,0.99
7,Lattice,All,0.2,484,COLAB,13,1
8,Lattice,All,0.2,484,COLAB,13,0.99
9,Lattice,All,0.2,484,COLAB,13,0.99
10,Lattice,All,0.2,484,COLAB,13,0.99
11,Lattice,All,0.2,484,COLAB,13,0.99
12,Lattice,All,0.2,484,COLAB,13,1
13,Lattice,All,0.2,484,COLAB,13,0.99
14,Lattice,All,0.2,484,COLAB,13,0.98
15,Lattice,All,0.2,484,COLAB,13,1
16,Lattice,All,0.2,484,COLAB,13,0.97
17,Lattice,All,0.2,484,COLAB,13,0.98
18,Lattice,All,0.2,484,COLAB,13,0.98
19,Lattice,All,0.2,484,COLAB,13,0.99
20,Lattice,All,0.2,484,COLAB,13,1
21,Lattice,All,0.2,484,COLAB,13,1
22,Lattice,All,0.2,484,COLAB,13,1
23,Lattice,All,0.2,484,COLAB,13,0.98
24,Lattice,All,0.2,484,COLAB,13,0.99
25,Lattice,All,0.2,484,COLAB,13,1
26,Lattice,All,0.2,484,COLAB,13,1
27,Lattice,All,0.2,484,COLAB,13,0.99
28,Lattice,All,0.2,484,COLAB,13,0.98
29,Lattice,All,0.2,484,COLAB,13,1
30,Lattice,All,0.2,484,COLAB,13,0.99
31,Lattice,All,0.2,484,COLAB,13,0.99
32,Lattice,All,0.2,484,COLAB,13,1
33,Lattice,All,0.2,484,COLAB,13,1
34,Lattice,All,0.2,484,COLAB,13,0.99
35,Lattice,All,0.2,484,COLAB,13,1
36,Lattice,All,0.2,484,COLAB,13,1
37,Lattice,All,0.2,484,COLAB,13,1
38,Lattice,All,0.2,484,COLAB,13,1
39,Lattice,All,0.2,484,COLAB,13,1
40,Lattice,All,0.2,484,COLAB,13,0.99
41,Lattice,All,0.2,484,COLAB,13,0.99
42,Lattice,All,0.2,484,COLAB,13,1
43,Lattice,All,0.2,484,COLAB,13,1
44,Lattice,All,0.2,484,COLAB,13,0.99
45,Lattice,All,0.2,484,COLAB,13,1
46,Lattice,All,0.2,484,COLAB,13,0.99
47,Lattice,All,0.2,484,COLAB,13,0.97
48,Lattice,All,0.2,484,COLAB,13,0.99
49,Lattice,All,0.2,484,COLAB,13,0.98
50,Lattice,All,0.2,484,COLAB,13,0.97
1,Lattice,All,0.2,484,NOLAB,13,1
2,Lattice,All,0.2,484,NOLAB,13,1
3,Lattice,All,0.2,484,NOLAB,13,1
4,Lattice,All,0.2,484,NOLAB,13,0.99
5,Lattice,All,0.2,484,NOLAB,13,1
6,Lattice,All,0.2,484,NOLAB,13,0.99
7,Lattice,All,0.2,484,NOLAB,13,1
8,Lattice,All,0.2,484,NOLAB,13,1
9,Lattice,All,0.2,484,NOLAB,13,1
10,Lattice,All,0.2,484,NOLAB,13,0.99
11,Lattice,All,0.2,484,NOLAB,13,0.99
12,Lattice,All,0.2,484,NOLAB,13,0.99
13,Lattice,All,0.2,484,NOLAB,13,0.99
14,Lattice,All,0.2,484,NOLAB,13,1
15,Lattice,All,0.2,484,NOLAB,13,1
16,Lattice,All,0.2,484,NOLAB,13,0.98
17,Lattice,All,0.2,484,NOLAB,13,0.99
18,Lattice,All,0.2,484,NOLAB,13,0.98
19,Lattice,All,0.2,484,NOLAB,13,0.98
20,Lattice,All,0.2,484,NOLAB,13,1
21,Lattice,All,0.2,484,NOLAB,13,0.98
22,Lattice,All,0.2,484,NOLAB,13,0.99
23,Lattice,All,0.2,484,NOLAB,13,0.99
24,Lattice,All,0.2,484,NOLAB,13,0.99
25,Lattice,All,0.2,484,NOLAB,13,1
26,Lattice,All,0.2,484,NOLAB,13,1
27,Lattice,All,0.2,484,NOLAB,13,0.99
28,Lattice,All,0.2,484,NOLAB,13,0.99
29,Lattice,All,0.2,484,NOLAB,13,1
30,Lattice,All,0.2,484,NOLAB,13,1
31,Lattice,All,0.2,484,NOLAB,13,0.99
32,Lattice,All,0.2,484,NOLAB,13,1
33,Lattice,All,0.2,484,NOLAB,13,0.98
34,Lattice,All,0.2,484,NOLAB,13,1
35,Lattice,All,0.2,484,NOLAB,13,1
36,Lattice,All,0.2,484,NOLAB,13,0.98
37,Lattice,All,0.2,484,NOLAB,13,0.98
38,Lattice,All,0.2,484,NOLAB,13,0.99
39,Lattice,All,0.2,484,NOLAB,13,1
40,Lattice,All,0.2,484,NOLAB,13,1
41,Lattice,All,0.2,484,NOLAB,13,1
42,Lattice,All,0.2,484,NOLAB,13,0.99
43,Lattice,All,0.2,484,NOLAB,13,1
44,Lattice,All,0.2,484,NOLAB,13,0.99
45,Lattice,All,0.2,484,NOLAB,13,0.97
46,Lattice,All,0.2,484,NOLAB,13,0.99
47,Lattice,All,0.2,484,NOLAB,13,0.98
48,Lattice,All,0.2,484,NOLAB,13,1
49,Lattice,All,0.2,484,NOLAB,13,0.97
50,Lattice,All,0.2,484,NOLAB,13,0.99
1,Lattice,All,0.2,484,COLAB,2,0.98
2,Lattice,All,0.2,484,COLAB,2,1
3,Lattice,All,0.2,484,COLAB,2,0.99
4,Lattice,All,0.2,484,COLAB,2,0.99
5,Lattice,All,0.2,484,COLAB,2,0.99
6,Lattice,All,0.2,484,COLAB,2,1
7,Lattice,All,0.2,484,COLAB,2,0.98
8,Lattice,All,0.2,484,COLAB,2,0.97
9,Lattice,All,0.2,484,COLAB,2,1
10,Lattice,All,0.2,484,COLAB,2,1
11,Lattice,All,0.2,484,COLAB,2,0.97
12,Lattice,All,0.2,484,COLAB,2,0.99
13,Lattice,All,0.2,484,COLAB,2,0.99
14,Lattice,All,0.2,484,COLAB,2,0.99
15,Lattice,All,0.2,484,COLAB,2,0.96
16,Lattice,All,0.2,484,COLAB,2,0.99
17,Lattice,All,0.2,484,COLAB,2,0.99
18,Lattice,All,0.2,484,COLAB,2,0.99
19,Lattice,All,0.2,484,COLAB,2,0.98
20,Lattice,All,0.2,484,COLAB,2,1
21,Lattice,All,0.2,484,COLAB,2,1
22,Lattice,All,0.2,484,COLAB,2,0.99
23,Lattice,All,0.2,484,COLAB,2,0.99
24,Lattice,All,0.2,484,COLAB,2,0.99
25,Lattice,All,0.2,484,COLAB,2,0.98
26,Lattice,All,0.2,484,COLAB,2,1
27,Lattice,All,0.2,484,COLAB,2,1
28,Lattice,All,0.2,484,COLAB,2,0.99
29,Lattice,All,0.2,484,COLAB,2,0.98
30,Lattice,All,0.2,484,COLAB,2,0.99
31,Lattice,All,0.2,484,COLAB,2,1
32,Lattice,All,0.2,484,COLAB,2,1
33,Lattice,All,0.2,484,COLAB,2,0.98
34,Lattice,All,0.2,484,COLAB,2,0.97
35,Lattice,All,0.2,484,COLAB,2,0.99
36,Lattice,All,0.2,484,COLAB,2,1
37,Lattice,All,0.2,484,COLAB,2,0.99
38,Lattice,All,0.2,484,COLAB,2,1
39,Lattice,All,0.2,484,COLAB,2,0.99
40,Lattice,All,0.2,484,COLAB,2,0.99
41,Lattice,All,0.2,484,COLAB,2,0.97
42,Lattice,All,0.2,484,COLAB,2,0.98
43,Lattice,All,0.2,484,COLAB,2,0.99
44,Lattice,All,0.2,484,COLAB,2,0.99
45,Lattice,All,0.2,484,COLAB,2,0.99
46,Lattice,All,0.2,484,COLAB,2,0.98
47,Lattice,All,0.2,484,COLAB,2,1
48,Lattice,All,0.2,484,COLAB,2,0.99
49,Lattice,All,0.2,484,COLAB,2,0.99
50,Lattice,All,0.2,484,COLAB,2,1
1,Lattice,All,0.2,484,NOLAB,2,1
2,Lattice,All,0.2,484,NOLAB,2,1
3,Lattice,All,0.2,484,NOLAB,2,1
4,Lattice,All,0.2,484,NOLAB,2,0.99
5,Lattice,All,0.2,484,NOLAB,2,1
6,Lattice,All,0.2,484,NOLAB,2,1
7,Lattice,All,0.2,484,NOLAB,2,0.99
8,Lattice,All,0.2,484,NOLAB,2,0.99
9,Lattice,All,0.2,484,NOLAB,2,1
10,Lattice,All,0.2,484,NOLAB,2,1
11,Lattice,All,0.2,484,NOLAB,2,1
12,Lattice,All,0.2,484,NOLAB,2,0.98
13,Lattice,All,0.2,484,NOLAB,2,0.99
14,Lattice,All,0.2,484,NOLAB,2,1
15,Lattice,All,0.2,484,NOLAB,2,0.99
16,Lattice,All,0.2,484,NOLAB,2,0.99
17,Lattice,All,0.2,484,NOLAB,2,0.98
18,Lattice,All,0.2,484,NOLAB,2,1
19,Lattice,All,0.2,484,NOLAB,2,0.99
20,Lattice,All,0.2,484,NOLAB,2,1
21,Lattice,All,0.2,484,NOLAB,2,0.99
22,Lattice,All,0.2,484,NOLAB,2,1
23,Lattice,All,0.2,484,NOLAB,2,1
24,Lattice,All,0.2,484,NOLAB,2,0.99
25,Lattice,All,0.2,484,NOLAB,2,1
26,Lattice,All,0.2,484,NOLAB,2,0.99
27,Lattice,All,0.2,484,NOLAB,2,0.99
28,Lattice,All,0.2,484,NOLAB,2,1
29,Lattice,All,0.2,484,NOLAB,2,1
30,Lattice,All,0.2,484,NOLAB,2,0.99
31,Lattice,All,0.2,484,NOLAB,2,0.99
32,Lattice,All,0.2,484,NOLAB,2,1
33,Lattice,All,0.2,484,NOLAB,2,0.99
34,Lattice,All,0.2,484,NOLAB,2,0.99
35,Lattice,All,0.2,484,NOLAB,2,1
36,Lattice,All,0.2,484,NOLAB,2,1
37,Lattice,All,0.2,484,NOLAB,2,1
38,Lattice,All,0.2,484,NOLAB,2,0.98
39,Lattice,All,0.2,484,NOLAB,2,1
40,Lattice,All,0.2,484,NOLAB,2,0.99
41,Lattice,All,0.2,484,NOLAB,2,1
42,Lattice,All,0.2,484,NOLAB,2,0.98
43,Lattice,All,0.2,484,NOLAB,2,0.99
44,Lattice,All,0.2,484,NOLAB,2,0.99
45,Lattice,All,0.2,484,NOLAB,2,0.99
46,Lattice,All,0.2,484,NOLAB,2,0.99
47,Lattice,All,0.2,484,NOLAB,2,1
48,Lattice,All,0.2,484,NOLAB,2,1
49,Lattice,All,0.2,484,NOLAB,2,0.99
50,Lattice,All,0.2,484,NOLAB,2,1
1,Lattice,All,0.2,484,COLAB,7,0.98
2,Lattice,All,0.2,484,COLAB,7,0.99
3,Lattice,All,0.2,484,COLAB,7,0.96
4,Lattice,All,0.2,484,COLAB,7,0.94
5,Lattice,All,0.2,484,COLAB,7,0.97
6,Lattice,All,0.2,484,COLAB,7,1
7,Lattice,All,0.2,484,COLAB,7,0.97
8,Lattice,All,0.2,484,COLAB,7,0.96
9,Lattice,All,0.2,484,COLAB,7,0.98
10,Lattice,All,0.2,484,COLAB,7,1
11,Lattice,All,0.2,484,COLAB,7,0.99
12,Lattice,All,0.2,484,COLAB,7,0.99
13,Lattice,All,0.2,484,COLAB,7,0.98
14,Lattice,All,0.2,484,COLAB,7,0.99
15,Lattice,All,0.2,484,COLAB,7,0.99
16,Lattice,All,0.2,484,COLAB,7,1
17,Lattice,All,0.2,484,COLAB,7,0.99
18,Lattice,All,0.2,484,COLAB,7,0.96
19,Lattice,All,0.2,484,COLAB,7,0.99
20,Lattice,All,0.2,484,COLAB,7,0.99
21,Lattice,All,0.2,484,COLAB,7,1
22,Lattice,All,0.2,484,COLAB,7,0.98
23,Lattice,All,0.2,484,COLAB,7,0.98
24,Lattice,All,0.2,484,COLAB,7,0.99
25,Lattice,All,0.2,484,COLAB,7,0.97
26,Lattice,All,0.2,484,COLAB,7,1
27,Lattice,All,0.2,484,COLAB,7,0.94
28,Lattice,All,0.2,484,COLAB,7,0.97
29,Lattice,All,0.2,484,COLAB,7,0.99
30,Lattice,All,0.2,484,COLAB,7,0.99
31,Lattice,All,0.2,484,COLAB,7,0.97
32,Lattice,All,0.2,484,COLAB,7,0.95
33,Lattice,All,0.2,484,COLAB,7,0.96
34,Lattice,All,0.2,484,COLAB,7,0.96
35,Lattice,All,0.2,484,COLAB,7,0.99
36,Lattice,All,0.2,484,COLAB,7,0.99
37,Lattice,All,0.2,484,COLAB,7,0.95
38,Lattice,All,0.2,484,COLAB,7,0.98
39,Lattice,All,0.2,484,COLAB,7,1
40,Lattice,All,0.2,484,COLAB,7,1
41,Lattice,All,0.2,484,COLAB,7,1
42,Lattice,All,0.2,484,COLAB,7,0.99
