replica,network,population,sigma,net_size,colab_cond,true_model,TAT_C
10,Small,All,0.8,413,NOLAB,7,0
11,Small,All,0.8,413,NOLAB,7,0
12,Small,All,0.8,413,NOLAB,7,0
13,Small,All,0.8,413,NOLAB,7,0
14,Small,All,0.8,413,NOLAB,7,0
15,Small,All,0.8,413,NOLAB,7,0
16,Small,All,0.8,413,NOLAB,7,0
17,Small,All,0.8,413,NOLAB,7,0
18,Small,All,0.8,413,NOLAB,7,0
19,Small,All,0.8,413,NOLAB,7,0
20,Small,All,0.8,413,NOLAB,7,0
21,Small,All,0.8,413,NOLAB,7,0
22,Small,All,0.8,413,NOLAB,7,0
23,Small,All,0.8,413,NOLAB,7,0
24,Small,All,0.8,413,NOLAB,7,0
25,Small,All,0.8,413,NOLAB,7,0
26,Small,All,0.8,413,NOLAB,7,0
27,Small,All,0.8,413,NOLAB,7,0
28,Small,All,0.8,413,NOLAB,7,0
29,Small,All,0.8,413,NOLAB,7,0
30,Small,All,0.8,413,NOLAB,7,0
31,Small,All,0.8,413,NOLAB,7,0
32,Small,All,0.8,413,NOLAB,7,0
33,Small,All,0.8,413,NOLAB,7,0
34,Small,All,0.8,413,NOLAB,7,0
35,Small,All,0.8,413,NOLAB,7,0
36,Small,All,0.8,413,NOLAB,7,0
37,Small,All,0.8,413,NOLAB,7,0
38,Small,All,0.8,413,NOLAB,7,0
39,Small,All,0.8,413,NOLAB,7,0
40,Small,All,0.8,413,NOLAB,7,0
41,Small,All,0.8,413,NOLAB,7,0
42,Small,All,0.8,413,NOLAB,7,0
43,Small,All,0.8,413,NOLAB,7,0
44,Small,All,0.8,413,NOLAB,7,0
45,Small,All,0.8,413,NOLAB,7,0
46,Small,All,0.8,413,NOLAB,7,0
47,Small,All,0.8,413,NOLAB,7,0
48,Small,All,0.8,413,NOLAB,7,0
49,Small,All,0.8,413,NOLAB,7,0
50,Small,All,0.8,413,NOLAB,7,0
1,Small,All,0.8,484,COLAB,13,0
2,Small,All,0.8,484,COLAB,13,0
3,Small,All,0.8,484,COLAB,13,0
4,Small,All,0.8,484,COLAB,13,0
5,Small,All,0.8,484,COLAB,13,0
6,Small,All,0.8,484,COLAB,13,0
7,Small,All,0.8,484,COLAB,13,0
8,Small,All,0.8,484,COLAB,13,0
9,Small,All,0.8,484,COLAB,13,0
10,Small,All,0.8,484,COLAB,13,0
11,Small,All,0.8,484,COLAB,13,0
12,Small,All,0.8,484,COLAB,13,0
13,Small,All,0.8,484,COLAB,13,0
14,Small,All,0.8,484,COLAB,13,0
15,Small,All,0.8,484,COLAB,13,0
16,Small,All,0.8,484,COLAB,13,0
17,Small,All,0.8,484,COLAB,13,0
18,Small,All,0.8,484,COLAB,13,0
19,Small,All,0.8,484,COLAB,13,0
20,Small,All,0.8,484,COLAB,13,0
21,Small,All,0.8,484,COLAB,13,0
22,Small,All,0.8,484,COLAB,13,0
23,Small,All,0.8,484,COLAB,13,0
24,Small,All,0.8,484,COLAB,13,0
25,Small,All,0.8,484,COLAB,13,0
26,Small,All,0.8,484,COLAB,13,0
27,Small,All,0.8,484,COLAB,13,0
28,Small,All,0.8,484,COLAB,13,0
29,Small,All,0.8,484,COLAB,13,0
30,Small,All,0.8,484,COLAB,13,0
31,Small,All,0.8,484,COLAB,13,0
32,Small,All,0.8,484,COLAB,13,0
33,Small,All,0.8,484,COLAB,13,0
34,Small,All,0.8,484,COLAB,13,0
35,Small,All,0.8,484,COLAB,13,0
36,Small,All,0.8,484,COLAB,13,0
37,Small,All,0.8,484,COLAB,13,0
38,Small,All,0.8,484,COLAB,13,0
39,Small,All,0.8,484,COLAB,13,0
40,Small,All,0.8,484,COLAB,13,0
41,Small,All,0.8,484,COLAB,13,0
42,Small,All,0.8,484,COLAB,13,0
43,Small,All,0.8,484,COLAB,13,0
44,Small,All,0.8,484,COLAB,13,0
45,Small,All,0.8,484,COLAB,13,0
46,Small,All,0.8,484,COLAB,13,0
47,Small,All,0.8,484,COLAB,13,0
48,Small,All,0.8,484,COLAB,13,0
49,Small,All,0.8,484,COLAB,13,0
50,Small,All,0.8,484,COLAB,13,0
1,Small,All,0.8,484,NOLAB,13,0
2,Small,All,0.8,484,NOLAB,13,0
3,Small,All,0.8,484,NOLAB,13,0
4,Small,All,0.8,484,NOLAB,13,0
5,Small,All,0.8,484,NOLAB,13,0
6,Small,All,0.8,484,NOLAB,13,0
7,Small,All,0.8,484,NOLAB,13,0
8,Small,All,0.8,484,NOLAB,13,0
9,Small,All,0.8,484,NOLAB,13,0
10,Small,All,0.8,484,NOLAB,13,0
11,Small,All,0.8,484,NOLAB,13,0
12,Small,All,0.8,484,NOLAB,13,0
13,Small,All,0.8,484,NOLAB,13,0
14,Small,All,0.8,484,NOLAB,13,0
15,Small,All,0.8,484,NOLAB,13,0
16,Small,All,0.8,484,NOLAB,13,0
17,Small,All,0.8,484,NOLAB,13,0
18,Small,All,0.8,484,NOLAB,13,0
19,Small,All,0.8,484,NOLAB,13,0
20,Small,All,0.8,484,NOLAB,13,0
21,Small,All,0.8,484,NOLAB,13,0
22,Small,All,0.8,484,NOLAB,13,0
23,Small,All,0.8,484,NOLAB,13,0
24,Small,All,0.8,484,NOLAB,13,0
25,Small,All,0.8,484,NOLAB,13,0
26,Small,All,0.8,484,NOLAB,13,0
27,Small,All,0.8,484,NOLAB,13,0
28,Small,All,0.8,484,NOLAB,13,0
29,Small,All,0.8,484,NOLAB,13,0
30,Small,All,0.8,484,NOLAB,13,0
31,Small,All,0.8,484,NOLAB,13,0
32,Small,All,0.8,484,NOLAB,13,0
33,Small,All,0.8,484,NOLAB,13,0
34,Small,All,0.8,484,NOLAB,13,0
35,Small,All,0.8,484,NOLAB,13,0
36,Small,All,0.8,484,NOLAB,13,0
37,Small,All,0.8,484,NOLAB,13,0
38,Small,All,0.8,484,NOLAB,13,0
39,Small,All,0.8,484,NOLAB,13,0
40,Small,All,0.8,484,NOLAB,13,0
41,Small,All,0.8,484,NOLAB,13,0
42,Small,All,0.8,484,NOLAB,13,0
43,Small,All,0.8,484,NOLAB,13,0
44,Small,All,0.8,484,NOLAB,13,0
45,Small,All,0.8,484,NOLAB,13,0
46,Small,All,0.8,484,NOLAB,13,0
47,Small,All,0.8,484,NOLAB,13,0
48,Small,All,0.8,484,NOLAB,13,0
49,Small,All,0.8,484,NOLAB,13,0
50,Small,All,0.8,484,NOLAB,13,0
1,Small,All,0.8,484,COLAB,2,0.01
2,Small,All,0.8,484,COLAB,2,0.05
3,Small,All,0.8,484,COLAB,2,0
4,Small,All,0.8,484,COLAB,2,0.07
5,Small,All,0.8,484,COLAB,2,0.06
6,Small,All,0.8,484,COLAB,2,0.01
7,Small,All,0.8,484,COLAB,2,0.04
8,Small,All,0.8,484,COLAB,2,0.02
9,Small,All,0.8,484,COLAB,2,0
10,Small,All,0.8,484,COLAB,2,0
11,Small,All,0.8,484,COLAB,2,0.02
12,Small,All,0.8,484,COLAB,2,0.06
13,Small,All,0.8,484,COLAB,2,0
14,Small,All,0.8,484,COLAB,2,0.01
15,Small,All,0.8,484,COLAB,2,0.06
16,Small,All,0.8,484,COLAB,2,0.02
17,Small,All,0.8,484,COLAB,2,0.01
18,Small,All,0.8,484,COLAB,2,0.08
19,Small,All,0.8,484,COLAB,2,0
20,Small,All,0.8,484,COLAB,2,0.02
21,Small,All,0.8,484,COLAB,2,0.06
22,Small,All,0.8,484,COLAB,2,0.01
23,Small,All,0.8,484,COLAB,2,0.11
24,Small,All,0.8,484,COLAB,2,0.04
25,Small,All,0.8,484,COLAB,2,0.03
26,Small,All,0.8,484,COLAB,2,0.08
27,Small,All,0.8,484,COLAB,2,0.03
28,Small,All,0.8,484,COLAB,2,0
29,Small,All,0.8,484,COLAB,2,0.09
30,Small,All,0.8,484,COLAB,2,0
31,Small,All,0.8,484,COLAB,2,0
32,Small,All,0.8,484,COLAB,2,0.01
33,Small,All,0.8,484,COLAB,2,0.04
34,Small,All,0.8,484,COLAB,2,0.02
35,Small,All,0.8,484,COLAB,2,0.01
36,Small,All,0.8,484,COLAB,2,0.01
37,Small,All,0.8,484,COLAB,2,0.01
38,Small,All,0.8,484,COLAB,2,0.01
39,Small,All,0.8,484,COLAB,2,0.02
40,Small,All,0.8,484,COLAB,2,0.01
41,Small,All,0.8,484,COLAB,2,0
42,Small,All,0.8,484,COLAB,2,0.02
43,Small,All,0.8,484,COLAB,2,0
44,Small,All,0.8,484,COLAB,2,0.01
45,Small,All,0.8,484,COLAB,2,0.02
46,Small,All,0.8,484,COLAB,2,0
47,Small,All,0.8,484,COLAB,2,0.04
48,Small,All,0.8,484,COLAB,2,0
49,Small,All,0.8,484,COLAB,2,0.01
50,Small,All,0.8,484,COLAB,2,0.06
1,Small,All,0.8,484,NOLAB,2,0
2,Small,All,0.8,484,NOLAB,2,0.02
3,Small,All,0.8,484,NOLAB,2,0.07
4,Small,All,0.8,484,NOLAB,2,0.02
5,Small,All,0.8,484,NOLAB,2,0
6,Small,All,0.8,484,NOLAB,2,0
7,Small,All,0.8,484,NOLAB,2,0.06
8,Small,All,0.8,484,NOLAB,2,0
9,Small,All,0.8,484,NOLAB,2,0
10,Small,All,0.8,484,NOLAB,2,0.02
11,Small,All,0.8,484,NOLAB,2,0.01
12,Small,All,0.8,484,NOLAB,2,0
13,Small,All,0.8,484,NOLAB,2,0
14,Small,All,0.8,484,NOLAB,2,0
15,Small,All,0.8,484,NOLAB,2,0.01
16,Small,All,0.8,484,NOLAB,2,0.01
17,Small,All,0.8,484,NOLAB,2,0.04
18,Small,All,0.8,484,NOLAB,2,0
19,Small,All,0.8,484,NOLAB,2,0.07
20,Small,All,0.8,484,NOLAB,2,0
21,Small,All,0.8,484,NOLAB,2,0.05
22,Small,All,0.8,484,NOLAB,2,0.01
23,Small,All,0.8,484,NOLAB,2,0.03
24,Small,All,0.8,484,NOLAB,2,0
25,Small,All,0.8,484,NOLAB,2,0.01
26,Small,All,0.8,484,NOLAB,2,0
27,Small,All,0.8,484,NOLAB,2,0.02
28,Small,All,0.8,484,NOLAB,2,0
29,Small,All,0.8,484,NOLAB,2,0.05
30,Small,All,0.8,484,NOLAB,2,0
31,Small,All,0.8,484,NOLAB,2,0
32,Small,All,0.8,484,NOLAB,2,0
33,Small,All,0.8,484,NOLAB,2,0.02
34,Small,All,0.8,484,NOLAB,2,0
35,Small,All,0.8,484,NOLAB,2,0.02
36,Small,All,0.8,484,NOLAB,2,0
37,Small,All,0.8,484,NOLAB,2,0.02
38,Small,All,0.8,484,NOLAB,2,0
39,Small,All,0.8,484,NOLAB,2,0
40,Small,All,0.8,484,NOLAB,2,0.06
41,Small,All,0.8,484,NOLAB,2,0
42,Small,All,0.8,484,NOLAB,2,0.01
43,Small,All,0.8,484,NOLAB,2,0.03
44,Small,All,0.8,484,NOLAB,2,0.03
45,Small,All,0.8,484,NOLAB,2,0.01
46,Small,All,0.8,484,NOLAB,2,0
47,Small,All,0.8,484,NOLAB,2,0
48,Small,All,0.8,484,NOLAB,2,0
49,Small,All,0.8,484,NOLAB,2,0
50,Small,All,0.8,484,NOLAB,2,0.02
1,Small,All,0.8,484,COLAB,7,0
2,Small,All,0.8,484,COLAB,7,0
3,Small,All,0.8,484,COLAB,7,0
4,Small,All,0.8,484,COLAB,7,0
5,Small,All,0.8,484,COLAB,7,0
6,Small,All,0.8,484,COLAB,7,0
7,Small,All,0.8,484,COLAB,7,0
8,Small,All,0.8,484,COLAB,7,0
9,Small,All,0.8,484,COLAB,7,0
10,Small,All,0.8,484,COLAB,7,0
11,Small,All,0.8,484,COLAB,7,0.01
12,Small,All,0.8,484,COLAB,7,0
13,Small,All,0.8,484,COLAB,7,0
14,Small,All,0.8,484,COLAB,7,0
15,Small,All,0.8,484,COLAB,7,0
16,Small,All,0.8,484,COLAB,7,0
17,Small,All,0.8,484,COLAB,7,0
18,Small,All,0.8,484,COLAB,7,0
19,Small,All,0.8,484,COLAB,7,0
20,Small,All,0.8,484,COLAB,7,0
21,Small,All,0.8,484,COLAB,7,0
22,Small,All,0.8,484,COLAB,7,0
23,Small,All,0.8,484,COLAB,7,0
24,Small,All,0.8,484,COLAB,7,0
25,Small,All,0.8,484,COLAB,7,0
26,Small,All,0.8,484,COLAB,7,0
27,Small,All,0.8,484,COLAB,7,0
28,Small,All,0.8,484,COLAB,7,0
29,Small,All,0.8,484,COLAB,7,0
30,Small,All,0.8,484,COLAB,7,0
31,Small,All,0.8,484,COLAB,7,0
32,Small,All,0.8,484,COLAB,7,0
33,Small,All,0.8,484,COLAB,7,0
34,Small,All,0.8,484,COLAB,7,0
35,Small,All,0.8,484,COLAB,7,0
36,Small,All,0.8,484,COLAB,7,0
37,Small,All,0.8,484,COLAB,7,0
38,Small,All,0.8,484,COLAB,7,0
39,Small,All,0.8,484,COLAB,7,0
40,Small,All,0.8,484,COLAB,7,0
41,Small,All,0.8,484,COLAB,7,0
42,Small,All,0.8,484,COLAB,7,0
43,Small,All,0.8,484,COLAB,7,0
44,Small,All,0.8,484,COLAB,7,0
45,Small,All,0.8,484,COLAB,7,0
46,Small,All,0.8,484,COLAB,7,0
47,Small,All,0.8,484,COLAB,7,0.01
48,Small,All,0.8,484,COLAB,7,0
49,Small,All,0.8,484,COLAB,7,0
50,Small,All,0.8,484,COLAB,7,0
1,Small,All,0.8,484,NOLAB,7,0
2,Small,All,0.8,484,NOLAB,7,0
3,Small,All,0.8,484,NOLAB,7,0
4,Small,All,0.8,484,NOLAB,7,0
5,Small,All,0.8,484,NOLAB,7,0
6,Small,All,0.8,484,NOLAB,7,0
7,Small,All,0.8,484,NOLAB,7,0
8,Small,All,0.8,484,NOLAB,7,0
9,Small,All,0.8,484,NOLAB,7,0
10,Small,All,0.8,484,NOLAB,7,0
11,Small,All,0.8,484,NOLAB,7,0
12,Small,All,0.8,484,NOLAB,7,0
13,Small,All,0.8,484,NOLAB,7,0
14,Small,All,0.8,484,NOLAB,7,0
15,Small,All,0.8,484,NOLAB,7,0
16,Small,All,0.8,484,NOLAB,7,0
17,Small,All,0.8,484,NOLAB,7,0
18,Small,All,0.8,484,NOLAB,7,0
19,Small,All,0.8,484,NOLAB,7,0
20,Small,All,0.8,484,NOLAB,7,0
21,Small,All,0.8,484,NOLAB,7,0
22,Small,All,0.8,484,NOLAB,7,0
23,Small,All,0.8,484,NOLAB,7,0
24,Small,All,0.8,484,NOLAB,7,0
25,Small,All,0.8,484,NOLAB,7,0
26,Small,All,0.8,484,NOLAB,7,0
27,Small,All,0.8,484,NOLAB,7,0
28,Small,All,0.8,484,NOLAB,7,0
29,Small,All,0.8,484,NOLAB,7,0
30,Small,All,0.8,484,NOLAB,7,0
31,Small,All,0.8,484,NOLAB,7,0
32,Small,All,0.8,484,NOLAB,7,0
33,Small,All,0.8,484,NOLAB,7,0
34,Small,All,0.8,484,NOLAB,7,0
35,Small,All,0.8,484,NOLAB,7,0
36,Small,All,0.8,484,NOLAB,7,0
37,Small,All,0.8,484,NOLAB,7,0
38,Small,All,0.8,484,NOLAB,7,0
39,Small,All,0.8,484,NOLAB,7,0
40,Small,All,0.8,484,NOLAB,7,0
41,Small,All,0.8,484,NOLAB,7,0
42,Small,All,0.8,484,NOLAB,7,0
43,Small,All,0.8,484,NOLAB,7,0
44,Small,All,0.8,484,NOLAB,7,0
45,Small,All,0.8,484,NOLAB,7,0
46,Small,All,0.8,484,NOLAB,7,0
47,Small,All,0.8,484,NOLAB,7,0
48,Small,All,0.8,484,NOLAB,7,0
49,Small,All,0.8,484,NOLAB,7,0
50,Small,All,0.8,484,NOLAB,7,0
1,Small,Bo,0.2,413,COLAB,13,0.98
2,Small,Bo,0.2,413,COLAB,13,0.99
3,Small,Bo,0.2,413,COLAB,13,1
4,Small,Bo,0.2,413,COLAB,13,1
5,Small,Bo,0.2,413,COLAB,13,0.99
6,Small,Bo,0.2,413,COLAB,13,0.98
7,Small,Bo,0.2,413,COLAB,13,1
8,Small,Bo,0.2,413,COLAB,13,1
9,Small,Bo,0.2,413,COLAB,13,0.99
10,Small,Bo,0.2,413,COLAB,13,0.99
11,Small,Bo,0.2,413,COLAB,13,0.99
12,Small,Bo,0.2,413,COLAB,13,0.99
13,Small,Bo,0.2,413,COLAB,13,0.99
14,Small,Bo,0.2,413,COLAB,13,1
15,Small,Bo,0.2,413,COLAB,13,1
16,Small,Bo,0.2,413,COLAB,13,0.98
17,Small,Bo,0.2,413,COLAB,13,1
18,Small,Bo,0.2,413,COLAB,13,1
19,Small,Bo,0.2,413,COLAB,13,1
20,Small,Bo,0.2,413,COLAB,13,0.99
21,Small,Bo,0.2,413,COLAB,13,1
22,Small,Bo,0.2,413,COLAB,13,1
23,Small,Bo,0.2,413,COLAB,13,0.97
24,Small,Bo,0.2,413,COLAB,13,0.99
25,Small,Bo,0.2,413,COLAB,13,1
26,Small,Bo,0.2,413,COLAB,13,1
27,Small,Bo,0.2,413,COLAB,13,1
28,Small,Bo,0.2,413,COLAB,13,1
29,Small,Bo,0.2,413,COLAB,13,1
30,Small,Bo,0.2,413,COLAB,13,0.99
31,Small,Bo,0.2,413,COLAB,13,1
32,Small,Bo,0.2,413,COLAB,13,0.99
33,Small,Bo,0.2,413,COLAB,13,1
34,Small,Bo,0.2,413,COLAB,13,1
35,Small,Bo,0.2,413,COLAB,13,0.99
36,Small,Bo,0.2,413,COLAB,13,1
37,Small,Bo,0.2,413,COLAB,13,0.99
38,Small,Bo,0.2,413,COLAB,13,1
39,Small,Bo,0.2,413,COLAB,13,0.98
40,Small,Bo,0.2,413,COLAB,13,1
41,Small,Bo,0.2,413,COLAB,13,0.98
42,Small,Bo,0.2,413,COLAB,13,1
43,Small,Bo,0.2,413,COLAB,13,0.99
44,Small,Bo,0.2,413,COLAB,13,1
45,Small,Bo,0.2,413,COLAB,13,1
46,Small,Bo,0.2,413,COLAB,13,1
47,Small,Bo,0.2,413,COLAB,13,0.99
48,Small,Bo,0.2,413,COLAB,13,0.99
49,Small,Bo,0.2,413,COLAB,13,0.99
50,Small,Bo,0.2,413,COLAB,13,0.99
1,Small,Bo,0.2,413,NOLAB,13,0.99
2,Small,Bo,0.2,413,NOLAB,13,1
3,Small,Bo,0.2,413,NOLAB,13,1
4,Small,Bo,0.2,413,NOLAB,13,1
5,Small,Bo,0.2,413,NOLAB,13,1
6,Small,Bo,0.2,413,NOLAB,13,0.99
7,Small,Bo,0.2,413,NOLAB,13,1
8,Small,Bo,0.2,413,NOLAB,13,1
9,Small,Bo,0.2,413,NOLAB,13,1
10,Small,Bo,0.2,413,NOLAB,13,0.99
11,Small,Bo,0.2,413,NOLAB,13,0.99
12,Small,Bo,0.2,413,NOLAB,13,0.99
13,Small,Bo,0.2,413,NOLAB,13,1
14,Small,Bo,0.2,413,NOLAB,13,1
15,Small,Bo,0.2,413,NOLAB,13,1
16,Small,Bo,0.2,413,NOLAB,13,0.99
17,Small,Bo,0.2,413,NOLAB,13,0.98
18,Small,Bo,0.2,413,NOLAB,13,1
19,Small,Bo,0.2,413,NOLAB,13,1
20,Small,Bo,0.2,413,NOLAB,13,0.99
21,Small,Bo,0.2,413,NOLAB,13,0.99
22,Small,Bo,0.2,413,NOLAB,13,0.99
23,Small,Bo,0.2,413,NOLAB,13,1
24,Small,Bo,0.2,413,NOLAB,13,1
25,Small,Bo,0.2,413,NOLAB,13,1
26,Small,Bo,0.2,413,NOLAB,13,1
27,Small,Bo,0.2,413,NOLAB,13,1
28,Small,Bo,0.2,413,NOLAB,13,1
29,Small,Bo,0.2,413,NOLAB,13,1
30,Small,Bo,0.2,413,NOLAB,13,1
31,Small,Bo,0.2,413,NOLAB,13,1
32,Small,Bo,0.2,413,NOLAB,13,1
33,Small,Bo,0.2,413,NOLAB,13,1
34,Small,Bo,0.2,413,NOLAB,13,1
35,Small,Bo,0.2,413,NOLAB,13,0.99
36,Small,Bo,0.2,413,NOLAB,13,1
37,Small,Bo,0.2,413,NOLAB,13,1
38,Small,Bo,0.2,413,NOLAB,13,1
39,Small,Bo,0.2,413,NOLAB,13,1
40,Small,Bo,0.2,413,NOLAB,13,1
41,Small,Bo,0.2,413,NOLAB,13,1
42,Small,Bo,0.2,413,NOLAB,13,1
43,Small,Bo,0.2,413,NOLAB,13,0.99
44,Small,Bo,0.2,413,NOLAB,13,1
45,Small,Bo,0.2,413,NOLAB,13,1
46,Small,Bo,0.2,413,NOLAB,13,1
47,Small,Bo,0.2,413,NOLAB,13,1
48,Small,Bo,0.2,413,NOLAB,13,1
49,Small,Bo,0.2,413,NOLAB,13,1
50,Small,Bo,0.2,413,NOLAB,13,0.99
1,Small,Bo,0.2,413,COLAB,2,0.98
2,Small,Bo,0.2,413,COLAB,2,1
3,Small,Bo,0.2,413,COLAB,2,1
4,Small,Bo,0.2,413,COLAB,2,0.93
5,Small,Bo,0.2,413,COLAB,2,0.98
6,Small,Bo,0.2,413,COLAB,2,0.92
7,Small,Bo,0.2,413,COLAB,2,0.99
8,Small,Bo,0.2,413,COLAB,2,1
9,Small,Bo,0.2,413,COLAB,2,0.95
10,Small,Bo,0.2,413,COLAB,2,1
11,Small,Bo,0.2,413,COLAB,2,1
12,Small,Bo,0.2,413,COLAB,2,0.97
13,Small,Bo,0.2,413,COLAB,2,0.95
14,Small,Bo,0.2,413,COLAB,2,0.94
15,Small,Bo,0.2,413,COLAB,2,1
16,Small,Bo,0.2,413,COLAB,2,0.98
17,Small,Bo,0.2,413,COLAB,2,1
18,Small,Bo,0.2,413,COLAB,2,1
19,Small,Bo,0.2,413,COLAB,2,0.98
20,Small,Bo,0.2,413,COLAB,2,0.98
21,Small,Bo,0.2,413,COLAB,2,0.98
22,Small,Bo,0.2,413,COLAB,2,0.97
23,Small,Bo,0.2,413,COLAB,2,0.99
24,Small,Bo,0.2,413,COLAB,2,0.98
25,Small,Bo,0.2,413,COLAB,2,1
26,Small,Bo,0.2,413,COLAB,2,0.99
27,Small,Bo,0.2,413,COLAB,2,0.99
28,Small,Bo,0.2,413,COLAB,2,0.99
29,Small,Bo,0.2,413,COLAB,2,0.99
30,Small,Bo,0.2,413,COLAB,2,0.99
31,Small,Bo,0.2,413,COLAB,2,0.97
32,Small,Bo,0.2,413,COLAB,2,1
33,Small,Bo,0.2,413,COLAB,2,0.98
34,Small,Bo,0.2,413,COLAB,2,1
35,Small,Bo,0.2,413,COLAB,2,1
36,Small,Bo,0.2,413,COLAB,2,0.99
37,Small,Bo,0.2,413,COLAB,2,0.99
38,Small,Bo,0.2,413,COLAB,2,0.97
39,Small,Bo,0.2,413,COLAB,2,0.98
40,Small,Bo,0.2,413,COLAB,2,0.98
41,Small,Bo,0.2,413,COLAB,2,0.99
42,Small,Bo,0.2,413,COLAB,2,0.99
43,Small,Bo,0.2,413,COLAB,2,0.99
44,Small,Bo,0.2,413,COLAB,2,0.96
45,Small,Bo,0.2,413,COLAB,2,0.94
46,Small,Bo,0.2,413,COLAB,2,0.99
47,Small,Bo,0.2,413,COLAB,2,0.95
48,Small,Bo,0.2,413,COLAB,2,0.98
49,Small,Bo,0.2,413,COLAB,2,0.98
50,Small,Bo,0.2,413,COLAB,2,0.9
1,Small,Bo,0.2,413,NOLAB,2,1
2,Small,Bo,0.2,413,NOLAB,2,1
3,Small,Bo,0.2,413,NOLAB,2,1
4,Small,Bo,0.2,413,NOLAB,2,0.99
5,Small,Bo,0.2,413,NOLAB,2,0.97
6,Small,Bo,0.2,413,NOLAB,2,0.99
7,Small,Bo,0.2,413,NOLAB,2,0.99
8,Small,Bo,0.2,413,NOLAB,2,0.97
9,Small,Bo,0.2,413,NOLAB,2,0.99
10,Small,Bo,0.2,413,NOLAB,2,0.99
11,Small,Bo,0.2,413,NOLAB,2,0.99
12,Small,Bo,0.2,413,NOLAB,2,1
13,Small,Bo,0.2,413,NOLAB,2,0.99
14,Small,Bo,0.2,413,NOLAB,2,0.99
15,Small,Bo,0.2,413,NOLAB,2,1
16,Small,Bo,0.2,413,NOLAB,2,0.97
17,Small,Bo,0.2,413,NOLAB,2,1
18,Small,Bo,0.2,413,NOLAB,2,1
19,Small,Bo,0.2,413,NOLAB,2,1
20,Small,Bo,0.2,413,NOLAB,2,0.98
21,Small,Bo,0.2,413,NOLAB,2,0.99
22,Small,Bo,0.2,413,NOLAB,2,0.99
23,Small,Bo,0.2,413,NOLAB,2,1
24,Small,Bo,0.2,413,NOLAB,2,0.99
25,Small,Bo,0.2,413,NOLAB,2,1
26,Small,Bo,0.2,413,NOLAB,2,0.99
27,Small,Bo,0.2,413,NOLAB,2,1
28,Small,Bo,0.2,413,NOLAB,2,0.97
29,Small,Bo,0.2,413,NOLAB,2,0.99
30,Small,Bo,0.2,413,NOLAB,2,0.99
31,Small,Bo,0.2,413,NOLAB,2,0.99
32,Small,Bo,0.2,413,NOLAB,2,0.99
33,Small,Bo,0.2,413,NOLAB,2,0.99
34,Small,Bo,0.2,413,NOLAB,2,0.97
35,Small,Bo,0.2,413,NOLAB,2,0.96
36,Small,Bo,0.2,413,NOLAB,2,0.96
37,Small,Bo,0.2,413,NOLAB,2,0.99
38,Small,Bo,0.2,413,NOLAB,2,0.98
39,Small,Bo,0.2,413,NOLAB,2,0.99
40,Small,Bo,0.2,413,NOLAB,2,1
41,Small,Bo,0.2,413,NOLAB,2,0.96
42,Small,Bo,0.2,413,NOLAB,2,1
43,Small,Bo,0.2,413,NOLAB,2,1
44,Small,Bo,0.2,413,NOLAB,2,0.99
45,Small,Bo,0.2,413,NOLAB,2,0.99
46,Small,Bo,0.2,413,NOLAB,2,0.99
47,Small,Bo,0.2,413,NOLAB,2,0.99
48,Small,Bo,0.2,413,NOLAB,2,1
49,Small,Bo,0.2,413,NOLAB,2,0.97
50,Small,Bo,0.2,413,NOLAB,2,0.96
1,Small,Bo,0.2,413,COLAB,7,0.98
2,Small,Bo,0.2,413,COLAB,7,1
3,Small,Bo,0.2,413,COLAB,7,0.96
4,Small,Bo,0.2,413,COLAB,7,0.99
5,Small,Bo,0.2,413,COLAB,7,0.94
6,Small,Bo,0.2,413,COLAB,7,1
7,Small,Bo,0.2,413,COLAB,7,0.99
8,Small,Bo,0.2,413,COLAB,7,0.98
9,Small,Bo,0.2,413,COLAB,7,1
10,Small,Bo,0.2,413,COLAB,7,0.97
11,Small,Bo,0.2,413,COLAB,7,0.97
12,Small,Bo,0.2,413,COLAB,7,0.93
13,Small,Bo,0.2,413,COLAB,7,0.99
14,Small,Bo,0.2,413,COLAB,7,0.99
15,Small,Bo,0.2,413,COLAB,7,0.98
16,Small,Bo,0.2,413,COLAB,7,0.98
17,Small,Bo,0.2,413,COLAB,7,0.99
18,Small,Bo,0.2,413,COLAB,7,0.97
19,Small,Bo,0.2,413,COLAB,7,0.99
20,Small,Bo,0.2,413,COLAB,7,0.97
21,Small,Bo,0.2,413,COLAB,7,0.98
22,Small,Bo,0.2,413,COLAB,7,1
23,Small,Bo,0.2,413,COLAB,7,0.98
24,Small,Bo,0.2,413,COLAB,7,0.99
25,Small,Bo,0.2,413,COLAB,7,0.98
26,Small,Bo,0.2,413,COLAB,7,0.97
27,Small,Bo,0.2,413,COLAB,7,0.99
28,Small,Bo,0.2,413,COLAB,7,0.97
29,Small,Bo,0.2,413,COLAB,7,0.94
30,Small,Bo,0.2,413,COLAB,7,0.99
31,Small,Bo,0.2,413,COLAB,7,0.99
32,Small,Bo,0.2,413,COLAB,7,0.99
33,Small,Bo,0.2,413,COLAB,7,0.98
34,Small,Bo,0.2,413,COLAB,7,0.98
35,Small,Bo,0.2,413,COLAB,7,0.99
36,Small,Bo,0.2,413,COLAB,7,0.99
37,Small,Bo,0.2,413,COLAB,7,0.98
38,Small,Bo,0.2,413,COLAB,7,0.98
39,Small,Bo,0.2,413,COLAB,7,0.99
